curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
121,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
122,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
123,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
124,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
125,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
126,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
127,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
128,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
129,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
130,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
131,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
132,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
133,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
134,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
135,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
136,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
137,0.7085308056872038,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'S60K', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],17,61,28
138,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
139,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
140,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
141,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
142,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
143,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
144,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
145,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
146,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
147,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
148,0.7091232227488151,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FS18', 'H1DS14', 'H2GH45', 'H2DS11'],18,59,29
149,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
150,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
151,0.7097156398104265,['H1ED18', 'H1FS10', 'H2PF30', 'H2FS12', 'H1DS12', 'H1ED24', 'PC40', 'H2WP13', 'H2DS13', 'H2FV4', 'H1TO50', 'H2FS18', 'H2PF33', 'H2GH23', 'H1WP7', 'H2ED5', 'H2FS18', 'S45A', 'H1IR3', 'H2DS7', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2ED14', 'H1GH19', 'H1TO9', 'H2DS2', 'H2FV1', 'H1TO3', 'H2DS9', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1ED15', 'H2PF14', 'H2ED14', 'H2ED15', 'H2WP13', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'S45A', 'H1DS14', 'H2GH45', 'H2DS11'],16,57,29
