curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
144,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
145,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
146,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
147,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
148,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
149,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
150,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
151,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
152,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
153,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
154,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
155,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
156,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
157,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
158,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
159,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
160,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
161,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
162,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
163,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
164,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
165,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
166,0.7268957345971564,['H1PF34', 'H1TO3', 'H1TS3', 'H2TO11', 'H1EE7', 'H1RM14', 'H2PF10', 'PC40', 'H1PF16', 'H1GH19'],73,8,9
167,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
168,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
169,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
170,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
171,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
172,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
173,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
174,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
175,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
176,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
177,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
178,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
179,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
180,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
181,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
182,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
183,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
184,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
185,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
186,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
187,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
188,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
189,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
190,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
191,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
192,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
193,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
194,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
195,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
196,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
197,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
198,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
199,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
200,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
201,0.7274881516587678,['H2ED13', 'H1PF24', 'H1WP5', 'H1PF26', 'H2FS19', 'H2DS11', 'H1TO9', 'H1FS12', 'H1PF33', 'H1TO3'],68,58,3
202,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
203,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
204,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
205,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
206,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
207,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
208,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
209,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
210,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
211,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
212,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
213,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
214,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
215,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
216,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
217,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
218,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
219,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
220,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
221,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
222,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
223,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
224,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
225,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
226,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
227,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
228,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
229,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
230,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
231,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
232,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
233,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
234,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
235,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
236,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
237,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
238,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
239,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
240,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
241,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
242,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
243,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
244,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
245,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
246,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
247,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
248,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
249,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
250,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
251,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
252,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
253,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
254,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
255,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
256,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
257,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
258,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
259,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
260,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
261,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
262,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
263,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
264,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
265,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
266,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
267,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
268,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
269,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
270,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
271,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
272,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
273,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
274,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
275,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
276,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
277,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
278,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
279,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
280,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
281,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
282,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
283,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
284,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
285,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
286,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
287,0.7274881516587678,['H1ED18', 'H1ED7', 'H1WP2', 'H1TO9', 'H2PF1', 'H2FS18', 'H1WP4', 'H2PF10', 'H2DS11', 'H1TO3'],24,88,2
