curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7239336492890995,['H1FS1', 'H2PF23', 'H2PF8', 'H2FS13', 'H1PF31', 'H2DS11', 'H2GH25', 'H1PF8', 'H2GH26', 'S62Q', 'H1DS7', 'H1TO12', 'H2FS15', 'H1PF36', 'PC40', 'H2PF4', 'H1SE4', 'H1WP3', 'H1ED15', 'H1TS3', 'H2FS2', 'H2DS9', 'H2TO15', 'H2FS3', 'H2EE12', 'H1WP1', 'H2WP2', 'H1FS14', 'H1ED9', 'H1FS5', 'H2ED14', 'S62H', 'PA21', 'H2GH45', 'H2FS14', 'H2PF7', 'H1WP6', 'H2DS8', 'H2TO11', 'H1DA6', 'H2DS4', 'H2PF24', 'H1GH28', 'H1TO3', 'H2PF9', 'H1PF16', 'H2DS7', 'H1DA2', 'H1FS8', 'H1FS4', 'H1DS6', 'H2PF5', 'H2PF12', 'S59E', 'H1FS10', 'H1FS7', 'H1FS11', 'H1TO9', 'H2FS6', 'H2FS19', 'H2DS13', 'H2FV1', 'H2ED13', 'H2PF16', 'S62E', 'S45C', 'H2WP10', 'H2SE4', 'H1PF30', 'H1ED17', 'H1GH17', 'H1IR12', 'H1WP7', 'H2TO1', 'S62O', 'H1ED24', 'H1EE5', 'S62P', 'H2PF25', 'H2TO27', 'S45A', 'H2FS8', 'H2FS18', 'H2WP4', 'H1GH21', 'H2DS5', 'H2FS9', 'S62B', 'H1PF10', 'H2FS16'],13,22,34
237,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
238,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
239,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
240,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
241,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
242,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
243,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
244,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
245,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
246,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
247,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
248,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
249,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
250,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
251,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
252,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
253,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
254,0.735781990521327,['H2PF34', 'H1FS19', 'H2TO1', 'H2PR3', 'H2PF28', 'H2FS13', 'H2TO28', 'H2WP6', 'H1RF14', 'H2DS10', 'H2WP13', 'H2PF31', 'H2PF10', 'H1FS13', 'H1FS4', 'S62R', 'S45C', 'H1ED15', 'H2GH23', 'H1PF15', 'H1TO3', 'H1FS15', 'H1DS12', 'H1WP5', 'S62E', 'H2FS1', 'H2ED5', 'H1TO1', 'H1FS8', 'H2DS6', 'H2FV6', 'H2PF25', 'H1DS9', 'H2ED11', 'H1PF2', 'H1DS11', 'H2TO11', 'H1PF4', 'H1PF5', 'H2PF30', 'H1FS2', 'H1PF35', 'H2GH26', 'H1ED24', 'H2DS8', 'H2GH25', 'H2DS14', 'H1PF33', 'PA21', 'H1ED7', 'S60O', 'H1DS10', 'H2DS6', 'H2FS18', 'H1PF30', 'H1FS14', 'H1GH19', 'H1GH52', 'H2PF26', 'H1ED16', 'H2TO27', 'H1TO50', 'H2FS3', 'H1ED19', 'H1FS10', 'H2ED12', 'H2PR4', 'H2PF21', 'H2ED3', 'H1GH22', 'H2PF4', 'H2FV4', 'H1PF23', 'H2PF15', 'H2PF14', 'H2DS1', 'H2DS9', 'H2WP4', 'H2PR4', 'H2WP13', 'H1PF34', 'S60L', 'H2DS8', 'H1GH20', 'H2FS16', 'H1PF32', 'H2FS19', 'H2DS11', 'H2PF13', 'H2ED16'],68,81,33
