curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
252,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
253,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
254,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
255,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
256,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
257,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
258,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
259,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
260,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
261,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
262,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
263,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
264,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
265,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
266,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
267,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
268,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
269,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
270,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
271,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
272,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
273,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
274,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
275,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
276,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
277,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
278,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
279,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
280,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
281,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
282,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
283,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
284,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
285,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
286,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
287,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
288,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
289,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
290,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
291,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
292,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
293,0.7334123222748815,['H1FS11', 'H1FS6', 'S60O', 'H2PF9', 'H2DS14', 'H1FS13', 'H1DS13', 'H1WP6', 'H2PF8', 'H1ED20', 'H1WP4', 'H2GH25', 'H1FS16', 'H1FS15', 'H2PR5', 'H2TO1', 'H2ED3', 'H2WP13', 'H1TO3', 'H2PR3', 'H2PF30', 'H1WP5', 'H2TO30', 'H1TO1', 'S60M', 'H1PF23', 'H1GH20', 'H1FS4', 'H2FV6', 'H1EE7', 'S62R', 'H1EE7', 'H2DS5', 'H1DS11', 'H1GH22', 'H1PF34', 'H1PF25', 'H2FS15', 'H1ED24', 'H1DS8'],85,12,19
