curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
122,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
123,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
124,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
125,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
126,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
127,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
128,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
129,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
130,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
131,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
132,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
133,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
134,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
135,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
136,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
137,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
138,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
139,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
140,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
141,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
142,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
143,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
144,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
145,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
146,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
147,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
148,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
149,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
150,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
151,0.7328199052132701,['H1PF23', 'H1DS11', 'H2FS7', 'H2WP13', 'H2PF31', 'H1PF30', 'H2PF27', 'H2ED14', 'H2FS6', 'H1IR3', 'H1FS6', 'H1ED9', 'H1PF36', 'H2FS5', 'H1PF26', 'H1PF14', 'H2FS12', 'H2TO25', 'H2PF21', 'H1FS16', 'H2DS8', 'H2FS1', 'H2FS19', 'H2SE4', 'PA56', 'H1PF31', 'H2ED16', 'H1ED15', 'H2FV2', 'H1PF15', 'H2PF23', 'H1FS2', 'H2PF8', 'H2TO11', 'H2PF34', 'S59E', 'H2GH27', 'H2WP10', 'H2FV1', 'H1TO1', 'H1FS5', 'H2DS11', 'H1PF32', 'H2PF26', 'H2FS10', 'H2PF24', 'H1TO3', 'H1DS14', 'PA21', 'H1DS10', 'H2PF7', 'H1DS7', 'H2WP9', 'H2FV5', 'H2WP2'],75,88,21
