curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
184,0.726303317535545,['H1GH21', 'H1PF36', 'H1WP10', 'H1FS11', 'H1PF24', 'H1FS15', 'H2FS17', 'H2PF30', 'H2PF9', 'H1DS10', 'H2DS8', 'H2TO28', 'H1PF7', 'H1PF5', 'H2ED15', 'H1FS6', 'H2PF4', 'H2ED5', 'H1DS8', 'H2DS5', 'H2ED12', 'H1PF33', 'H1PF25', 'H2GH26', 'H1FS16', 'H1PF14', 'H1DS15', 'S62E', 'H1TO12', 'H2PF26', 'H1ED9', 'H1PF8', 'H1PF15', 'H2FS10', 'H2DS10', 'H2ED3', 'H1DS14', 'H2PF17', 'H2DS11', 'S59E', 'H2PF14', 'H2PF27', 'H2WP5', 'H2DS9', 'H1ED16', 'H1PF16', 'H2GH27', 'H2PF13', 'H2DS3', 'H2ED17', 'H2TO29', 'H2SE4', 'H1DS9', 'H2PF23', 'H2DS12', 'H2DS2', 'H2DS13', 'H1GH22', 'H1FS3', 'H2ED16', 'H2PF15', 'H1DS6', 'H1IR3', 'H1FS11', 'S60N', 'H2PF22', 'H2PR4', 'H2FS7', 'H1ED2', 'S62O', 'H1FS9', 'H2PR5', 'H1WP14', 'H1TO1', 'H2FV3', 'PA56', 'H2FS12', 'H1WP1', 'H2GH45', 'S62R', 'H1PF32', 'H2PF5', 'H1EE7', 'S62P', 'H2FS4', 'H1GH20', 'H2WP13', 'H1ED24', 'H1DS11', 'H2ED11', 'H1PF26', 'H2DS14', 'H1TO3', 'H1FS13', 'S45A'],75,63,80
185,0.726303317535545,['H1GH21', 'H1PF36', 'H1WP10', 'H1FS11', 'H1PF24', 'H1FS15', 'H2FS17', 'H2PF30', 'H2PF9', 'H1DS10', 'H2DS8', 'H2TO28', 'H1PF7', 'H1PF5', 'H2ED15', 'H1FS6', 'H2PF4', 'H2ED5', 'H1DS8', 'H2DS5', 'H2ED12', 'H1PF33', 'H1PF25', 'H2GH26', 'H1FS16', 'H1PF14', 'H1DS15', 'S62E', 'H1TO12', 'H2PF26', 'H1ED9', 'H1PF8', 'H1PF15', 'H2FS10', 'H2DS10', 'H2ED3', 'H1DS14', 'H2PF17', 'H2DS11', 'S59E', 'H2PF14', 'H2PF27', 'H2WP5', 'H2DS9', 'H1ED16', 'H1PF16', 'H2GH27', 'H2PF13', 'H2DS3', 'H2ED17', 'H2TO29', 'H2SE4', 'H1DS9', 'H2PF23', 'H2DS12', 'H2DS2', 'H2DS13', 'H1GH22', 'H1FS3', 'H2ED16', 'H2PF15', 'H1DS6', 'H1IR3', 'H1FS11', 'S60N', 'H2PF22', 'H2PR4', 'H2FS7', 'H1ED2', 'S62O', 'H1FS9', 'H2PR5', 'H1WP14', 'H1TO1', 'H2FV3', 'PA56', 'H2FS12', 'H1WP1', 'H2GH45', 'S62R', 'H1PF32', 'H2PF5', 'H1EE7', 'S62P', 'H2FS4', 'H1GH20', 'H2WP13', 'H1ED24', 'H1DS11', 'H2ED11', 'H1PF26', 'H2DS14', 'H1TO3', 'H1FS13', 'S45A'],75,63,80
186,0.726303317535545,['H1GH21', 'H1PF36', 'H1WP10', 'H1FS11', 'H1PF24', 'H1FS15', 'H2FS17', 'H2PF30', 'H2PF9', 'H1DS10', 'H2DS8', 'H2TO28', 'H1PF7', 'H1PF5', 'H2ED15', 'H1FS6', 'H2PF4', 'H2ED5', 'H1DS8', 'H2DS5', 'H2ED12', 'H1PF33', 'H1PF25', 'H2GH26', 'H1FS16', 'H1PF14', 'H1DS15', 'S62E', 'H1TO12', 'H2PF26', 'H1ED9', 'H1PF8', 'H1PF15', 'H2FS10', 'H2DS10', 'H2ED3', 'H1DS14', 'H2PF17', 'H2DS11', 'S59E', 'H2PF14', 'H2PF27', 'H2WP5', 'H2DS9', 'H1ED16', 'H1PF16', 'H2GH27', 'H2PF13', 'H2DS3', 'H2ED17', 'H2TO29', 'H2SE4', 'H1DS9', 'H2PF23', 'H2DS12', 'H2DS2', 'H2DS13', 'H1GH22', 'H1FS3', 'H2ED16', 'H2PF15', 'H1DS6', 'H1IR3', 'H1FS11', 'S60N', 'H2PF22', 'H2PR4', 'H2FS7', 'H1ED2', 'S62O', 'H1FS9', 'H2PR5', 'H1WP14', 'H1TO1', 'H2FV3', 'PA56', 'H2FS12', 'H1WP1', 'H2GH45', 'S62R', 'H1PF32', 'H2PF5', 'H1EE7', 'S62P', 'H2FS4', 'H1GH20', 'H2WP13', 'H1ED24', 'H1DS11', 'H2ED11', 'H1PF26', 'H2DS14', 'H1TO3', 'H1FS13', 'S45A'],75,63,80
187,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
188,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
189,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
190,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
191,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
192,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
193,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
194,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
195,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
196,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
197,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
198,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
199,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
200,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
201,0.7280805687203792,['H1FS7', 'H1PF16', 'S62M', 'H2PF17', 'H2PF24', 'H2GH45', 'S62M', 'H2FV4', 'H2PR3', 'H2FS7', 'S62E', 'H2TO30', 'H2WP5', 'H2FS5', 'H2PF21', 'S62H', 'H2WP3', 'H2PR5', 'H2ED11', 'H2PF10', 'H1PF36', 'H2DS9', 'H1DS15', 'H1IR12', 'H1DS7', 'S62Q', 'H2GH25', 'H1ED18', 'H1ED9', 'H1FS6', 'H1WP3', 'H2FS13', 'H1TO3', 'H1PF14', 'H2ED15', 'H2ED14', 'H2DS5', 'H2WP2', 'H1DS9', 'H2PF34', 'H1PF14', 'H2PF29', 'H2FS4', 'H2TO1', 'H2WP7', 'H2PF35', 'PA21', 'H2DS10', 'H2PF1', 'H1ED19', 'H2TO25', 'H1FS11', 'H2WP13', 'H1PF4', 'H2ED13', 'H2FS10', 'H1ED7', 'H2FS17', 'H1FS9', 'S59E', 'H2DS1', 'H2PF28', 'H1WP4', 'H1PF26', 'H1FS12', 'S60M', 'H2DS6', 'H1FS10', 'H1PF24', 'H2DS12', 'H2FS9', 'H1TO3', 'H1PF10', 'H2DS14', 'H2DS11', 'H2PF27', 'H1GH18', 'H2FS11', 'H1PF36', 'H1ED2', 'H2WP1', 'H1WP14', 'H1GH19', 'H1FS3', 'H2PF33', 'H2GH30', 'H2ED3', 'H1FS3', 'H2FS14', 'S62P', 'H2PF22', 'H2ED12', 'H1PF5', 'H2PF32', 'H2FS6'],44,43,44
