curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
185,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
186,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
187,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
188,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
189,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
190,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
191,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
192,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
193,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
194,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
195,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
196,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
197,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
198,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
199,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
200,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
201,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
202,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
203,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
204,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
205,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
206,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
207,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
208,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
209,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
210,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
211,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
212,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
213,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
214,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
215,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
216,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
217,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
218,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
219,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
220,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
221,0.7103080568720379,['H1TO9', 'H2FV3', 'H2DS10', 'H2WP10', 'H2TO1', 'H2FS7', 'H1PF10', 'H2SE4', 'H2ED3', 'H1FS4', 'H2PF26', 'H1DA2', 'H1PF26', 'S62H', 'H1PF14', 'H2PF10', 'H1FS12', 'H1DA6', 'H2WP7', 'H1DA6', 'H2GH25', 'H2DS1', 'H1WP10', 'H1DS11', 'H1PF15', 'H1WP1', 'H2WP10', 'H1FS14', 'H2TO28', 'H1PF33', 'H1SE4', 'H1WP14', 'H2WP5', 'H2TO26', 'H2DS7', 'H1PF31', 'H1PF10', 'H2GH27', 'H1PF5', 'H1ED7', 'H2PF21', 'H1PF36', 'S62E', 'H2WP3', 'H2DS8'],2,79,27
