curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
235,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
236,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
237,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
238,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
239,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
240,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
241,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
242,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
243,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
244,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
245,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
246,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
247,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
248,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
249,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
250,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
251,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
252,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
253,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
254,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
255,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
256,0.715047393364929,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H1GH19', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],37,2,5
257,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
258,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
259,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
260,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
261,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
262,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
263,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
264,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
265,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
266,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
267,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
268,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
269,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
270,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
271,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
272,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
273,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
274,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
275,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
276,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
277,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
278,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
279,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
280,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
281,0.716824644549763,['H1SE4', 'H2FS16', 'H2PF16', 'H2WP10', 'H1EE7', 'S45A', 'H2TO15', 'H2TO15', 'H2FS18', 'H1ED19', 'H2DS13', 'H2WP9', 'H2GH25', 'H2PR4', 'H2FS15', 'H1ED7', 'H1FS12', 'H2PF27', 'H1ED15', 'S60K', 'H2TO1', 'H1ED20', 'H1DS6', 'H1EE5', 'H2PR5', 'H2WP6', 'H1TO9', 'H2WP6', 'H1GH28', 'H2FS9', 'H2GH22', 'H2PF30', 'H1DA2', 'H2PF32', 'H1ED2'],35,2,5
