curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
105,0.7067535545023697,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H2GH31', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2GH45', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],25,67,26
106,0.7067535545023697,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H2GH31', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2GH45', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],25,67,26
107,0.707345971563981,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H2GH31', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,27
108,0.707345971563981,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H2GH31', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,27
109,0.707345971563981,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H2GH31', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,27
110,0.707345971563981,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H2GH31', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,27
111,0.707345971563981,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H2GH31', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],23,66,27
112,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
113,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
114,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
115,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
116,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
117,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
118,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
119,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
120,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
121,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
122,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
123,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
124,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
125,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
126,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
127,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
128,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
129,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
130,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
131,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
132,0.7097156398104265,['H1FS4', 'H1FS10', 'H2FS4', 'H1GH52', 'H1DS12', 'H1ED24', 'H2PF34', 'H2WP13', 'H1TO3', 'H1WP6', 'H1FS12', 'H1FS7', 'H2DS7', 'H2GH23', 'H1WP7', 'H2ED5', 'H1PF26', 'S45A', 'H1IR3', 'H2FV5', 'H1RF14', 'S60M', 'H1GH52', 'H2GH24', 'H2PF31', 'H2FV6', 'H2GH23', 'H1TO9', 'H2DS2', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF25', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14', 'H1PF31', 'H2ED15', 'H2PF1', 'H1ED18', 'H2GH27', 'H1PF33', 'H2FS6', 'S60O', 'H2TO11', 'H2WP5', 'H2PF9', 'H2FV3', 'H1DS14', 'H2PF27', 'H2DS11', 'H1PF10', 'H1TO50', 'H1FS5', 'H2GH26', 'H2FS14'],24,67,26
