curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
161,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
162,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
163,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
164,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
165,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
166,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
167,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
168,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
169,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
170,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
171,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
172,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
173,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
174,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
175,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
176,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
177,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
178,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
179,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
180,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
181,0.7316350710900474,['H2ED12', 'H2ED13', 'H2DS5', 'PA56', 'H2EE12', 'S62Q', 'H2ED16', 'H1TO1', 'H2TO11', 'H1ED17', 'H1FS15', 'H2TO28', 'H2PF28', 'H2PF29', 'PA21', 'H2PF9', 'S62E', 'H2DS12', 'H2GH26', 'H1TS3', 'H2WP13', 'H2DS1', 'H1WP2', 'H2PF16', 'H2TO25', 'H1FS13', 'H2GH27', 'H2PF23', 'H2GH45', 'H2DS4', 'H2TO26', 'H2WP6', 'S45C', 'H2PF34', 'H2DS11', 'H2DS6', 'H2DS3', 'H2ED14', 'H1GH22', 'S60O', 'S62B', 'H1PF8', 'H2FS11', 'H1PF10', 'H2PF30', 'H1TO3', 'H2SE4', 'H1ED20', 'H1ED19', 'H2ED3', 'H1RM14', 'H2PF21', 'H2FV1', 'S60M', 'H2DS10', 'H1PF32', 'H2FS12', 'H1TO3', 'H2PF33', 'H1TO12', 'H2FS16', 'H2PF15', 'H2GH22', 'H1PF16', 'H1FS7', 'H1FS2', 'H1DA6', 'H1EE5', 'H1FS17', 'H2FS5', 'S62R', 'H2FS13', 'H1WP3', 'H1FS11', 'H1GH18', 'H1FS19', 'H1GH29', 'H2TO15', 'H2FS6', 'H1GH17'],17,58,15
