curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
256,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
257,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
258,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
259,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
260,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
261,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
262,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
263,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
264,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
265,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
266,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
267,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
268,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
269,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
270,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
271,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
272,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
273,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
274,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
275,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
276,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
277,0.7292654028436019,['H1FS9', 'H2PR3', 'H2PF32', 'H2GH30', 'H2ED17', 'H2FV7', 'H2FS13', 'H2FS12', 'H1WP7', 'H2PF30', 'H1GH22', 'H2PF15', 'H2DS3', 'H1FS12', 'H2DS7', 'H2FV4', 'H2WP9', 'H2FS4', 'H2FS3', 'H2PF16', 'H1WP1', 'H1GH28', 'H1PF33', 'H2PF4', 'H1DA2', 'H2PF24', 'H1PF34', 'H1TO50', 'H1TO12', 'H1PF1', 'H1ED17', 'H2PF27', 'H2WP1', 'H2FS2', 'H1WP6', 'H2PF17', 'H2TO29', 'H1WP4', 'H1DS13', 'H1PF23', 'S60K', 'H1TS3', 'H1EE7', 'H2FS16', 'H1DS8', 'H1GH29', 'H2PR3', 'H1FS13', 'H1PF15', 'H2WP2', 'H2TO26', 'H2PR4', 'H2DS10', 'H2WP3', 'H2DS13', 'H2TO11', 'H2PF7', 'H2TO27', 'H2PF31', 'H1PF35', 'H1TO1', 'H2PF10', 'H2PR3', 'H1PF32', 'H1RM14', 'H2DS8', 'H1DS15', 'H2WP10', 'H2FS5', 'H2DS5', 'H1TO3', 'H2ED14', 'H1FS15', 'H2FS11', 'H2EE12'],73,79,41
