curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
244,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
245,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
246,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
247,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
248,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
249,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
250,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
251,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
252,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
253,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
254,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
255,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
256,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
257,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
258,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
259,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
260,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
261,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
262,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
263,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
264,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
265,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
266,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
267,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
268,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
269,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
270,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
271,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
272,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
273,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
274,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
275,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
276,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
277,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
278,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
279,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
280,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
281,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
282,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
283,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
284,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
285,0.7186018957345972,['H1ED18', 'H1FS10', 'S60M', 'H2ED3', 'H2FS8', 'H1ED24', 'PC40', 'H1TO1', 'H2DS13', 'H1WP3', 'H2GH31', 'H1TO50', 'H2FS6', 'H1TO3', 'H1WP7', 'H2ED5', 'H2ED14', 'H2DS12', 'H1IR3', 'H2FV5', 'H1WP1', 'S60M', 'H1GH52', 'H2GH24', 'H1WP5', 'H2PF26', 'H2FS19', 'H1TO9', 'H1FS6', 'H2FV1', 'H1FS4', 'H2DS14', 'H1WP6', 'H1DS6', 'H2TO15', 'H2PF21', 'H2DS12', 'H1DS9', 'H1GH22', 'H2PF14'],26,59,27
