curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
107,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
108,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
109,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
110,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
111,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
112,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
113,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
114,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
115,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
116,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
117,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
118,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
119,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
120,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
121,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
122,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
123,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
124,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
125,0.7274881516587678,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'PA21', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],55,29,27
126,0.7280805687203792,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2ED13', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],54,27,28
127,0.7292654028436019,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],52,25,29
128,0.7292654028436019,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],52,25,29
129,0.7292654028436019,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],52,25,29
130,0.7292654028436019,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],52,25,29
131,0.7292654028436019,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],52,25,29
132,0.7292654028436019,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],52,25,29
133,0.7292654028436019,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H2WP6'],52,25,29
134,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
135,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
136,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
137,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
138,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
139,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
140,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
141,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
142,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
143,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
144,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
145,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
146,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
147,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
148,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
149,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
150,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
151,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
152,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
153,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
154,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
155,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
156,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
157,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
158,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
159,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
160,0.7334123222748815,['H2FS18', 'H2ED17', 'S62P', 'H1ED16', 'H1PF2', 'H1WP14', 'H2FS14', 'H1TO3', 'H1PF16', 'H2PF26', 'H2GH25', 'H2FS1', 'H2PF27', 'H2TO25', 'H2DS8', 'H2PF1', 'H2FS6', 'H1GH52', 'H1FS4', 'H1WP5', 'H2DS2', 'H2EE14', 'H2PF24', 'H2PR3', 'H2PF14', 'H1WP10', 'H1WP14', 'H1DS7', 'H1FS18', 'H1PF36'],50,26,27
