curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
186,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
187,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
188,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
189,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
190,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
191,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
192,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
193,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
194,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
195,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
196,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
197,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
198,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
199,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
200,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
201,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
202,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
203,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
204,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
205,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
206,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
207,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
208,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
209,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
210,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
211,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
212,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
213,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
214,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
215,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
216,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
217,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
218,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
219,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
220,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
221,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
222,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
223,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
224,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
225,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
226,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
227,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
228,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
229,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
230,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
231,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
232,0.7268957345971564,['H1DS8', 'H2PR3', 'H2FV5', 'H2FS12', 'H2PF14', 'H1WP4', 'H2FS11', 'H2WP14', 'H2PF10', 'H2PF34', 'H2PF35', 'H1DS9', 'H2FV1', 'H1DS9', 'H1PF35', 'H1FS7', 'H2FS17', 'H2DS14', 'H2FS1', 'H1FS13', 'H2ED16', 'H1GH19', 'H2PF32', 'H1WP3', 'H1SE4', 'S62M', 'H1FS11', 'H1PF1', 'H1TO3', 'H2WP5', 'H1GH22', 'H1FS4', 'H1FS8', 'H1RM14', 'H1FS18'],15,91,19
