curr_gen,fitness,genome,min_samples_leaf,min_samples_split,max_features
0,0.7227488151658767,['S60L', 'H2FV3', 'H1IR12', 'H2DS5', 'H2DS3', 'H1FS15', 'H2FS8', 'H1FS16', 'H1FS4', 'H1PF34', 'S62M', 'H1DS15', 'H1TO3', 'H1TO9', 'H1PF31', 'H1SE4', 'H1PF26', 'H2ED15', 'H2WP14', 'H2PF26', 'H1RM14', 'H1ED24', 'H2PR3', 'H2GH25', 'H2PF8', 'H2TO28', 'H2WP2', 'H1GH20', 'S59E', 'H2TO30'],86,39,21
108,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
109,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
110,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
111,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
112,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
113,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
114,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
115,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
116,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
117,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
118,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
119,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
120,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
121,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
122,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
123,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
124,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
125,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
126,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
127,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
128,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
129,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
130,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
131,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
132,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
133,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
134,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
135,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
136,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
137,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
138,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
139,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
140,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
141,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
142,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
143,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
144,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
145,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
146,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
147,0.7316350710900474,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'S62O', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,2,15
148,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
149,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
150,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
151,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
152,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
153,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
154,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
155,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
156,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
157,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
158,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
159,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
160,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
161,0.7328199052132701,['H1SE4', 'H2FS16', 'H2PF16', 'H2GH22', 'H1PF7', 'H2PF4', 'H2ED14', 'H2TO15', 'H1GH19', 'H2ED14', 'H2ED13', 'H2FS2', 'H2DS9', 'H2GH24', 'H2FS15', 'H1TO3', 'H1ED15', 'H1ED24', 'H1ED2', 'S60K', 'H2PF35', 'H1ED20', 'H2TO11', 'H1EE5', 'H1PF10', 'H2WP6', 'S62B', 'H2WP1', 'H1FS2', 'H2FS9'],44,3,15
