AID	CLUSTER2	GSWGT2
91719934	207	1664.079433124
91719936	207	1881.328931188
91719937	207	1407.262769495
92316359	472	4003.603410858
92316856	472	4003.603410858
92374975	470	2753.126069664
92374978	470	2678.888617287
92374979	470	2753.126069664
92500081	143	4166.231231844
92500086	143	1024.821760411
92500119	145	6165.378864446
92500175	150	4191.211180131
92500184	143	859.639220801
92500219	145	3914.819567835
92500386	143	859.639220801
92500618	145	5157.323471404
92500739	147	5019.773529601
92500914	145	5157.323471404
92500984	143	5217.45210978
92503208	186	3646.41603028
92504085	163	6743.313474319
92504100	166	1061.690523349
92504229	161	6781.602629875
92504284	163	6299.450703181
92504421	161	6811.089284744
92504722	161	6811.089284744
92504827	161	6811.089284744
92504901	166	6211.473512755
92504942	169	6096.792054969
92506287	173	4712.74443119
92506525	171	3146.740694235
92506687	173	4735.4593435
92506844	179	1948.631884038
92506951	172	4826.88380006
92506966	174	3067.762621586
92506983	173	4735.4593435
92506995	178	516.498604691
92507858	192	3296.716110266
92507952	192	4822.511101892
92507983	193	3087.761293978
92508164	154	1991.240639054
92508275	160	14594.580455878
92508286	153	6022.469335972
92508625	151	3573.320663886
92508726	151	4058.005182966
92508934	157	4105.7634963
92508975	160	12239.686991747
92540117	145	3914.819567835
92540152	142	4168.410611031
92540559	142	3664.449587158
92540654	142	3968.87929328
92543208	186	3928.99212322
92546073	180	4249.570458451
92546995	178	4017.500535655
92570084	143	859.639220801
92570188	143	761.468082159
92570236	147	3905.923839209
92570282	143	5217.45210978
92570284	143	4166.231231844
92570629	141	745.34030306
92570676	150	5822.959115992
92570678	150	6505.383463909
92570722	141	1375.194027354
92570879	150	5822.959115992
92571003	136	1511.694229769
92571017	135	2479.341394178
92571019	135	2544.938600643
92571052	132	7579.237084969
92571106	136	2215.48263838
92571108	136	2946.349843259
92571200	136	1429.344479677
92571270	140	1289.402057252
92571271	140	5002.998556698
92571273	140	4542.478050768
92571316	135	4802.515422018
92571372	140	1117.231917808
92571664	134	4092.884022771
92571801	136	2215.48263838
92571819	135	3558.490617485
92572061	114	3386.724762791
92572104	116	9409.762452017
92572106	116	4155.275476707
92572108	116	4951.985025381
92572119	115	4751.062877805
92572162	114	3492.380888646
92572168	114	4138.343475748
92572169	114	4393.321033682
92572192	118	2945.042446807
92572203	116	5482.566724674
92572217	115	4751.062877805
92572219	115	3911.253397762
92572226	111	1028.368648622
92572229	111	2755.674725396
92572266	114	4393.321033682
92572283	113	810.463111383
92572290	118	2945.042446807
92572298	118	3782.768515417
92572300	116	4364.635576731
92572314	115	3394.517139025
92572317	115	3911.253397762
92572321	111	1207.179298733
92572323	111	2133.667311117
92572324	111	4338.526478473
92572345	119	3904.717487948
92572361	114	3386.724762791
92572382	113	810.463111383
92572388	113	1346.959854878
92572390	118	2596.008499013
92572397	118	1859.336478117
92572408	116	4268.490499265
92572468	114	4291.959676628
92572648	119	5106.011984808
92572665	114	4138.343475748
92572669	114	4393.321033682
92572802	116	5482.566724674
92572803	116	4330.556476438
92572842	119	3904.717487948
92572872	120	3380.467200521
92572916	115	3801.989189198
92572918	115	4393.776049091
92572919	115	4337.723372943
92572922	111	1207.179298733
92572924	111	1219.910567077
92572963	114	3955.859772486
92572983	113	1615.347456983
92572986	113	1346.959854878
92573004	186	3928.99212322
92573010	185	3346.290003921
92573096	188	3789.744145517
92573136	187	4217.671969799
92573194	188	3955.06345164
92573232	187	638.236905808
92573316	185	2480.206032059
92573497	188	3955.06345164
92573499	188	5215.572263453
92573531	187	3658.364890883
92573610	185	3346.290003921
92573693	188	4716.014028618
92573697	188	4859.458139394
92573816	185	2232.886492847
92573818	185	2310.557297456
92573916	185	1861.888998488
92573917	185	3346.290003921
92573943	189	3184.158899029
92573945	189	2687.067040254
92573955	182	3337.90394909
92574018	165	4581.164228927
92574200	166	558.575968553
92574302	166	6211.473512755
92574314	165	2572.844798255
92574316	165	3675.559039162
92574390	168	8029.965731708
92574614	165	2685.61251351
92574633	167	1456.384074974
92574700	166	6734.060127314
92574701	166	796.174892129
92574703	166	3996.482395548
92574739	167	4116.429561074
92574808	166	4482.286756698
92574810	165	1242.393107146
92575005	126	2145.200220442
92575015	125	3878.827097633
92575017	125	4865.630877657
92575023	121	4953.784351749
92575033	127	2649.849584269
92575095	128	3175.552735059
92575103	126	2840.962498854
92575121	121	4953.784351749
92575154	122	2481.446114484
92575180	123	5290.516693418
92575201	126	2705.233302529
92575208	126	2145.200220442
92575237	127	3408.879776849
92575240	129	786.795528172
92575244	129	801.504653956
92575248	129	991.312980291
92575249	129	741.517247173
92575324	121	2517.508428938
92575326	121	1923.716426543
92575350	122	3372.85534666
92575364	124	3583.211522318
92575373	130	719.912408846
92575381	123	3475.834351398
92575395	128	2698.746133661
92575400	126	2810.815727331
92575407	126	2810.815727331
92575420	121	4953.784351749
92575421	121	4154.228091617
92575526	121	1645.710742
92575627	121	1209.641522509
92575807	126	2583.903397208
92575868	124	3937.151511095
92575900	126	2145.200220442
92575905	126	2536.150985175
92575907	126	2536.150985175
92575911	125	3475.95343557
92575916	125	2850.853679297
92575935	127	3105.261356969
92575939	127	2649.849584269
92575941	129	1223.920007441
92575944	129	872.510908224
92575959	122	2377.723138901
92575971	130	1060.233482917
92575990	128	1685.366714855
92575992	128	1416.843441108
92575995	128	3037.013816202
92575999	128	2051.907204322
92576033	177	3469.883322793
92576037	177	3231.14278033
92576122	171	4356.032791201
92576248	179	2272.089556675
92576312	175	3890.235090816
92576353	172	863.797889421
92576476	180	3742.422809703
92576493	178	3228.447544661
92576499	178	357.914826287
92576504	176	3351.788504108
92576516	175	3890.235090816
92576533	177	3231.14278033
92576555	172	4625.122920541
92576556	172	3184.380617886
92576611	175	3054.821804087
92576693	178	413.945302875
92576865	174	2279.99232822
92576939	177	3292.71435239
92576950	172	4826.88380006
92576984	173	4092.772629805
92577127	191	1415.928818759
92577129	191	1750.30346101
92577161	194	3579.879969712
92577217	195	5136.560242749
92577368	194	4766.22733351
92577514	195	5598.265507834
92577581	193	4288.581185071
92577582	193	3985.40180676
92577617	195	4768.802982226
92577917	195	4617.337322071
92577918	195	4768.802982226
92577920	191	842.498334878
92577927	191	1595.926392439
92577929	191	1415.928818759
92577982	193	4360.095823454
92578034	157	3615.651798765
92578042	159	4969.490112704
92578067	154	4674.23954376
92578108	156	4100.191215551
92578161	154	3150.933447598
92578280	153	1088.02494065
92578283	153	856.694779878
92578310	155	4989.290157417
92578387	153	2959.293821286
92578423	151	773.188551863
92578515	155	3782.571161184
92578545	159	5750.225985951
92578562	154	4674.23954376
92578580	153	4031.422137628
92578589	153	2959.293821286
92578615	155	3610.614798301
92578684	153	839.098837334
92578783	153	1088.02494065
92578860	154	3179.287346585
92578899	158	3060.448406669
92578907	156	2788.268195154
92578930	157	3952.410542665
92578935	157	3181.398714638
92578969	154	3150.933447598
92579175	110	8206.212736116
92579179	110	7392.858323373
92579238	107	3265.730467904
92579261	104	2865.223014602
92579268	104	2341.329549238
92579290	108	3871.203219195
92579291	108	2461.2670658
92579292	108	3285.381404909
92579297	108	3871.203219195
92579299	108	2772.305363752
92579335	107	2435.736754223
92579371	110	6191.154015258
92579376	110	6086.007556663
92579934	107	3006.797898718
92579937	107	5263.994032542
92579942	109	2186.035295356
92579960	104	2343.169171083
92579963	104	2865.223014602
92579965	104	2341.329549238
92579968	104	2865.223014602
92579970	110	7392.858323373
92579982	103	3807.949452926
92579984	103	3782.248753625
92579985	103	3782.248753625
92579987	103	4050.423688949
92579991	108	3366.686230499
92579993	108	2797.392295886
92579994	108	3389.563147404
92579996	108	3420.646228176
92606325	371	3831.829033126
92606627	371	3676.317652108
92608078	360	4864.732281877
92608972	360	4742.832250384
92614372	370	3471.261503862
92619165	304	7092.084751818
92619168	304	7092.084751818
92619265	304	4260.133750535
92619366	304	5932.37663282
92619368	304	6207.087952778
92619869	304	4260.133750535
92619969	304	3743.744063363
92624977	370	5073.71186007
92676153	372	2841.595292605
92676351	372	2841.595292605
92676356	372	3142.832417938
92676421	371	399.492310714
92676457	372	3142.832417938
92676556	372	3142.832417938
92678179	360	4864.732281877
92678476	360	5129.123086338
92710091	248	4841.71123188
92710098	248	4830.178073144
92710111	245	6995.354870172
92710191	248	4617.439081224
92710199	248	4737.847910193
92710210	245	6995.354870172
92710253	242	4698.022773278
92710291	248	4617.439081224
92710357	242	4991.067384406
92710398	248	4737.847910193
92710581	243	4428.487130639
92710936	247	5057.619160934
92710999	248	4841.71123188
92711067	234	7482.435825754
92711076	240	3131.116721056
92711974	240	4961.281372275
92712044	219	6659.030004607
92712148	219	10312.845211227
92712217	215	3709.805475226
92712242	219	6659.030004607
92712276	220	2804.088739542
92712346	219	6659.030004607
92712374	220	6943.779465318
92712391	218	2907.822775973
92712396	218	2907.822775973
92712919	215	5737.66866957
92712993	218	3548.993571385
92712996	218	3116.469307082
92712998	218	3116.469307082
92713030	287	895.221880712
92713132	287	5389.821754913
92713191	288	4328.390013407
92713198	288	4908.200099903
92713293	288	4328.390013407
92713391	288	4293.674617063
92713399	288	4960.966424138
92713701	286	3965.082347315
92713905	286	4770.723583997
92714112	265	9046.267548477
92714124	261	5843.908056242
92714199	268	6784.402988915
92714212	265	9046.267548477
92714214	265	11834.543233602
92714249	269	5325.995572106
92714330	267	5625.896360064
92714687	263	5532.02943016
92714880	263	6747.266656546
92714917	265	9639.06788702
92714927	261	7038.961295154
92715121	221	1133.769461484
92715259	222	3030.712452649
92715321	221	1133.769461484
92715352	222	1216.350701828
92715357	222	3030.712452649
92715399	228	3931.301915962
92715896	228	4700.425443463
92715931	227	6903.8514679
92715932	227	6903.8514679
92715934	227	7729.967658723
92715935	227	7729.967658723
92715936	227	6337.586014667
92715956	222	1969.197722115
92715984	223	3798.534154596
92715985	223	3798.534154596
92715998	228	4656.156883104
92716069	274	3110.26249674
92716164	274	3266.57687067
92716167	274	3425.965274122
92716288	273	5821.891675665
92716313	275	4266.201723872
92716332	277	3759.819969489
92716333	277	5297.436087571
92716339	277	4564.30228306
92716353	272	3113.809547067
92716360	274	3425.965274122
92716390	278	2941.578396999
92716883	273	5652.866022304
92716897	278	3163.474901772
92716901	276	3658.436924924
92716902	276	3658.436924924
92716903	276	3576.958156034
92716909	276	3939.462553377
92716936	277	3759.819969489
92716971	280	522.306151117
92716976	280	522.306151117
92716985	273	5376.573641556
92717061	294	4089.996192708
92717166	294	1560.287501985
92717265	294	4803.606615898
92717368	294	6151.237727379
92717862	294	1028.833405787
92717866	294	2591.516721393
92717910	295	5730.15475122
92717911	295	5730.15475122
92717912	295	5800.008544536
92717915	295	5800.008544536
92717916	295	5202.87310642
92717918	295	5730.15475122
92718020	251	7102.497896274
92718027	251	5097.650203216
92718100	256	1308.644156661
92718114	255	6237.441999874
92718115	255	2948.18201876
92718126	251	4247.7820266
92718190	258	6506.04795979
92718200	256	2857.589269332
92718265	254	3194.53656453
92718269	254	3542.764852264
92718307	256	934.533904813
92718344	259	5774.444890561
92718370	260	5894.862710682
92718374	260	5894.862710682
92718390	258	3727.657570887
92718922	251	8689.129595465
92718925	251	3957.842540423
92718929	251	7102.497896274
92718945	259	4613.194391564
92718978	260	6167.921501221
92719934	207	1852.392344044
92719939	207	1878.654856944
92719970	210	8912.879794007
92719971	210	6123.039511625
92719975	210	8912.879794007
92719979	210	11855.701225888
93316052	472	4003.603410858
93316251	472	4003.603410858
93316956	472	4099.718959064
93374970	470	2678.888617287
93374973	470	2950.378766569
93374975	470	2458.894305452
93374978	470	2458.894305452
93500252	142	4168.410611031
93500356	142	3540.5201791
93500376	150	848.46526014
93500378	150	771.509550283
93500385	143	6838.899661919
93500514	145	5157.323471404
93500517	145	6165.378864446
93500915	145	4501.575660708
93500972	150	5102.988249991
93501258	132	7579.237084969
93503030	187	3658.364890883
93503136	187	4217.671969799
93503201	186	3131.067933581
93503507	186	5489.642252646
93503804	186	3352.865744652
93504001	166	687.780679102
93504004	166	455.083078418
93504281	163	6170.126430367
93504404	166	687.780679102
93504600	166	4091.456465043
93504605	166	1348.674162678
93504704	166	796.174892129
93504823	161	5697.209250491
93504993	168	4587.663230685
93506053	172	863.797889421
93506129	171	3251.742062531
93506147	179	1823.816645668
93506150	172	4826.88380006
93506242	179	1875.025034699
93506265	174	3056.740548417
93506290	178	4017.500535655
93506345	179	1603.827690213
93506487	173	4759.932633893
93506573	180	3730.912155795
93506722	171	4356.032791201
93506930	177	3292.71435239
93507256	192	4822.511101892
93507312	195	4617.337322071
93508076	160	14594.580455878
93508270	160	15400.200139632
93508287	153	3502.909992393
93508463	154	3900.268486007
93508767	154	3288.386033101
93508961	154	3900.268486007
93540151	142	4519.501898367
93540315	145	3914.819567835
93540958	142	4519.501898367
93544206	166	558.575968553
93544901	166	4482.286756698
93544923	161	5985.132070869
93546224	171	4356.032791201
93546470	180	4249.570458451
93546575	180	2996.4394042
93548877	160	18874.073472745
93570022	141	1888.522121621
93570097	148	4258.748167806
93570115	145	3914.819567835
93570223	141	1619.432542665
93570226	141	1375.194027354
93570234	147	3905.923839209
93570292	148	4360.50726835
93570295	148	3580.79249707
93570328	141	1746.282400654
93570335	147	3915.597878916
93570384	143	859.639220801
93570426	141	4168.030391313
93570432	147	4148.503240498
93570521	141	618.990875825
93570695	148	3904.724005818
93570721	141	2035.415272306
93570776	150	4010.699517578
93570787	143	4676.914699404
93570828	141	1778.610299448
93570929	141	1888.100866836
93570939	147	3905.923839209
93571010	135	2479.341394178
93571016	135	3214.970850464
93571060	134	5634.750615211
93571066	134	4142.299918187
93571114	135	2826.515709767
93571205	136	2215.48263838
93571216	135	2479.341394178
93571301	136	2264.808620482
93571452	132	7579.237084969
93571474	140	3501.578894817
93571506	136	2665.845567623
93571602	136	700.494419577
93571707	136	1805.608793863
93571806	136	1814.864579565
93571857	132	8053.002783968
93571862	134	4092.884022771
93572076	120	3829.54668511
93572102	116	4951.985025381
93572115	115	3394.517139025
93572118	115	3911.253397762
93572140	119	3904.717487948
93572164	114	4291.959676628
93572169	114	4291.959676628
93572194	118	1859.336478117
93572199	118	2596.008499013
93572225	111	1684.733535546
93572227	111	1207.179298733
93572242	119	4652.843222776
93572261	114	3386.724762791
93572276	120	4659.270396976
93572283	113	1346.959854878
93572284	113	1100.189847867
93572286	113	991.467232965
93572287	113	1462.859627613
93572290	118	1546.970898188
93572342	119	4768.381997534
93572346	119	3449.790949613
93572365	114	3386.724762791
93572376	120	3380.467200521
93572380	113	535.052576544
93572383	113	1217.826388368
93572388	113	1018.757434206
93572389	113	933.137594187
93572390	118	2985.3425664
93572391	118	1851.370447471
93572393	118	2945.042446807
93572668	114	3386.724762791
93572802	116	4268.490499265
93572808	116	4364.635576731
93572864	114	3405.708088221
93572910	115	4337.723372943
93572922	111	2755.674725396
93572964	114	4019.455017061
93572971	120	3943.874351252
93572977	120	1684.408513312
93572986	113	791.927658296
93572988	113	1346.959854878
93573115	185	1861.888998488
93573118	185	2310.557297456
93573138	187	4506.200726996
93573190	188	4149.665567126
93573223	181	1894.411500234
93573299	188	4149.665567126
93573313	185	1861.888998488
93573327	181	4374.836994788
93573336	187	2987.240375461
93573496	188	5280.853466054
93573610	185	1802.07957768
93573618	185	2507.556303664
93573631	187	722.831407455
93573639	187	3658.364890883
93573694	188	3890.243401295
93573699	188	3887.118947695
93573916	185	3685.417493897
93573923	181	7102.994506883
93573933	187	3658.364890883
93573940	189	2580.641260737
93573942	189	2399.895128832
93573949	189	2759.532998443
93573950	182	3838.674882912
93573951	182	2832.785298208
93573959	182	3337.90394909
93573994	188	5280.853466054
93573999	188	5215.572263453
93574023	161	1056.187903037
93574088	163	6907.101681299
93574109	166	658.481838909
93574140	169	6187.26808308
93574305	166	776.641856892
93574336	167	3224.718904746
93574426	161	5665.807631475
93574441	169	6096.792054969
93574494	168	4806.693005458
93574504	166	687.780679102
93574520	161	5502.890303191
93574605	166	2839.395537296
93574606	166	572.632823718
93574632	167	1442.991019838
93574791	168	5933.176393427
93574818	165	1242.393107146
93574847	169	6096.792054969
93574894	168	6022.684399869
93574909	166	687.780679102
93574915	165	3777.851827866
93574932	167	3283.437517359
93575027	121	4154.228091617
93575070	130	2443.018805527
93575076	130	4645.074111333
93575084	123	1872.821085593
93575100	126	1757.134576275
93575117	125	3878.827097633
93575122	121	4154.228091617
93575184	123	1864.833341423
93575244	129	872.510908224
93575248	129	1211.095850447
93575249	129	795.998740955
93575275	130	2443.018805527
93575287	123	3316.113693806
93575290	128	1128.164632018
93575308	126	2145.200220442
93575309	126	2705.233302529
93575329	121	1429.51816587
93575336	127	3408.879776849
93575354	122	3372.85534666
93575385	123	3460.771906559
93575389	123	3475.059029872
93575392	128	3175.552735059
93575395	128	3666.38712777
93575398	128	2899.489898207
93575400	126	2902.307664822
93575403	126	2840.962498854
93575423	121	5700.240128357
93575425	121	4154.228091617
93575429	121	3379.926265098
93575625	121	4154.228091617
93575800	126	2583.903397208
93575804	126	3578.526545697
93575809	126	2145.200220442
93575820	121	1096.304467614
93575835	127	3408.879776849
93575924	121	1096.304467614
93575946	129	872.510908224
93575947	129	1042.629678454
93575979	130	3821.168598307
93575980	123	5290.516693418
93575989	123	2746.673406462
93576009	176	3962.320679701
93576037	177	3654.81357889
93576040	179	2272.089556675
93576196	178	357.914826287
93576206	176	4910.447472058
93576265	174	3386.626913539
93576343	179	2306.535489839
93576372	180	4384.723852605
93576458	172	4357.70543567
93576538	177	3654.81357889
93576563	174	2730.684741271
93576574	180	4384.723852605
93576611	175	4154.55703808
93576682	173	3493.010337689
93576741	179	1848.082528913
93576794	178	413.945302875
93576803	176	3351.788504108
93576816	175	3011.472660901
93576840	179	1804.106409265
93576898	178	4600.603176171
93576919	175	4154.55703808
93576924	171	3494.161079459
93577123	191	2595.682388492
93577157	192	3624.470012745
93577184	193	4979.646539877
93577189	193	4475.66116687
93577225	191	543.211611024
93577321	191	1112.613427332
93577328	191	3343.686997772
93577364	194	4461.911204896
93577658	192	2703.45608076
93577680	193	4979.646539877
93577686	193	4475.66116687
93577922	191	2004.809837432
93577929	191	1415.928818759
93578019	155	3947.577561541
93578082	153	1199.358406407
93578101	156	3981.709891422
93578116	155	3804.542185543
93578168	154	2565.56603067
93578217	155	2601.451486485
93578231	157	4320.500360189
93578249	159	4927.678896372
93578290	158	4324.145225161
93578309	156	1295.927170601
93578314	155	5631.076862287
93578315	155	3319.48679739
93578347	159	5630.523446631
93578380	153	856.694779878
93578443	159	4969.490112704
93578447	159	5630.523446631
93578493	158	3479.092289589
93578500	156	1102.595243923
93578507	156	2788.268195154
93578536	157	4199.243845804
93578537	157	2696.878662786
93578548	159	4969.490112704
93578609	156	1169.047988545
93578693	158	3418.341125748
93578735	157	3952.410542665
93578806	156	3438.843578531
93578861	154	2825.077372192
93578865	154	3190.023476107
93578897	158	3418.341125748
93578937	157	638.561476686
93578961	154	3179.287346585
93579173	110	5620.058779049
93579233	107	5263.994032542
93579234	107	3006.797898718
93579239	107	5225.412045297
93579260	104	2061.621860783
93579266	104	2341.329549238
93579273	110	5620.058779049
93579278	110	8206.212736116
93579293	108	3769.544550579
93579333	107	3915.161697166
93579336	107	5263.994032542
93579339	107	5263.994032542
93579379	110	5620.058779049
93579934	107	2892.094579704
93579938	107	3816.666590934
93579945	109	2915.723862834
93579948	109	2647.422614277
93579949	109	2363.084740413
93579958	102	7692.192593264
93579959	102	9706.808296541
93579961	104	2601.568790685
93579963	104	2341.329549238
93579977	110	7392.858323373
93579982	103	4349.040138695
93579984	103	4497.095637935
93579988	103	4952.850744064
93579993	108	3285.381404909
93579994	108	2772.305363752
93579995	108	3105.882657596
93579998	108	3389.563147404
93579999	108	2772.305363752
93593001	186	7363.447951174
93606129	371	3676.317652108
93606426	371	3614.480216263
93606726	371	3676.317652108
93606824	371	599.533353419
93608178	360	3738.658497813
93614271	370	3755.852015672
93614277	370	4520.336394511
93614279	370	5073.71186007
93614879	370	5073.71186007
93614974	370	4268.921346353
93614977	370	724.497278653
93619164	304	7092.084751818
93619267	304	7130.604947618
93619360	304	7130.604947618
93619361	304	6207.087952778
93619466	304	7092.084751818
93619861	304	7092.084751818
93624272	370	3471.261503862
93676125	371	550.992362043
93676351	372	3810.981336116
93676527	371	399.492310714
93678179	360	4742.832250384
93678571	360	744.071586815
93678674	360	4864.732281877
93678779	360	5918.238039729
93710011	245	3114.958099419
93710031	247	5463.620652784
93710092	248	4830.178073144
93710182	243	6918.275539073
93710197	248	4841.71123188
93710217	245	4913.559688383
93710318	245	4913.559688383
93710319	245	6995.354870172
93710356	242	6750.266397644
93710397	248	4617.439081224
93710450	242	6557.145620606
93710473	250	7179.88966865
93710587	243	6016.33032791
93710876	250	7179.88966865
93710914	245	4935.677897325
93710917	245	2699.741078261
93710930	247	6577.986023393
93711070	240	2432.368738419
93711378	240	4563.342877292
93711876	240	6797.57458588
93711961	234	4842.809477966
93712177	220	6943.779465318
93712210	215	5648.936317748
93712270	220	6943.779465318
93712272	220	6943.779465318
93712292	218	3116.469307082
93712295	218	3116.469307082
93712399	218	2907.822775973
93712910	215	3709.805475226
93712915	215	3623.373940732
93713033	287	671.328646449
93713133	287	975.366564558
93713294	288	4908.200099903
93713335	287	791.780243384
93713602	286	6913.691076883
93714010	265	18751.93553131
93714017	265	9046.267548477
93714021	261	5843.908056242
93714082	263	5539.436267229
93714087	263	5045.394819468
93714092	268	6784.402988915
93714111	265	6815.418038006
93714126	261	7038.961295154
93714143	269	3462.983615849
93714190	268	1152.089058987
93714234	267	3239.705124241
93714236	267	3689.543907174
93714292	268	3307.924681255
93714317	265	9046.267548477
93714387	263	5539.436267229
93714398	268	3906.837901268
93714890	268	5133.124929332
93714896	268	3906.837901268
93714941	269	4260.903409039
93714984	263	5539.436267229
93715125	221	1133.769461484
93715253	222	3030.712452649
93715255	222	1969.197722115
93715257	222	1422.550120117
93715269	224	6019.49743685
93715362	224	6880.76850011
93715890	228	2014.790594472
93715922	221	6891.482376284
93715931	227	4937.676480065
93715932	227	7729.967658723
93715933	227	7729.967658723
93715935	227	6979.864369246
93715937	227	5279.134901086
93715938	227	6903.8514679
93715953	222	3740.974977677
93715982	223	4049.675698945
93715989	223	3798.534154596
93715990	228	2681.275008999
93715999	228	500.923002145
93716058	272	3113.809547067
93716092	278	2987.943015625
93716093	278	4041.664562474
93716156	272	3788.404728731
93716159	272	3788.404728731
93716194	278	2213.715732188
93716196	278	4660.956267766
93716260	274	3110.26249674
93716333	277	8203.13776626
93716352	272	2880.076699445
93716393	278	803.036848152
93716395	278	4074.16620099
93716424	271	4702.482963603
93716465	274	5130.805551165
93716669	274	3425.965274122
93716901	276	3939.462553377
93716905	276	3658.436924924
93716911	275	4014.57421728
93716915	275	5194.993520391
93716916	275	5606.68159147
93716921	271	3080.966707618
93716927	271	3080.966707618
93716970	280	490.481902037
93716975	280	522.306151117
93716976	280	282.446854631
93716993	278	3163.474901772
93717060	294	4803.606615898
93717257	292	5613.418938135
93717361	294	5556.472765831
93717463	294	2591.516721393
93717464	294	1249.611979485
93717868	294	3245.475858328
93717869	294	6045.904307782
93717958	292	5613.418938135
93717967	294	6151.237727379
93718017	255	2948.18201876
93718046	259	4613.194391564
93718100	256	2829.071142162
93718129	251	3724.508939385
93718173	260	8082.39966457
93718189	253	4635.40090814
93718192	258	3710.648084384
93718206	256	2857.589269332
93718273	260	6665.591906799
93718280	253	4888.381809765
93718283	253	4683.024145075
93718297	258	3710.648084384
93718312	255	4323.385372373
93718316	255	1249.736603246
93718326	251	6730.647152287
93718361	254	8655.418179115
93718368	254	3542.764852264
93718377	260	6167.921501221
93718397	258	3710.648084384
93718682	253	739.751486857
93718821	251	7102.497896274
93718943	259	6035.712717306
93718944	259	6564.284982432
93719938	207	1394.14522161
93719971	210	6123.039511625
93719972	210	11855.701225888
94316255	472	4424.958749425
94500172	150	4010.699517578
94500212	145	4501.575660708
94500284	143	1024.821760411
94500452	142	3664.449587158
94500878	150	4191.211180131
94500925	141	2171.141129433
94501957	132	8053.002783968
94503008	186	3928.99212322
94503036	187	4125.477079614
94503334	187	4004.933994962
94503809	186	3928.99212322
94503830	187	4217.671969799
94503834	187	3658.364890883
94503902	186	3646.41603028
94503909	186	5489.642252646
94504082	163	6439.363501361
94504188	163	6170.126430367
94504223	161	945.880948349
94504325	161	5502.890303191
94504408	166	687.780679102
94504642	169	7415.578837819
94504708	166	1348.674162678
94504991	168	5933.176393427
94504994	168	5030.226650131
94506049	179	1804.106409265
94506202	176	3671.455478503
94506254	172	4901.311053376
94506271	180	4249.570458451
94506321	171	3146.740694235
94506340	179	1823.816645668
94506342	179	2306.535489839
94506352	172	3968.966468097
94506376	180	3742.422809703
94506520	171	4356.032791201
94506575	180	3742.422809703
94506686	173	4092.772629805
94506933	177	3744.714560443
94506956	172	3968.966468097
94506999	178	4600.603176171
94507152	192	4822.511101892
94508068	154	731.564103312
94508165	154	5985.362389785
94508237	157	5704.891390336
94508423	151	4058.005182966
94508567	154	3301.411494586
94508662	154	2565.56603067
94508733	157	5704.891390336
94508929	151	6071.252394394
94540311	145	4501.575660708
94543807	186	3131.067933581
94543907	186	7363.447951174
94544200	166	572.632823718
94544288	163	6170.126430367
94544304	166	5915.166254069
94544909	166	1126.827032309
94546874	180	3730.912155795
94548977	160	14594.580455878
94570029	141	2678.238528312
94570083	143	984.722689422
94570097	148	3393.571473351
94570121	141	3238.793783929
94570151	142	4519.501898367
94570199	148	4258.748167806
94570220	141	1880.688552861
94570384	143	6838.899661919
94570479	150	7009.904532312
94570527	141	2171.141129433
94570620	141	2036.934629378
94570676	150	5102.988249991
94570691	148	4360.50726835
94570694	148	4360.50726835
94570696	148	3393.571473351
94570699	148	4258.748167806
94570833	147	3839.161949961
94570851	142	3540.5201791
94570920	141	1888.100866836
94570921	141	2416.334691834
94571009	136	1936.400418725
94571010	135	2844.46397948
94571056	132	10656.249551383
94571070	140	810.348884254
94571074	140	1544.812873308
94571103	136	1805.608793863
94571212	135	2826.515709767
94571279	140	6796.834011079
94571310	135	2826.515709767
94571364	134	4769.985276442
94571367	134	5634.750615211
94571403	136	1936.400418725
94571405	136	2215.48263838
94571407	136	2946.349843259
94571468	134	4150.180896029
94571479	140	1289.402057252
94571501	136	2946.349843259
94571502	136	1805.608793863
94571506	136	2264.808620482
94571751	132	799.011169408
94571818	135	3214.970850464
94571870	140	1954.749598472
94571906	136	2098.958624356
94571910	135	3138.068656227
94571971	140	6796.834011079
94572040	119	1676.562704833
94572046	119	4552.559953989
94572066	114	4068.299503064
94572149	119	4552.559953989
94572194	118	2945.042446807
94572206	116	4155.275476707
94572208	116	4268.490499265
94572220	111	1207.179298733
94572227	111	1207.179298733
94572263	114	3386.724762791
94572270	120	4406.917360359
94572285	113	1550.105373872
94572288	113	810.643934065
94572291	118	1851.370447471
94572308	116	4330.556476438
94572312	115	4598.042042092
94572315	115	3801.989189198
94572318	115	3801.989189198
94572325	111	4338.526478473
94572326	111	1375.935907907
94572327	111	1219.910567077
94572360	114	3492.380888646
94572377	120	3829.54668511
94572380	113	991.467232965
94572385	113	1217.826388368
94572388	113	791.927658296
94572396	118	1546.970898188
94572397	118	2985.3425664
94572567	114	3386.724762791
94572661	114	6820.989082481
94572662	114	7163.580992593
94572667	114	4291.959676628
94572878	120	4406.917360359
94572902	116	4155.275476707
94572912	115	3394.517139025
94572923	111	2755.674725396
94572929	111	2133.667311117
94572940	119	4979.15043677
94572944	119	4768.381997534
94572981	113	1462.859627613
94572988	113	1532.881968842
94572989	113	1532.881968842
94573092	188	5215.572263453
94573223	181	4374.836994788
94573418	185	2232.886492847
94573497	188	4149.665567126
94573699	188	4716.014028618
94573941	189	2399.895128832
94573942	189	2416.202618656
94573943	189	2759.532998443
94573955	182	3485.444840445
94573957	182	3337.90394909
