AID	CLUSTER2	GSWGT2
90571006	136	1936.400418725
90571069	134	4150.180896029
90571103	136	2264.808620482
90571107	136	2215.48263838
90571171	140	394.098896968
90571208	136	2946.349843259
90571210	135	4802.515422018
90571217	135	2826.515709767
90571276	140	1954.749598472
90571315	135	3373.60490604
90571319	135	2544.938600643
90571401	136	2098.958624356
90571418	135	2777.188844437
90571461	134	4142.299918187
90571462	134	4142.299918187
90571472	140	1817.88793308
90571805	136	2215.48263838
90571807	136	2946.349843259
90571816	135	2826.515709767
90571907	136	2264.808620482
90571914	135	3214.970850464
90572007	116	4155.275476707
90572049	119	6361.047347786
90572070	120	5022.531381233
90572141	119	3904.717487948
90572147	119	6361.047347786
90572169	114	4393.321033682
90572172	120	3380.467200521
90572198	118	1859.336478117
90572209	116	5482.566724674
90572213	115	3394.517139025
90572221	111	2198.225158452
90572223	111	2755.674725396
90572265	114	4291.959676628
90572268	114	4019.455017061
90572269	114	3492.380888646
90572280	113	791.927658296
90572282	113	696.018036932
90572283	113	791.927658296
90572285	113	696.018036932
90572303	116	4155.275476707
90572325	111	2198.225158452
90572341	119	5596.169001946
90572369	114	3386.724762791
90572383	113	809.796631057
90572384	113	1270.951403084
90572389	113	1100.189847867
90572393	118	1851.370447471
90572460	114	7163.580992593
90572469	114	4019.455017061
90572667	114	3955.859772486
90572862	114	4244.825862321
90572864	114	7163.580992593
90572900	116	4364.635576731
90572909	116	5482.566724674
90572920	111	2755.674725396
90572925	111	2198.225158452
90572974	120	3829.54668511
90572986	113	1346.959854878
90572991	118	1859.336478117
90572998	118	1851.370447471
90573011	185	1802.07957768
90573212	185	3346.290003921
90573409	186	4178.963920899
90573491	188	3955.06345164
90573618	185	2507.556303664
90573818	185	3685.417493897
90573819	185	2310.557297456
90573897	188	4716.014028618
90573914	185	2232.886492847
90573940	189	2687.067040254
90573941	189	2399.895128832
90573945	189	2891.156595517
90573946	189	2759.532998443
90573947	189	2580.641260737
90573954	182	2902.889522412
90573956	182	3250.249839444
90573959	182	3111.10189646
90574133	167	4796.407054281
90574204	166	3996.482395548
90574205	166	6009.313061825
90574218	165	3777.851827866
90574335	167	4295.999804501
90574392	168	4806.693005458
90574415	165	8274.364639672
90574489	163	5446.838367878
90574503	166	6482.43547
90574538	167	3224.718904746
90574697	168	5029.104605003
90574742	169	3705.63010657
90574744	169	6096.792054969
90574805	166	572.632823718
90574817	165	3675.559039162
90574835	167	3283.437517359
90574890	168	4492.26030456
90574918	165	1242.393107146
90575009	126	2902.307664822
90575111	125	3878.827097633
90575131	127	2676.051274401
90575158	122	3025.204281018
90575160	124	3810.721307204
90575167	124	3557.457213088
90575202	126	1757.134576275
90575205	126	2620.724082897
90575207	126	3391.461018418
90575210	125	2850.853679297
90575216	125	3972.402068103
90575229	121	1429.51816587
90575231	127	2311.211870969
90575243	129	1402.35607378
90575247	129	1266.43093161
90575250	122	2481.446114484
90575263	124	3810.721307204
90575266	124	2898.049782502
90575279	130	4645.074111333
90575318	125	3014.870288281
90575333	127	3408.879776849
90575354	122	4810.352240345
90575378	130	4645.074111333
90575390	128	2698.746133661
90575465	124	3583.211522318
90575473	130	4645.074111333
90575834	127	2509.20069193
90575836	127	2591.130289938
90575871	130	3818.706285263
90575873	130	1025.645062735
90575919	125	3014.870288281
90575931	127	2591.130289938
90575936	127	3105.261356969
90575940	129	1244.741273564
90575942	129	795.998740955
90575944	129	795.998740955
90575946	129	1186.301555297
90575950	122	4810.352240345
90575978	130	3821.168598307
90575982	123	2496.820476643
90575991	128	1128.164632018
90575994	128	1617.76126996
90576026	171	4356.032791201
90576104	176	3962.320679701
90576119	175	3890.235090816
90576142	179	1823.816645668
90576148	179	2272.089556675
90576245	179	1875.025034699
90576248	179	2306.535489839
90576285	173	3867.764668933
90576320	171	2544.239008983
90576336	177	3469.883322793
90576357	172	3869.552948729
90576412	175	3988.525205939
90576445	179	1804.106409265
90576481	173	3493.010337689
90576552	172	6270.262716925
90576561	174	3610.803882643
90576619	175	3068.316798063
90576633	177	3292.71435239
90576687	173	3265.157921194
90576758	172	3968.966468097
90576759	172	4826.88380006
90576811	175	3988.525205939
90576837	177	3654.81357889
90576844	179	2306.535489839
90576919	175	3512.571975657
90576925	171	2405.273651
90576928	171	3146.740694235
90576941	179	1603.827690213
90576942	179	1875.025034699
90576948	179	1603.827690213
90576964	174	3067.762621586
90577063	194	4461.911204896
90577065	194	6324.47951868
90577068	194	3825.781304742
90577114	195	5136.560242749
90577161	194	4461.911204896
90577167	194	6251.922768178
90577224	191	1478.620870563
90577225	191	1595.926392439
90577227	191	842.498334878
90577229	191	1100.068447429
90577255	192	2637.763854009
90577256	192	3624.470012745
90577260	194	4567.001858311
90577267	194	4663.246920139
90577322	191	1478.620870563
90577618	195	3557.002644499
90577782	193	4139.700399126
90577817	195	5136.560242749
90577852	192	3296.716110266
90577928	191	2595.682388492
90577929	191	549.580185389
90577964	194	4461.911204896
90578004	156	1169.047988545
90578025	151	5240.317323127
90578044	159	4295.153792049
90578076	160	15068.529501936
90578112	155	1170.703271496
90578113	155	1109.176694811
90578198	158	3418.341125748
90578203	156	4100.191215551
90578217	155	3947.577561541
90578302	156	4100.191215551
90578304	156	1295.927170601
90578404	156	3981.709891422
90578461	154	2903.010721501
90578487	153	1171.048874439
90578500	156	3438.843578531
90578505	156	1295.927170601
90578576	160	12239.686991747
90578587	153	856.694779878
90578618	155	3487.714473884
90578620	151	5949.372626244
90578661	154	2825.077372192
90578787	153	4197.991626567
90578805	156	4944.006227046
90578806	156	1169.047988545
90578846	159	4969.490112704
90578873	160	14594.580455878
90578880	153	3254.805019354
90578912	155	3611.420363717
90578923	151	625.62935939
90578927	151	5949.372626244
90578981	153	4096.263994101
90578999	158	3418.341125748
90579230	107	5225.412045297
90579233	107	3535.91978397
90579270	110	6191.154015258
90579271	110	7392.858323373
90579272	110	7392.858323373
90579296	108	3285.381404909
90579959	102	8694.503945548
90579960	104	2341.329549238
90579966	104	2322.155698622
90579967	104	2343.169171083
90579978	110	6191.154015258
90579985	103	4952.850744064
90579990	108	2461.2670658
90579993	108	2772.305363752
90579999	108	3871.203219195
90593900	186	4178.963920899
90606629	371	5696.924042552
90606920	371	3910.614164668
90608879	360	4973.255568833
90608976	360	3738.658497813
90614172	370	4268.921346353
90614370	370	5073.71186007
90614371	370	4268.921346353
90619168	304	5417.894920471
90619260	304	4260.133750535
90619464	304	7130.604947618
90619861	304	5417.894920471
90619961	304	5797.957189963
90636252	372	2841.595292605
90676053	372	2344.207396173
90676157	372	3556.385432532
90676458	372	2810.188980617
90676554	372	4295.309668895
90676725	371	3832.683953721
90676829	371	491.341706018
90676953	372	2841.595292605
90678178	360	4742.832250384
90678671	360	1091.903767199
90710085	243	2965.449969103
90710184	243	6816.360806078
90710194	248	4617.439081224
90710218	245	4935.677897325
90710297	248	4737.847910193
90710316	245	6995.354870172
90710319	245	4913.559688383
90710386	243	6816.360806078
90710483	243	3623.524819772
90710830	247	6577.986023393
90710853	242	2893.434522414
90710874	250	7179.88966865
90710930	247	3146.257714839
90710935	247	6577.986023393
90710974	250	5835.642942854
90710993	248	4737.847910193
90711360	234	7482.435825754
90712046	219	10312.845211227
90712140	219	3714.643963579
90712211	215	3709.805475226
90712216	215	6159.293764222
90712290	218	3548.993571385
90712348	219	3714.643963579
90712914	215	3709.805475226
90712942	219	1288.94813539
90712997	218	3548.993571385
90713391	288	4328.390013407
90713395	288	4328.390013407
90713507	286	6282.707079228
90713909	286	3050.48972683
90713930	287	4650.683907387
90713998	288	4293.674617063
90714016	265	11834.543233602
90714018	265	9639.06788702
90714022	261	5219.358604538
90714025	261	5843.908056242
90714081	263	6747.266656546
90714098	268	3239.568992663
90714212	265	11000.358164141
90714232	267	5625.896360064
90714233	267	3617.430493485
90714236	267	4567.369702115
90714237	267	3239.705124241
90714238	267	3617.430493485
90714245	269	4779.67293339
90714390	268	3307.924681255
90714918	265	16738.682954272
90714942	269	5325.995572106
90715191	228	4700.425443463
90715198	228	703.203067337
90715266	224	6880.76850011
90715294	228	2014.790594472
90715353	222	3030.712452649
90715983	223	5149.233316173
90715987	223	2469.522925892
90715988	223	3798.534154596
90715993	228	3222.263134542
90716050	272	3788.404728731
90716064	274	3425.965274122
90716151	272	3788.404728731
90716258	272	4342.606058823
90716290	278	3163.474901772
90716332	277	8203.13776626
90716390	278	2941.578396999
90716951	272	3113.809547067
90716952	272	4342.606058823
90716969	274	3266.57687067
90716973	280	490.481902037
90716975	280	562.590762702
90716976	280	526.017677887
90716978	280	522.306151117
90716979	280	526.017677887
90716990	278	3163.474901772
90716994	278	2941.578396999
90717150	292	7080.118985164
90717158	292	7080.118985164
90717167	294	4803.606615898
90717362	294	5594.130831518
90718010	255	6877.990105256
90718081	253	884.827605026
90718089	253	739.751486857
90718101	256	2829.071142162
90718112	255	6877.990105256
90718113	255	4213.106370252
90718115	255	4323.385372373
90718147	259	5774.444890561
90718178	260	8082.39966457
90718183	253	1046.017319109
90718207	256	3020.978681432
90718222	251	6730.647152287
90718225	251	6730.647152287
90718268	254	3194.53656453
90718273	260	6665.591906799
90718280	253	978.360131173
90718285	253	978.360131173
90718287	253	4683.024145075
90718303	256	1171.821470472
90718305	256	1308.644156661
90718306	256	1110.056704071
90718311	255	927.684018943
90718398	258	6506.04795979
90718822	251	6730.647152287
90718921	251	8689.129595465
90718940	259	6564.284982432
90718979	260	6167.921501221
90718981	253	4888.381809765
90718989	253	4888.381809765
90719275	210	11855.701225888
90719278	210	8912.879794007
90719930	207	1683.305255785
90719934	207	1394.14522161
90719937	207	1881.328931188
90719972	210	6123.039511625
91316152	472	4003.603410858
91316359	472	4099.718959064
91374970	470	2753.126069664
91374975	470	2950.378766569
91374976	470	2753.126069664
91374977	470	2678.888617287
91500014	145	4501.575660708
91500119	145	5157.323471404
91500185	143	761.468082159
91500239	147	5827.709418636
91500373	150	7009.904532312
91500411	145	498.160820406
91500833	147	4086.407279113
91500870	150	4253.529675539
91500977	150	5822.959115992
91500984	143	984.722689422
91501350	132	8053.002783968
91503239	187	518.428579416
91504088	163	6439.363501361
91504104	166	6211.473512755
91504224	161	5502.890303191
91504291	168	5030.226650131
91504341	169	3705.63010657
91504485	163	5446.838367878
91504487	163	6299.450703181
91504646	169	3979.901294616
91504686	163	6743.313474319
91504702	166	558.575968553
91504729	161	5697.209250491
91504929	161	6781.602629875
91506059	172	3968.966468097
91506122	171	3494.161079459
91506123	171	4356.032791201
91506146	179	1848.082528913
91506147	179	1875.025034699
91506235	177	3231.14278033
91506305	176	3351.788504108
91506330	177	3231.14278033
91506392	178	4017.500535655
91506396	178	4666.926548889
91506487	173	3265.157921194
91506590	178	4600.603176171
91506680	173	4092.772629805
91506773	180	3169.712276862
91506790	178	516.498604691
91506902	176	2928.268823102
91506935	177	3744.714560443
91506944	179	1823.816645668
91506993	178	467.252778653
91507116	195	5927.664887203
91507316	195	5136.560242749
91508025	151	6071.252394394
91508026	151	5240.317323127
91508123	151	4058.005182966
91508169	154	4674.23954376
91508387	153	4031.422137628
91508439	157	3181.398714638
91508526	151	5949.372626244
91508766	154	3288.386033101
91508836	157	3181.398714638
91508862	154	3288.386033101
91508873	160	15068.529501936
91508948	159	8033.388802061
91540058	142	4168.410611031
91540130	147	3915.597878916
91540215	145	6165.378864446
91540913	145	4424.170280103
91543707	186	3646.41603028
91544204	166	572.632823718
91546074	180	4435.00946378
91546574	180	4435.00946378
91546924	171	3492.767471154
91570095	148	4360.50726835
91570129	141	3238.793783929
91570210	145	4424.170280103
91570232	147	4289.647468626
91570291	148	3904.724005818
91570523	141	2678.238528312
91570524	141	1746.282400654
91570525	141	3972.611531462
91570528	141	3238.793783929
91570553	142	3968.87929328
91570597	148	3580.79249707
91570614	145	3914.819567835
91570621	141	2678.238528312
91570692	148	4360.50726835
91570776	150	5822.959115992
91570823	141	3007.924008319
91570829	141	4168.030391313
91570921	141	3972.611531462
91570928	141	1888.100866836
91570986	143	4677.95816733
91570993	148	4075.15566839
91570997	148	3904.724005818
91571005	136	1805.608793863
91571007	136	1936.400418725
91571012	135	2777.188844437
91571013	135	2826.515709767
91571014	135	4802.515422018
91571070	140	2606.457141065
91571116	135	3537.547938799
91571214	135	2544.938600643
91571218	135	3138.068656227
91571310	135	3558.490617485
91571379	140	684.370788368
91571505	136	2264.808620482
91571560	134	4769.985276442
91571601	136	1805.608793863
91571610	135	2777.188844437
91571703	136	2264.808620482
91571705	136	1814.864579565
91571706	136	1511.694229769
91571707	136	2559.855604431
91571756	132	8053.002783968
91571807	136	1511.694229769
91571812	135	3214.970850464
91571817	135	3138.068656227
91571870	140	6796.834011079
91571919	135	2777.188844437
91572007	116	4330.556476438
91572040	119	3904.717487948
91572063	114	3492.380888646
91572076	120	3829.54668511
91572117	115	4337.723372943
91572128	111	4338.526478473
91572129	111	2188.354885468
91572183	113	1555.556989543
91572190	118	2945.042446807
91572195	118	1851.370447471
91572214	115	3394.517139025
91572222	111	2198.225158452
91572229	111	2755.674725396
91572288	113	933.137594187
91572289	113	791.927658296
91572292	118	1851.370447471
91572321	111	1207.179298733
91572328	111	2133.667311117
91572346	119	4768.381997534
91572369	114	3955.859772486
91572381	113	526.089134736
91572385	113	1615.347456983
91572387	113	1100.189847867
91572389	113	1059.627000738
91572396	118	2945.042446807
91572408	116	4951.985025381
91572442	119	4979.15043677
91572462	114	7163.580992593
91572471	120	4419.040938145
91572900	116	5482.566724674
91572918	115	3394.517139025
91572964	114	4291.959676628
91572986	113	1018.757434206
91572989	113	1270.951403084
91572999	118	1851.370447471
91573016	185	2232.886492847
91573017	185	2480.206032059
91573031	187	549.718023893
91573248	189	2416.202618656
91573253	182	2762.052382909
91573254	182	2832.785298208
91573259	182	3337.90394909
91573291	188	3955.06345164
91573310	185	3685.417493897
91573323	181	2932.99925199
91573334	187	3645.616227715
91573395	188	1434.759367096
91573414	185	2480.206032059
91573417	185	2507.556303664
91573419	185	1861.888998488
91573491	188	5280.853466054
91573516	185	2207.225594437
91573615	185	1678.012483315
91573637	187	5178.554994327
91573708	186	431.193483801
91573811	185	3346.290003921
91573940	189	2603.993800835
91573944	189	3954.625102059
91573948	189	2891.156595517
91573955	182	2762.052382909
91573956	182	3111.10189646
91573958	182	3111.10189646
91574049	169	4500.311560102
91574121	161	5502.890303191
91574203	166	5915.166254069
91574308	166	827.535348141
91574337	167	7222.821816105
91574399	168	4492.26030456
91574403	166	796.174892129
91574430	167	7222.821816105
91574492	168	5029.104605003
91574504	166	808.753502518
91574594	168	5029.104605003
91574604	166	827.535348141
91574688	163	6170.126430367
91574694	168	6111.328347129
91574696	168	4760.305248632
91574790	168	1360.608687352
91574796	168	959.598832942
91574811	165	3974.956709208
91574816	165	3778.694705589
91574916	165	2685.61251351
91575060	124	3583.211522318
91575065	124	3937.151511095
91575076	130	3140.982785838
91575077	130	2443.018805527
91575085	123	3460.771906559
91575094	128	3666.38712777
91575127	121	1923.716426543
91575151	122	3372.85534666
91575180	123	5290.516693418
91575191	128	2911.25771321
91575217	125	3972.402068103
91575239	127	2649.849584269
91575246	129	1223.920007441
91575296	128	3514.728261472
91575302	126	2583.903397208
91575307	126	2536.150985175
91575315	125	2851.489734168
91575317	125	3972.402068103
91575358	122	3372.85534666
91575361	124	4379.295651464
91575365	124	3583.211522318
91575369	124	3937.151511095
91575370	130	3140.982785838
91575387	123	1493.060605208
91575408	126	2810.815727331
91575477	130	3818.706285263
91575522	121	6148.644579695
91575523	121	4154.228091617
91575602	126	2902.307664822
91575604	126	2583.903397208
91575609	126	2705.233302529
91575626	121	3379.926265098
91575627	121	1288.866162883
91575839	127	2676.051274401
91575911	125	3972.402068103
91575916	125	4856.121019587
91575931	127	2591.130289938
91575940	129	1172.760877163
91575943	129	991.312980291
91575948	129	1397.832955693
91575949	129	741.517247173
91575956	122	4810.352240345
91575961	124	3557.457213088
91575966	124	4196.243691045
91576129	171	3146.740694235
91576138	177	3469.883322793
91576154	172	3968.966468097
91576163	174	3056.740548417
91576219	175	3890.235090816
91576240	179	1848.082528913
91576243	179	1657.29260399
91576270	180	4435.00946378
91576274	180	3730.912155795
91576300	176	3671.455478503
91576460	174	3056.740548417
91576509	176	3351.788504108
91576537	177	3148.404776363
91576556	172	3868.689804116
91576561	174	3386.626913539
91576566	174	2730.684741271
91576567	174	4017.884390776
91576576	180	4384.723852605
91576611	175	3068.316798063
91576634	177	3148.404776363
91576651	172	954.839586446
91576757	172	4357.70543567
91576765	174	3610.803882643
91576910	175	3054.821804087
91576934	177	3469.883322793
91577121	191	3192.138333422
91577126	191	1415.928818759
91577226	191	2595.682388492
91577254	192	4024.862097779
91577268	194	4766.22733351
91577284	193	3985.40180676
91577311	195	5598.265507834
91577313	195	4768.802982226
91577322	191	848.223182126
91577328	191	842.498334878
91577487	193	3364.414266291
91577557	192	3296.716110266
91577589	193	4979.646539877
91577613	195	5136.560242749
91577786	193	3985.40180676
91577922	191	943.311847223
91577923	191	848.223182126
91577957	192	3624.470012745
91578027	151	6071.252394394
91578060	154	5985.362389785
91578089	153	1171.048874439
91578107	156	3438.843578531
91578116	155	2601.451486485
91578140	159	4927.678896372
91578197	158	3647.42523194
91578213	155	3804.542185543
91578267	154	1991.240639054
91578268	154	3179.287346585
91578287	153	839.098837334
91578305	156	3438.843578531
91578315	155	3610.614798301
91578318	155	2601.451486485
91578342	159	5573.226104843
91578510	155	6778.210436953
91578538	157	3181.398714638
91578587	153	1008.968525643
91578605	156	1169.047988545
91578702	156	4328.084103988
91578740	159	4969.490112704
91578747	159	5573.226104843
91578892	158	3913.981025628
91578898	158	3647.42523194
91579175	110	6086.007556663
91579230	107	3265.730467904
91579234	107	2798.127460631
91579237	107	2892.094579704
91579241	109	2915.723862834
91579242	109	2097.958876146
91579243	109	2384.468584806
91579245	109	2200.889589573
91579248	109	2915.723862834
91579257	102	7692.192593264
91579258	102	8694.503945548
91579335	107	3265.730467904
91579339	107	3816.666590934
91579939	107	2791.69276495
91579962	104	2343.169171083
91579964	104	2269.366354695
91579968	104	2674.020838099
91579970	110	7392.858323373
91579980	103	3563.738429824
91579987	103	4234.833364928
91579992	108	3389.563147404
91579994	108	3105.882657596
91579995	108	3366.686230499
91579997	108	3389.563147404
91608476	360	4414.354804875
91614777	370	4286.343938115
91614874	370	3755.852015672
91614974	370	4286.343938115
91614978	370	4268.921346353
91619061	304	5419.103708731
91619063	304	5417.894920471
91619064	304	5807.711944495
91619268	304	3056.462857279
91619467	304	5797.957189963
91619660	304	7092.084751818
91619665	304	5932.37663282
91619862	304	7092.084751818
91624978	370	3755.852015672
91676253	372	3751.869714814
91676357	372	2344.207396173
91676522	371	3560.673642689
91676652	372	3142.832417938
91676656	372	3142.832417938
91676958	372	4295.309668895
91678173	360	4742.832250384
91678373	360	4973.255568833
91678572	360	987.687635305
91678674	360	3738.658497813
91710018	245	4913.559688383
91710037	247	5057.619160934
91710130	247	5463.620652784
91710173	250	6771.055438556
91710183	243	2965.449969103
91710214	245	2699.741078261
91710232	247	5962.372336613
91710252	242	3371.894943817
91710287	243	1177.87613939
91710293	248	4737.847910193
91710339	247	5057.619160934
91710454	242	6557.145620606
91710485	243	2965.449969103
91710652	242	4991.067384406
91710655	242	6750.266397644
91710852	242	4698.022773278
91710915	245	6995.354870172
91710973	250	6771.055438556
91710996	248	4617.439081224
91710998	248	4617.439081224
91711065	234	3711.342929097
91711167	234	7482.435825754
91711277	240	4563.342877292
91711371	240	648.147667368
91711476	240	6797.57458588
91711865	234	4842.809477966
91712211	215	5648.936317748
91712217	215	3709.805475226
91712273	220	2804.088739542
91712274	220	6188.214288143
91712298	218	4247.159329024
91712314	215	6159.293764222
91712371	220	3084.249539766
91712375	220	1232.907647571
91712378	220	4297.249712024
91712842	219	5175.57107392
91712901	216	19695.948469687
91712902	216	17591.005390647
91712905	216	19164.851455038
91712908	216	19695.948469687
91712909	216	19695.948469687
91712918	215	3709.805475226
91712946	219	6940.28034674
91712998	218	3116.469307082
91713006	286	6282.707079228
91713031	287	4650.683907387
91713039	287	5389.821754913
91713190	288	4293.674617063
91713192	288	4908.200099903
91713298	288	4908.200099903
91713997	288	2126.468893309
91713998	288	4328.390013407
91714043	269	4779.67293339
91714046	269	4779.67293339
91714099	268	5133.124929332
91714128	261	5843.908056242
91714144	269	5325.995572106
91714212	265	4301.281821878
91714231	267	7237.03657261
91714235	267	3239.705124241
91714237	267	3617.430493485
91714241	269	4779.67293339
91714326	261	5639.333816754
91714332	267	5625.896360064
91714335	267	3239.705124241
91714338	267	3689.543907174
91714913	265	9046.267548477
91714928	261	5639.333816754
91714987	263	5045.394819468
91715064	224	6880.76850011
91715256	222	3740.974977677
91715280	223	5149.233316173
91715282	223	5149.233316173
91715286	223	4049.675698945
91715828	221	1133.769461484
91715892	228	4656.156883104
91715920	221	4432.366612049
91715927	221	1334.294343316
91715930	227	6337.586014667
91715936	227	6979.864369246
91715952	222	3030.712452649
91715958	222	3030.712452649
91715983	223	5149.233316173
91715984	223	2469.522925892
91716012	275	4014.57421728
91716018	275	5194.993520391
91716080	273	5821.891675665
91716082	273	6962.623667561
91716092	278	4660.956267766
91716096	278	2213.715732188
91716098	278	4660.956267766
91716116	275	4014.57421728
91716136	277	3759.819969489
91716158	272	2880.076699445
91716161	274	3110.26249674
91716197	278	936.631335097
91716275	280	522.306151117
91716281	273	5376.573641556
91716288	273	5652.866022304
91716321	271	3876.733612603
91716396	278	936.631335097
91716484	273	5376.573641556
91716890	278	2987.943015625
91716901	276	4096.206189057
91716902	276	3939.462553377
91716903	276	3939.462553377
91716908	276	4096.206189057
91716924	271	4702.482963603
91716952	272	2880.076699445
91716957	272	3788.404728731
91717055	292	1008.949073845
91717067	294	5594.130831518
91717169	294	4037.710288862
91717853	292	6527.290107997
91717858	292	6527.290107997
91717862	294	4803.606615898
91717865	294	4803.606615898
91717910	295	5202.87310642
91717912	295	5202.87310642
91717916	295	5800.008544536
91717918	295	5202.87310642
91718004	256	2829.071142162
91718025	251	1152.428287665
91718073	260	5894.862710682
91718077	260	6665.591906799
91718080	253	3915.08825998
91718081	253	884.827605026
91718085	253	3915.08825998
91718105	256	934.533904813
91718109	256	934.533904813
91718142	259	5774.444890561
91718174	260	5894.862710682
91718195	258	6506.04795979
91718218	255	4323.385372373
91718287	253	1046.017319109
91718294	258	5419.777445515
91718320	251	3724.508939385
91718361	254	3710.058876213
91718368	254	5613.541376369
91718379	260	6665.591906799
91718844	259	5774.444890561
91718886	253	739.751486857
91718908	256	2857.589269332
91718916	255	4213.106370252
91718949	259	6035.712717306
91718960	254	3194.53656453
91718978	260	6167.921501221
91719273	210	13787.388842217
91719375	210	6123.039511625
91719931	207	1852.392344044
91719932	207	1683.305255785
