AID	PTNR_ID	H4TR13	H4TR14	H4TR15	H4TR16	H4TR17	H4TR18	H4TR19	H4TR20	H4TR21	H4TR22	H4TR23	H4TR24
94574536	1	1	1	1	1	1	4	2	34	7	97	0	1
94574647	1	2	0	7	7	3	1	1	34	7	97	1	5
94574647	2	2	1	7	7	2	0	1	45	7	97	0	1
94574647	3	3	0	7	7	97	1	1	34	7	97	0	1
94574729	1	2	0	7	7	1	0	2	30	7	97	0	1
94574729	2	2	0	7	7	1	2	1	33	7	97	0	1
94574729	3	2	1	7	7	1	1	1	29	7	97	0	1
94574748	1	5	7	7	7	97	97	2	27	7	97	0	1
94574802	1	2	1	7	7	1	97	2	26	7	97	0	1
94574815	1	2	0	7	7	1	2	1	28	7	97	0	2
94574815	2	2	0	7	7	1	1	1	33	7	97	0	2
94574815	3	2	0	7	7	1	0	1	29	7	97	0	2
94574815	4	4	7	7	7	97	97	1	29	7	97	0	2
94574830	1	1	1	1	1	1	2	1	31	7	97	0	1
94575026	1	3	0	7	7	97	1	1	26	7	97	0	2
94575026	2	4	7	7	7	97	97	1	96	6	97	6	96
94575029	1	2	0	7	7	1	2	1	29	7	97	0	2
94575029	2	3	0	7	7	97	1	1	33	7	97	0	2
94575029	3	5	7	7	7	97	97	1	29	7	97	0	2
94575035	1	2	0	7	7	1	0	1	28	7	97	0	2
94575035	2	2	0	7	7	1	0	1	29	7	97	0	2
94575035	3	2	0	7	7	1	0	1	35	7	97	0	2
94575035	4	3	0	7	7	97	1	1	43	7	97	0	2
94575035	5	3	0	7	7	97	1	1	37	7	97	0	2
94575035	6	4	7	7	7	97	97	1	30	7	97	0	2
94575035	7	4	7	7	7	97	97	1	30	7	97	0	2
94575068	1	2	0	7	7	1	0	1	31	7	97	0	5
94575068	2	2	0	7	7	3	0	1	36	7	97	0	2
94575068	3	4	7	7	7	97	97	1	27	7	97	0	5
94575068	4	4	7	7	7	97	97	1	24	7	97	0	2
94575076	1	1	1	1	1	2	2	2	30	7	97	0	1
94575116	1	4	7	7	7	97	97	1	29	7	97	0	1
94575133	1	4	7	7	7	97	97	2	30	7	97	1	5
94575172	1	1	1	1	1	1	2	1	31	7	97	0	1
94575194	1	2	1	7	7	1	1	2	34	7	97	1	5
94575195	1	2	0	7	7	2	97	2	23	7	97	0	1
94575195	2	2	1	7	7	1	97	2	44	7	97	0	1
94575211	1	1	1	1	0	97	97	2	27	7	97	0	1
94575211	2	2	0	7	7	1	97	2	28	7	97	0	1
94575218	1	1	1	1	1	1	1	1	33	7	97	0	1
94575228	1	2	0	7	7	1	1	1	28	7	97	0	2
94575231	1	1	1	1	1	1	0	2	28	7	97	0	1
94575231	2	1	0	1	1	1	1	2	36	7	97	0	1
94575243	1	4	7	7	7	97	97	1	31	7	97	0	1
94575243	2	4	7	7	7	97	97	1	33	7	97	1	5
94575247	1	5	7	7	7	97	97	1	32	7	97	0	1
94575261	1	1	1	1	1	1	97	2	28	7	97	0	1
94575263	1	2	0	7	7	2	97	2	25	7	97	0	1
94575263	2	2	1	7	7	1	97	2	26	7	97	0	2
94575280	1	2	1	7	7	1	97	2	28	7	97	0	2
94575280	2	2	0	7	7	1	97	2	29	7	97	0	2
94575288	1	2	0	7	7	1	1	2	28	7	97	0	1
94575288	2	2	0	7	7	2	1	2	34	7	97	0	2
94575288	3	2	0	7	7	1	1	2	37	7	97	0	2
94575288	4	4	7	7	7	97	97	2	34	7	97	0	2
94575333	1	1	0	1	1	1	0	2	28	7	97	0	4
94575333	2	2	0	7	7	1	0	2	27	7	97	0	1
94575333	3	2	0	7	7	2	0	2	29	7	97	0	1
94575333	4	2	0	7	7	1	0	2	28	7	97	0	1
94575333	5	2	0	7	7	1	2	2	29	7	97	0	1
94575333	6	3	1	7	7	97	0	2	27	7	97	0	1
94575333	7	4	7	7	7	97	97	2	96	3	97	0	1
94575367	1	1	0	1	1	1	1	2	30	7	97	0	1
94575369	1	5	7	7	7	97	97	2	38	7	97	0	1
94575387	1	1	1	1	1	1	1	2	31	7	97	0	1
94575387	2	2	0	7	7	3	0	2	27	7	97	0	1
94575387	3	2	0	7	7	1	0	2	43	7	97	0	2
94575393	1	2	0	7	7	1	0	1	31	7	97	0	2
94575393	2	3	0	7	7	97	1	1	29	7	97	0	2
94575393	3	4	7	7	7	97	97	1	30	7	97	0	1
94575404	1	1	1	1	0	97	1	1	28	7	97	1	5
94575425	1	1	1	1	0	97	2	1	30	7	97	0	2
94575462	1	4	7	7	7	97	97	2	26	7	97	1	5
94575462	2	4	7	7	7	97	97	2	28	7	97	0	5
94575463	1	1	1	1	1	1	1	2	27	7	97	0	1
94575463	2	2	0	7	7	1	0	2	26	7	97	0	1
94575465	1	1	1	1	1	1	97	2	29	7	97	0	4
94575471	1	2	0	7	7	1	97	1	30	7	97	0	1
94575471	2	2	0	7	7	1	97	1	39	7	97	0	1
94575522	1	2	0	7	7	1	0	2	33	7	97	0	2
94575522	2	2	0	7	7	1	0	2	43	7	97	0	2
94575522	3	2	0	7	7	1	1	2	31	7	97	0	2
94575522	4	3	0	7	7	97	0	2	35	7	97	0	2
94575629	1	1	0	1	1	1	1	2	29	7	97	0	1
94575629	2	1	1	1	1	1	2	2	36	7	97	0	1
94575805	1	1	1	1	1	4	5	2	31	7	97	0	1
94575805	2	4	7	7	7	97	97	2	30	7	97	1	5
94575805	3	4	7	7	7	97	97	2	30	7	97	0	1
94575838	1	1	1	1	0	97	1	1	32	7	97	0	1
94575868	1	2	0	7	7	2	2	1	32	7	97	0	2
94575868	2	2	0	7	7	3	1	1	29	7	97	0	1
94575868	3	2	1	7	7	3	0	1	31	7	97	0	1
94575868	4	3	0	7	7	97	0	1	24	7	97	0	2
94575868	5	3	0	7	7	97	0	1	31	7	97	0	2
94575876	1	5	7	7	7	97	97	2	29	7	97	1	1
94575907	1	1	1	1	1	1	2	1	34	7	97	0	1
94575907	2	3	0	7	7	97	1	1	33	7	97	0	1
94575940	1	1	0	1	1	1	2	1	27	7	97	0	2
94575940	2	1	0	1	1	1	1	1	33	7	97	0	2
94575940	3	3	0	7	7	97	1	1	29	7	97	0	2
94575940	4	4	7	7	7	97	97	1	28	7	97	0	2
94575940	5	4	7	7	7	97	97	1	23	7	97	0	2
94575940	6	4	7	7	7	97	97	1	34	7	97	0	2
94575943	1	2	0	7	7	1	0	2	28	7	97	0	2
94575943	2	2	0	7	7	1	0	2	35	7	97	1	5
94575943	3	2	0	7	7	1	0	2	32	7	97	0	2
94575943	4	3	0	7	7	97	1	1	39	7	97	0	2
94575943	5	3	0	7	7	97	1	1	29	7	97	0	2
94575946	1	1	1	1	0	97	2	1	31	7	97	0	2
94575948	1	4	7	7	7	97	97	1	33	7	97	0	1
94575955	1	1	1	1	1	1	2	1	32	7	97	0	2
94575963	1	1	1	1	1	1	97	1	29	7	97	0	1
94575966	1	4	7	7	7	97	97	1	27	7	97	0	1
94575969	1	1	0	1	0	97	1	1	33	7	97	0	1
94575969	2	2	1	7	7	4	0	1	33	7	97	0	1
94575985	1	1	1	1	1	1	2	1	32	7	97	0	2
94575985	2	2	0	7	7	1	1	1	33	7	97	0	2
94575985	3	3	0	7	7	97	1	1	34	7	97	0	2
94575989	1	2	0	7	7	2	0	2	28	7	97	0	1
94575989	2	2	1	7	7	1	0	2	27	7	97	0	1
94575989	3	3	0	7	7	97	1	2	28	7	97	0	1
94576007	1	2	1	7	7	1	97	1	30	7	97	0	1
94576024	1	1	1	1	1	1	1	2	29	7	97	1	5
94576024	2	2	0	7	7	2	2	2	29	7	97	1	5
94576103	1	2	0	7	7	1	97	2	22	7	97	1	5
94576103	2	2	0	7	7	1	97	2	25	7	97	1	5
94576105	1	1	1	1	0	97	3	1	30	7	97	0	1
94576154	1	2	0	7	7	5	4	1	29	7	97	0	1
94576154	2	4	7	7	7	97	97	1	42	7	97	1	5
94576216	1	1	1	1	1	1	2	2	30	7	97	0	1
94576254	1	2	1	7	7	1	4	1	30	7	97	0	3
94576254	2	3	0	7	7	97	1	1	35	7	97	1	5
94576254	3	3	0	7	7	97	1	1	32	7	97	1	5
94576254	4	3	0	7	7	97	1	1	30	7	97	0	2
94576263	1	1	1	1	1	1	1	1	32	7	97	0	1
94576281	1	2	0	7	7	1	97	2	25	7	97	0	1
94576292	1	1	1	1	0	97	3	2	31	7	97	0	4
94576352	1	1	1	1	1	1	1	1	36	7	97	1	1
94576352	2	2	0	7	7	2	0	1	36	7	97	0	1
94576352	3	2	0	7	7	1	0	1	37	7	97	1	5
94576357	1	1	1	1	1	1	1	1	39	7	97	0	1
94576357	2	2	0	7	7	1	2	1	30	7	97	0	1
94576357	3	2	0	7	7	1	0	1	36	7	97	0	1
94576395	1	2	1	7	7	1	97	2	28	7	97	1	5
94576411	1	1	1	1	1	1	1	2	33	7	97	1	5
94576411	2	2	0	7	7	1	0	2	33	7	97	0	3
94576411	3	2	0	7	7	1	0	2	29	7	97	0	1
94576432	1	1	1	1	0	97	97	2	31	7	97	0	1
94576537	1	2	0	7	7	1	97	2	28	7	97	0	1
94576537	2	2	1	7	7	1	97	2	25	7	97	1	5
94576610	1	1	1	1	1	1	2	1	40	7	97	0	1
94576610	2	2	0	7	7	1	1	1	34	7	97	0	1
94576610	3	2	0	7	7	1	0	1	31	7	97	0	1
94576610	4	2	0	7	7	7	0	1	37	7	97	0	1
94576615	1	2	0	7	7	1	97	1	29	7	97	0	1
94576615	2	2	0	7	7	1	97	1	27	7	97	0	1
94576631	1	5	7	7	7	97	97	1	34	7	97	0	1
94576659	1	1	1	1	1	1	2	1	32	7	97	0	1
94576661	1	1	1	1	0	97	4	1	30	7	97	1	1
94576685	1	1	0	1	1	1	3	1	30	7	97	0	1
94576685	2	1	1	1	1	1	2	1	29	7	97	0	1
94576685	3	3	0	7	7	97	1	1	32	7	97	0	1
94576706	1	1	1	1	1	1	1	1	36	7	97	1	1
94576844	1	2	1	7	7	1	1	2	32	7	97	0	4
94576844	2	2	0	7	7	1	0	2	23	7	97	0	4
94576844	3	2	0	7	7	1	0	2	29	7	97	0	1
94576943	1	2	1	7	7	1	1	2	32	7	97	1	4
94576983	1	1	1	1	1	1	97	2	32	7	97	0	1
94576985	1	1	1	1	1	1	2	1	31	7	97	0	3
94577050	1	5	7	7	7	97	97	1	34	7	97	0	1
94577061	1	5	7	7	7	97	97	1	38	7	97	0	2
94577082	1	2	1	7	7	1	0	1	27	7	97	1	1
94577082	2	3	0	7	7	97	1	1	27	7	97	1	1
94577084	1	2	0	7	7	1	2	1	33	7	97	0	3
94577084	2	3	0	7	7	97	1	1	33	7	97	0	2
94577084	3	3	0	7	7	97	1	1	34	7	97	0	2
94577084	4	4	7	7	7	97	97	1	27	7	97	0	5
94577123	1	4	7	7	7	97	97	2	25	7	97	0	1
94577129	1	1	1	1	1	1	1	1	31	7	97	0	1
94577163	1	1	1	1	0	97	3	2	32	7	97	0	1
94577168	1	1	0	1	0	97	2	1	31	7	97	0	2
94577168	2	2	0	7	7	2	0	1	31	7	97	0	2
94577168	3	2	0	7	7	1	0	1	29	7	97	0	2
94577168	4	2	0	7	7	1	0	1	30	7	97	0	2
94577168	5	2	0	7	7	1	0	1	30	7	97	0	2
94577168	6	4	7	7	7	97	97	1	24	7	97	0	2
94577222	1	5	7	7	7	97	97	1	33	7	97	0	1
94577226	1	1	1	1	0	97	1	2	30	7	97	0	1
94577264	1	2	0	7	7	1	1	1	35	7	97	0	2
94577264	2	2	0	7	7	5	2	1	35	7	97	0	2
94577264	3	2	0	7	7	1	0	1	27	7	97	0	2
94577361	1	1	0	1	1	1	2	1	35	7	97	0	1
94577361	2	1	0	1	1	1	6	1	31	7	97	0	1
94577361	3	2	0	7	7	1	0	1	30	7	97	0	1
94577361	4	2	0	7	7	1	0	1	29	7	97	0	1
94577361	5	2	0	7	7	8	0	1	30	7	97	0	1
94577361	6	3	0	7	7	97	1	1	27	7	97	0	1
94577452	1	1	1	1	1	1	3	2	29	7	97	0	1
94577452	2	2	1	7	7	1	0	2	29	7	97	0	1
94577480	1	4	7	7	7	97	97	1	40	7	97	0	1
94577781	1	1	1	1	0	97	1	1	28	7	97	1	5
94577921	1	2	1	7	7	1	1	1	53	7	97	0	1
94577923	1	1	1	1	0	97	97	1	30	7	97	0	1
94577924	1	2	1	7	7	1	97	1	35	7	97	0	1
94578088	1	1	1	1	0	97	3	1	33	7	97	0	1
94578095	1	1	1	1	1	1	97	2	33	7	97	0	1
94578095	2	2	0	7	7	1	97	2	31	7	97	0	1
94578096	1	1	1	1	0	97	3	2	29	7	97	1	1
94578101	1	1	1	1	1	1	1	1	31	7	97	0	2
94578101	2	2	0	7	7	1	2	1	30	7	97	0	2
94578106	1	2	0	7	7	4	4	2	26	7	97	0	2
94578106	2	2	1	7	7	6	5	2	25	7	97	0	5
94578106	3	3	0	7	7	97	1	2	20	7	97	0	2
94578106	4	3	0	7	7	97	3	2	27	7	97	0	2
94578106	5	4	7	7	7	97	97	2	27	7	97	0	2
94578110	1	1	1	1	1	1	1	1	37	7	97	0	1
94578117	1	2	0	7	7	1	0	2	27	7	97	0	2
94578117	2	2	1	7	7	1	1	2	27	7	97	0	2
94578117	3	2	0	7	7	1	0	2	29	7	97	0	2
94578117	4	3	0	7	7	97	2	2	29	7	97	0	2
94578117	5	3	1	7	7	97	0	2	27	7	97	0	2
94578127	1	1	1	1	1	1	3	1	40	7	97	0	5
94578131	1	1	0	1	1	1	1	1	35	7	97	0	1
94578131	2	1	1	1	1	1	2	1	29	7	97	0	1
94578131	3	3	0	7	7	97	1	1	32	7	97	0	4
94578149	1	1	1	1	0	97	1	2	27	7	97	0	1
94578194	1	1	1	1	0	97	97	1	30	7	97	0	1
94578218	1	2	1	7	7	1	2	2	30	7	97	0	2
94578218	2	3	0	7	7	97	1	2	22	7	97	0	2
94578218	3	3	0	7	7	97	1	2	32	7	97	0	2
94578218	4	3	1	7	7	97	0	8	98	8	97	8	98
94578218	5	3	8	7	7	97	0	8	98	8	97	8	98
94578312	1	1	1	1	1	1	97	2	25	7	97	0	1
94578312	2	2	0	7	7	1	97	2	26	7	97	0	1
94578383	1	1	0	1	1	1	1	1	38	7	97	0	2
94578383	2	5	7	7	7	97	97	1	32	7	97	0	2
94578410	1	1	1	1	1	1	97	1	29	7	97	0	1
94578416	1	2	0	7	7	1	0	1	30	7	97	0	1
94578416	2	3	0	7	7	97	1	1	36	7	97	1	5
94578416	3	4	7	7	7	97	97	1	29	7	97	0	1
94578421	1	1	0	1	0	97	2	1	35	7	97	0	1
94578421	2	1	0	1	1	1	1	1	32	7	97	0	1
94578421	3	5	7	7	7	97	97	1	34	7	97	0	1
94578490	1	1	1	1	1	1	4	2	27	7	97	0	1
94578527	1	2	0	7	7	1	3	2	25	7	97	0	1
94578527	2	2	0	7	7	1	0	2	28	7	97	0	1
94578527	3	2	0	7	7	1	1	2	34	7	97	0	3
94578527	4	2	0	7	7	1	0	2	32	7	97	0	1
94578527	5	2	0	7	7	1	0	2	30	7	97	0	1
94578527	6	2	0	7	7	1	0	2	29	7	97	0	2
94578527	7	2	0	7	7	1	0	2	26	7	97	0	1
94578527	8	2	0	7	7	1	0	2	25	7	97	0	1
94578527	9	2	0	7	7	1	2	2	28	7	97	0	2
94578527	10	2	0	7	7	1	0	2	35	7	97	0	1
94578527	11	2	0	7	7	1	0	2	30	7	97	0	1
94578527	12	2	0	7	7	1	0	2	29	7	97	0	1
94578527	13	2	0	7	7	1	0	2	25	7	97	0	1
94578527	14	2	0	7	7	1	0	2	29	7	97	0	1
94578527	15	2	0	7	7	1	0	2	31	7	97	0	1
94578527	16	3	0	7	7	97	1	2	28	7	97	0	1
94578527	17	4	7	7	7	97	97	2	34	7	97	0	1
94578571	1	4	7	7	7	97	97	2	27	7	97	0	1
94578571	2	4	7	7	7	97	97	2	26	7	97	0	1
94578571	3	4	7	7	7	97	97	2	25	7	97	0	1
94578587	1	1	0	1	1	1	1	1	35	7	97	0	2
94578587	2	1	0	1	1	1	2	1	34	7	97	0	2
94578587	3	3	0	7	7	97	0	1	40	7	97	0	2
94578587	4	3	0	7	7	97	0	1	30	7	97	0	2
94578587	5	3	0	7	7	97	0	1	30	7	97	0	2
94578643	1	1	0	1	1	2	2	1	48	7	97	0	1
94578643	2	2	0	7	7	2	0	1	40	7	97	1	1
94578643	3	4	7	7	7	97	97	1	40	7	97	0	1
94578739	1	5	7	7	7	97	97	2	30	7	97	0	4
94578780	1	1	1	1	1	1	1	1	28	7	97	0	2
94578804	1	2	1	7	7	2	2	1	32	7	97	0	2
94578804	2	3	0	7	7	97	1	1	30	7	97	0	2
94578813	1	3	1	7	7	97	2	1	33	7	97	0	2
94578813	2	3	0	7	7	97	1	1	35	7	97	0	2
94578813	3	4	7	7	7	97	97	1	33	7	97	0	2
94578874	1	2	0	7	7	2	97	2	25	7	97	0	1
94578874	2	4	7	7	7	97	97	2	26	7	97	0	1
94578881	1	1	1	1	1	2	2	1	33	7	97	0	2
94578890	1	5	7	7	7	97	97	2	27	7	97	0	1
94578899	1	1	1	1	0	97	2	1	33	7	97	0	1
94578910	1	1	1	1	1	1	3	1	31	7	97	0	1
94578921	1	2	0	7	7	1	0	1	31	7	97	0	2
94578921	2	2	0	7	7	1	1	1	31	7	97	0	2
94578921	3	3	0	7	7	97	1	1	28	7	97	0	2
94578921	4	3	0	7	7	97	1	1	25	7	97	0	2
94578921	5	3	0	7	7	97	1	1	28	7	97	0	2
94578921	6	3	0	7	7	97	1	1	30	7	97	0	2
94578943	1	1	1	1	0	97	2	2	28	7	97	0	1
94578966	1	1	1	1	1	1	2	2	24	7	97	0	2
94578966	2	2	0	7	7	1	0	2	26	7	97	0	2
94578984	1	2	0	7	7	1	97	2	46	7	97	0	5
94578984	2	2	0	7	7	1	97	2	28	7	97	0	2
94578984	3	2	0	7	7	1	97	2	29	7	97	0	2
94578984	4	2	0	7	7	1	97	2	33	7	97	0	2
94578984	5	4	7	7	7	97	97	2	26	7	97	0	5
94578984	6	4	7	7	7	97	97	2	20	7	97	0	2
94579174	1	2	1	7	7	1	97	2	35	7	97	0	1
94579174	2	2	0	7	7	1	97	2	32	7	97	0	1
94579176	1	1	1	1	1	1	3	1	32	7	97	0	1
94579176	2	2	0	7	7	1	0	1	33	7	97	0	1
94579176	3	2	0	7	7	2	2	1	32	7	97	0	1
94579179	1	1	1	1	1	1	97	2	27	7	97	0	1
94579232	1	1	1	1	0	97	2	2	28	7	97	0	2
94579262	1	1	1	1	0	97	2	1	29	7	97	0	1
94579290	1	1	1	1	1	1	2	1	33	7	97	0	1
94579291	1	1	0	1	1	3	1	1	27	7	97	0	1
94579291	2	2	0	7	7	1	0	1	30	7	97	0	1
94579291	3	2	0	7	7	1	0	1	24	7	97	0	1
94579291	4	2	0	7	7	4	1	1	35	7	97	0	1
94579292	1	1	0	1	0	97	8	1	32	7	97	0	1
94579292	2	1	1	1	1	1	2	1	48	7	97	0	1
94579294	1	1	0	1	1	1	1	2	29	7	97	0	1
94579294	2	2	1	7	7	1	0	2	26	7	97	0	1
94579295	1	1	0	1	1	1	1	1	37	7	97	0	1
94579295	2	2	0	7	7	1	1	1	42	7	97	0	1
94579295	3	2	0	7	7	1	1	1	39	7	97	0	1
94579295	4	2	1	7	7	1	0	1	39	7	97	0	1
94579296	1	1	1	1	0	97	4	1	30	7	97	0	1
94579299	1	2	1	7	7	3	97	2	35	7	97	0	1
94579374	1	1	0	1	1	1	2	2	30	7	97	0	1
94579374	2	2	0	7	7	1	0	2	28	7	97	0	1
94579374	3	2	0	7	7	1	0	2	31	7	97	0	1
94579374	4	2	0	7	7	1	0	2	23	7	97	0	1
94579375	1	2	1	7	7	1	2	1	27	7	97	0	1
94579375	2	3	0	7	7	97	1	1	29	7	97	0	1
94579930	1	1	0	1	1	1	97	1	37	7	97	1	5
94579930	2	5	7	7	7	97	97	1	37	7	97	1	5
94579939	1	1	1	1	1	1	1	2	28	7	97	0	2
94579939	2	2	0	7	7	2	0	2	34	7	97	0	2
94579939	3	2	0	7	7	1	0	2	29	7	97	0	2
94579939	4	3	0	7	7	97	1	2	27	7	97	0	2
94579941	1	1	1	1	1	1	97	1	29	7	97	0	1
94579944	1	2	0	7	7	1	0	2	27	7	97	0	1
94579944	2	2	0	7	7	1	1	2	25	7	97	0	1
94579945	1	1	1	1	1	1	1	1	36	7	97	0	1
94579945	2	2	0	7	7	1	0	1	43	7	97	0	1
94579945	3	2	0	7	7	1	0	1	40	7	97	0	1
94579946	1	2	0	7	7	1	97	2	21	7	97	0	1
94579946	2	2	1	7	7	1	97	2	21	7	97	0	1
94579962	1	2	0	7	7	1	97	1	28	7	97	0	1
94579962	2	2	0	7	7	1	97	1	33	7	97	1	5
94579962	3	2	1	7	7	1	97	1	26	7	97	1	5
94579968	1	1	0	1	1	1	1	1	34	7	97	0	1
94579968	2	1	1	1	1	1	2	1	28	7	97	0	1
94579974	1	1	0	1	1	1	3	1	34	7	97	0	1
94579974	2	2	0	7	7	1	0	1	32	7	97	0	1
94579974	3	2	0	7	7	1	0	1	31	7	97	0	1
94579997	1	1	0	1	1	1	1	2	28	7	97	0	5
94579997	2	1	1	1	1	1	1	2	25	7	97	0	1
94579997	3	4	7	7	7	97	97	2	23	7	97	0	1
94579998	1	1	1	1	1	1	2	1	34	7	97	0	1
94579999	1	4	7	7	7	97	97	2	32	7	97	0	1
94590955	1	2	1	7	7	1	0	2	21	7	97	1	1
94590955	3	3	0	7	7	97	0	2	22	7	97	0	1
94593905	1	1	1	1	1	1	97	1	29	7	97	0	1
94614472	1	1	1	1	1	1	97	1	34	7	97	0	1
94614976	1	1	1	1	1	1	1	2	25	7	97	0	4
94614976	2	2	0	7	7	1	0	2	98	3	97	0	1
94614976	3	2	0	7	7	1	0	2	98	3	97	0	1
94619063	1	2	0	7	7	1	97	2	28	7	97	0	1
94619063	2	4	7	7	7	97	97	2	28	7	97	0	1
94619162	1	1	1	1	0	97	0	1	30	7	97	0	2
94619162	2	3	0	7	7	97	2	1	32	7	97	0	2
94619162	3	3	0	7	7	97	1	1	43	7	97	0	2
94619162	4	3	0	7	7	97	1	1	30	7	97	1	5
94619167	1	1	1	1	1	1	2	1	25	7	97	0	1
94619262	1	2	1	7	7	1	97	1	33	7	97	0	1
94619266	1	1	0	1	1	1	1	2	32	7	97	1	1
94619266	2	2	0	7	7	1	0	2	32	7	97	0	1
94619266	3	2	0	7	7	1	1	2	34	7	97	0	1
94619266	4	5	7	7	7	97	97	2	24	7	97	0	1
94619369	1	1	0	1	0	97	0	2	27	7	97	0	1
94619369	2	2	0	7	7	1	0	2	31	7	97	0	1
94619369	3	3	0	7	7	97	1	2	31	7	97	0	1
94619369	4	5	7	7	7	97	97	2	22	7	97	0	1
94619466	1	4	7	7	7	97	97	2	33	7	97	0	1
94619467	1	2	1	7	7	1	97	1	24	7	97	0	1
94619469	1	1	1	1	0	97	1	1	28	7	97	0	1
94619867	1	1	1	1	1	1	97	1	41	7	97	0	1
94619867	2	2	1	7	7	1	97	1	27	7	97	0	1
94619963	1	4	7	7	7	97	97	2	22	7	97	0	1
94619964	1	2	0	7	7	1	97	2	25	7	97	0	1
94619964	2	5	7	7	7	97	97	2	27	7	97	0	1
94636352	1	5	7	7	7	97	97	1	29	7	97	1	5
94636354	1	2	0	7	7	1	1	1	28	7	97	0	5
94636354	2	4	7	7	7	97	97	1	28	7	97	0	5
94676728	1	5	7	7	7	97	97	2	28	7	97	1	1
94678273	1	2	0	7	7	1	2	1	30	7	97	0	1
94678273	2	4	7	7	7	97	97	1	35	7	97	0	5
94678274	1	1	1	1	1	1	1	1	29	7	97	0	1
94678274	2	2	0	7	7	2	0	1	34	7	97	0	1
94678274	3	2	0	7	7	1	0	1	33	7	97	0	1
94678274	4	3	0	7	7	97	1	1	33	7	97	0	1
94710033	1	2	0	7	7	1	97	2	27	7	97	0	1
94710033	2	4	7	7	7	97	97	1	31	7	97	1	5
94710139	1	1	1	1	0	97	1	1	25	7	97	0	1
94710188	1	1	0	1	0	97	0	1	33	7	97	0	2
94710188	2	1	1	1	0	97	1	1	28	7	97	0	2
94710188	3	2	0	7	7	1	1	1	33	7	97	0	2
94710239	1	1	1	1	1	3	97	1	27	7	97	0	1
94710239	2	2	0	7	7	1	97	1	24	7	97	0	1
94710376	1	1	1	1	1	1	97	1	24	7	97	0	1
94710376	2	2	0	7	7	1	97	1	27	7	97	0	1
94710376	3	2	0	7	7	1	97	1	23	7	97	0	1
94710376	4	2	0	7	7	1	97	1	42	7	97	0	1
94710376	5	2	0	7	7	1	97	1	26	7	97	0	1
94710390	1	2	0	7	7	2	97	1	25	7	97	0	1
94710390	2	2	0	7	7	2	97	1	26	7	97	0	1
94710390	3	2	0	7	7	1	97	1	22	7	97	0	4
94710390	4	4	7	7	7	97	97	1	24	7	97	0	1
94710392	1	1	1	1	1	1	1	1	30	7	97	0	1
94710392	2	2	0	7	7	1	0	1	30	7	97	0	1
94710450	1	2	0	7	7	3	97	2	32	7	97	1	1
94710450	2	5	7	7	7	97	97	2	26	7	97	1	1
94710871	1	4	7	7	7	97	97	2	26	7	97	0	5
94710883	1	1	1	1	0	97	1	1	27	7	97	0	1
94710974	1	1	0	1	1	1	2	2	28	7	97	0	1
94710974	2	2	1	7	7	1	0	2	26	7	97	0	1
94710974	3	2	0	7	7	1	0	2	33	7	97	0	2
94710989	1	1	1	1	1	2	5	2	25	7	97	0	2
94710989	2	2	0	7	7	1	0	2	28	7	97	0	2
94710994	1	1	1	1	1	1	97	2	31	7	97	0	1
94710998	1	2	0	7	7	2	97	1	29	7	97	0	1
94710998	2	2	0	7	7	2	97	1	24	7	97	0	1
94710999	1	1	1	1	1	1	5	2	27	7	97	0	1
94711065	1	4	7	7	7	97	97	1	24	7	97	0	1
94711176	1	2	1	7	7	1	97	2	26	7	97	1	1
94711266	1	2	1	7	7	1	97	1	28	7	97	0	1
94711862	1	2	1	7	7	1	0	1	33	7	97	0	1
94711862	2	2	0	7	7	1	1	1	29	7	97	0	1
94711862	3	3	0	7	7	97	1	1	29	7	97	0	1
94711973	1	2	0	7	7	1	0	1	29	7	97	0	2
94711973	2	3	1	7	7	97	1	2	25	7	97	0	5
94711973	3	3	0	7	7	97	1	2	29	7	97	0	1
94711973	4	4	7	7	7	97	97	2	25	7	97	0	5
94711974	1	2	1	7	7	1	97	1	26	7	97	0	1
94712047	1	3	0	7	7	97	1	1	27	7	97	0	1
94712211	1	2	0	7	7	1	97	2	30	7	97	0	1
94712211	2	2	0	7	7	1	97	2	21	7	97	0	1
94712211	3	4	7	7	7	97	97	2	23	7	97	0	1
94712218	1	2	1	7	7	1	97	2	27	7	97	0	1
94712341	1	2	0	7	7	1	0	2	25	7	97	0	1
94712341	2	3	0	7	7	97	1	2	23	7	97	0	1
94712341	3	5	7	7	7	97	97	2	20	7	97	0	1
94712396	1	1	1	1	0	97	97	1	26	7	97	0	1
94712917	1	1	1	1	1	1	5	2	28	7	97	0	1
94712942	1	1	0	1	0	97	97	2	23	7	97	0	4
94712942	2	2	0	7	7	1	97	2	25	7	97	0	1
94712975	1	2	0	7	7	1	1	2	25	7	97	0	2
94712975	2	2	0	7	7	1	1	2	25	7	97	0	2
94712990	1	1	1	2	1	4	2	1	28	7	97	0	1
94712990	2	3	0	7	7	97	1	1	28	7	97	0	1
94712998	1	2	0	7	7	3	97	2	30	7	97	1	5
94712998	2	2	0	7	7	1	97	2	28	7	97	0	1
94712998	3	2	1	7	7	6	97	2	33	7	97	1	5
94713002	1	2	0	7	7	2	1	1	28	7	97	0	2
94713002	2	2	1	7	7	1	2	1	38	7	97	0	2
94713002	3	3	0	7	7	97	2	1	34	7	97	0	2
94713301	1	3	1	7	7	97	1	1	27	7	97	0	2
