AID	PTNR_ID	H4TR13	H4TR14	H4TR15	H4TR16	H4TR17	H4TR18	H4TR19	H4TR20	H4TR21	H4TR22	H4TR23	H4TR24
91570095	1	2	1	7	7	1	97	2	24	7	97	0	1
91570110	1	1	1	1	0	97	2	2	29	7	97	1	1
91570181	1	1	1	1	0	97	1	1	32	7	97	0	2
91570187	1	2	0	7	7	1	97	2	35	7	97	0	2
91570187	2	2	0	7	7	1	97	2	35	7	97	1	5
91570210	1	1	0	1	0	97	3	2	29	7	97	1	5
91570210	2	2	0	7	7	3	0	2	26	7	97	1	5
91570210	3	3	0	7	7	97	1	2	26	7	97	1	5
91570232	1	1	1	1	0	97	3	2	28	7	97	0	2
91570232	2	2	0	7	7	1	1	2	32	7	97	0	2
91570232	3	2	1	7	7	1	1	2	22	7	97	0	2
91570232	4	2	0	7	7	1	0	2	30	7	97	0	2
91570291	1	1	0	1	1	2	2	1	27	7	97	0	1
91570291	2	2	1	7	7	1	1	1	26	7	97	0	1
91570395	1	2	0	7	7	1	1	1	35	7	97	0	1
91570395	2	2	0	7	7	1	0	1	35	7	97	0	1
91570395	3	4	7	7	7	97	97	1	35	7	97	0	1
91570425	1	1	1	1	1	1	1	2	26	7	97	0	1
91570428	1	1	0	1	1	1	1	2	30	7	97	0	1
91570428	2	1	1	1	1	1	2	2	28	7	97	1	5
91570497	1	2	0	7	7	1	97	2	30	7	97	0	1
91570497	2	4	7	7	7	97	97	2	30	7	97	0	1
91570523	1	1	0	1	0	97	2	1	31	7	97	0	1
91570523	2	4	7	7	7	97	97	1	27	7	97	0	1
91570524	1	1	1	1	1	1	4	1	31	7	97	0	1
91570525	1	2	0	7	7	1	97	2	27	7	97	0	1
91570525	2	4	7	7	7	97	97	2	19	7	97	0	1
91570528	1	2	0	7	7	15	2	2	26	7	97	0	1
91570528	2	2	0	7	7	1	0	2	18	7	97	0	1
91570528	3	4	7	7	7	97	97	2	19	7	97	0	1
91570528	4	4	7	7	7	97	97	2	21	7	97	0	1
91570528	5	4	7	7	7	97	97	2	25	7	97	0	1
91570528	6	4	7	7	7	97	97	2	21	7	97	0	2
91570528	7	4	7	7	7	97	97	2	22	7	97	0	1
91570528	8	4	7	7	7	97	97	2	19	7	97	0	1
91570528	9	4	7	7	7	97	97	2	23	7	97	0	1
91570593	1	1	0	1	0	97	0	2	27	7	97	0	1
91570593	2	1	1	1	1	1	2	2	25	7	97	0	1
91570593	3	2	0	7	7	2	0	2	23	7	97	0	1
91570597	1	2	1	7	7	1	97	2	27	7	97	0	1
91570614	1	1	1	1	1	1	97	2	30	7	97	0	1
91570621	1	5	7	7	7	97	97	1	25	7	97	0	1
91570692	1	4	7	7	7	97	97	2	26	7	97	0	1
91570817	1	2	1	7	7	1	97	2	33	7	97	0	2
91570823	1	1	1	1	1	1	2	1	30	7	97	0	1
91570829	1	1	1	1	1	1	2	2	29	7	97	0	1
91570829	2	2	0	7	7	2	0	2	30	7	97	0	1
91570921	1	5	7	7	7	97	97	2	30	7	97	0	1
91570928	1	2	0	7	7	1	97	2	29	7	97	0	1
91570928	2	2	0	7	7	1	97	2	26	7	97	0	1
91570928	3	5	7	7	7	97	97	2	29	7	97	0	1
91570986	1	2	0	7	7	1	97	2	25	7	97	0	2
91570986	2	2	0	7	7	1	97	2	19	7	97	0	3
91570986	3	4	7	7	7	97	97	2	27	7	97	0	2
91570986	4	4	7	7	7	97	97	2	25	7	97	0	2
91570993	1	1	1	1	0	97	2	1	32	7	97	0	1
91570993	2	2	0	7	7	1	1	1	24	7	97	0	1
91570993	3	2	1	7	7	1	1	1	24	7	97	0	1
91570997	1	1	1	1	0	97	97	1	30	7	97	0	1
91571013	1	1	1	1	1	1	1	1	27	7	97	0	1
91571013	2	2	0	7	7	1	0	1	26	7	97	0	1
91571014	1	2	1	7	7	1	97	2	25	7	97	0	1
91571074	1	2	0	7	7	1	3	1	31	7	97	1	4
91571074	2	2	1	7	7	2	2	1	35	7	97	0	2
91571116	1	1	1	1	0	97	97	2	26	7	97	0	1
91571155	1	2	1	7	7	1	97	2	28	7	97	0	1
91571214	1	1	1	1	1	1	2	2	31	7	97	0	2
91571218	1	1	0	1	1	1	0	2	29	7	97	0	1
91571218	2	1	1	1	1	1	1	2	30	7	97	0	1
91571310	1	1	1	1	1	1	97	1	26	7	97	0	1
91571467	1	2	0	7	7	2	97	2	26	7	97	0	1
91571467	2	2	0	7	7	2	97	2	27	7	97	0	5
91571467	3	3	0	7	7	97	97	2	28	7	97	0	1
91571505	1	1	1	1	1	1	1	2	26	7	97	0	1
91571560	1	2	0	7	7	2	1	2	27	7	97	0	4
91571560	2	3	0	7	7	97	1	2	26	7	97	0	4
91571560	3	3	0	7	7	97	1	2	25	7	97	0	4
91571560	4	4	7	7	7	97	97	2	28	7	97	0	4
91571601	1	4	7	7	7	97	97	1	28	7	97	0	1
91571605	1	1	1	1	1	1	4	2	26	7	97	0	1
91571610	1	1	0	1	1	1	1	1	37	7	97	0	1
91571610	2	2	0	7	7	1	1	1	29	7	97	0	1
91571610	3	2	0	7	7	1	0	1	98	2	15	0	1
91571610	4	2	1	7	7	1	3	1	33	7	97	0	1
91571610	5	3	0	7	7	97	1	1	31	7	97	0	1
91571677	1	2	0	7	7	1	2	1	43	7	97	0	2
91571677	2	2	0	7	7	1	0	1	52	7	97	0	1
91571677	3	5	7	7	7	97	97	1	24	7	97	0	1
91571703	1	1	0	1	1	1	2	2	24	7	97	0	1
91571703	2	4	7	7	7	97	97	2	24	7	97	1	5
91571706	1	2	0	7	7	3	3	1	30	7	97	0	2
91571706	2	2	0	7	7	1	1	1	32	7	97	0	2
91571706	3	5	7	7	7	97	97	1	30	7	97	0	2
91571707	1	2	0	7	7	1	1	1	33	7	97	0	1
91571707	2	2	0	7	7	1	0	1	29	7	97	0	1
91571707	3	2	1	7	7	1	2	1	30	7	97	0	1
91571756	1	2	0	7	7	1	97	2	28	7	97	1	1
91571756	2	4	7	7	7	97	97	2	25	7	97	0	1
91571807	1	2	0	7	7	1	1	1	35	7	97	0	1
91571807	2	2	1	7	7	2	3	1	36	7	97	1	1
91571812	1	2	0	7	7	1	97	1	28	7	97	0	1
91571817	1	1	0	1	0	97	97	2	30	7	97	0	1
91571857	1	1	0	1	0	97	97	2	32	7	97	0	1
91571857	2	2	1	7	7	1	97	2	32	7	97	0	1
91571876	1	3	1	7	7	97	1	1	41	7	97	0	2
91572001	1	1	1	1	1	1	97	2	26	7	97	0	1
91572001	2	2	0	7	7	1	97	2	33	7	97	0	1
91572040	1	2	0	7	7	1	97	2	33	7	97	0	1
91572040	2	2	0	7	7	1	97	2	27	7	97	0	1
91572040	3	2	0	7	7	1	97	2	30	7	97	0	1
91572040	4	2	0	7	7	1	97	2	30	7	97	0	1
91572040	5	2	0	7	7	1	97	2	30	7	97	0	1
91572063	1	1	1	1	0	97	97	1	28	7	97	0	1
91572076	1	1	0	1	0	97	6	1	32	7	97	0	1
91572076	2	2	1	7	7	1	0	1	31	7	97	0	1
91572076	3	2	0	7	7	1	0	1	34	7	97	0	1
91572117	1	2	1	7	7	1	3	2	26	7	97	0	1
91572122	1	2	0	7	7	1	97	2	36	7	97	0	3
91572122	2	2	1	7	7	1	97	2	26	7	97	0	3
91572128	1	2	0	7	7	1	0	2	25	7	97	1	5
91572128	2	2	0	7	7	2	2	2	23	7	97	1	1
91572129	1	2	0	7	7	1	2	2	27	7	97	0	3
91572129	2	2	0	7	7	1	0	2	32	7	97	0	1
91572129	3	2	0	7	7	1	0	2	30	7	97	0	1
91572129	4	3	0	7	7	97	1	2	30	7	97	0	1
91572129	5	3	0	7	7	97	0	2	30	7	97	0	1
91572145	1	1	1	1	1	2	97	1	35	7	97	0	1
91572145	2	2	0	7	7	1	97	1	32	7	97	0	1
91572183	1	1	1	1	1	1	2	2	25	7	97	0	1
91572183	2	2	0	7	7	1	0	2	31	7	97	0	1
91572185	1	1	0	1	1	1	3	2	27	7	97	0	2
91572185	2	2	1	7	7	1	2	2	28	7	97	0	1
91572190	1	1	1	1	1	2	2	2	23	7	97	1	1
91572190	2	2	0	7	7	1	1	2	98	1	98	1	1
91572195	1	1	1	1	1	1	4	2	30	7	97	1	1
91572195	2	2	0	7	7	1	0	2	29	7	97	1	5
91572195	3	2	0	7	7	1	0	2	31	7	97	0	1
91572195	4	2	0	7	7	1	0	2	28	7	97	0	1
91572204	1	1	1	1	1	1	2	2	32	7	97	0	1
91572214	1	1	1	1	1	1	2	1	25	7	97	0	1
91572214	2	2	0	7	7	1	0	1	28	7	97	0	1
91572221	1	4	7	7	7	97	97	2	31	7	97	0	3
91572222	1	5	7	7	7	97	97	1	26	7	97	0	1
91572282	1	1	1	1	1	1	2	1	38	7	97	0	2
91572283	1	1	1	1	1	1	1	2	32	7	97	1	1
91572283	2	3	0	7	7	97	1	2	31	7	97	0	1
91572289	1	1	1	1	0	97	3	1	29	7	97	0	1
91572297	1	2	1	7	7	1	0	2	30	7	97	0	1
91572321	1	2	0	7	7	1	1	1	30	7	97	0	3
91572321	2	2	0	7	7	1	0	1	31	7	97	0	1
91572321	3	2	1	7	7	1	0	1	29	7	97	1	5
91572328	1	1	1	1	1	3	4	1	27	7	97	1	1
91572346	1	1	0	1	1	1	3	1	32	7	97	0	1
91572369	1	1	1	1	1	1	1	1	32	7	97	0	1
91572381	1	2	1	7	7	1	0	1	28	7	97	0	2
91572381	2	3	0	7	7	97	2	1	29	7	97	0	2
91572385	1	1	1	1	0	97	97	1	29	7	97	0	1
91572387	1	2	0	7	7	2	5	1	29	7	97	0	2
91572389	1	1	1	1	0	97	4	1	33	7	97	0	1
91572396	1	4	7	7	7	97	97	2	26	7	97	0	1
91572408	1	2	0	7	7	1	97	2	28	7	97	0	1
91572442	1	2	0	7	7	1	97	1	34	7	97	0	1
91572442	2	4	7	7	7	97	97	1	31	7	97	0	5
91572462	1	2	0	7	7	1	97	2	29	7	97	0	1
91572462	2	2	0	7	7	1	97	2	21	7	97	0	1
91572462	3	5	7	7	7	97	97	2	19	7	97	0	1
91572471	1	1	0	1	1	1	97	2	32	7	97	0	1
91572471	2	1	0	1	1	1	97	2	32	7	97	0	1
91572471	3	1	0	1	1	1	97	2	37	7	97	0	1
91572900	1	5	7	7	7	97	97	2	28	7	97	0	1
91572918	1	2	0	7	7	2	1	1	30	7	97	0	1
91572918	2	2	1	7	7	1	3	1	37	7	97	0	1
91572921	1	5	7	7	7	97	97	1	30	7	97	1	5
91572964	1	1	1	1	1	1	1	1	33	7	97	0	1
91572964	2	2	0	7	7	1	0	1	30	7	97	0	1
91572981	1	1	1	1	0	97	2	2	34	7	97	0	1
91572989	1	1	1	1	0	97	2	1	31	7	97	0	1
91572999	1	1	1	1	0	97	3	2	25	7	97	0	1
91573010	1	1	1	1	1	1	97	2	29	7	97	0	1
91573016	1	1	1	1	1	1	1	1	29	7	97	0	5
91573016	2	3	0	7	7	97	1	1	29	7	97	0	5
91573017	1	2	0	7	7	1	97	2	32	7	97	0	1
91573031	1	1	1	1	0	97	97	2	24	7	97	1	5
91573099	1	1	1	1	1	1	1	2	27	7	97	0	1
91573248	1	1	1	1	1	1	3	1	31	7	97	0	1
91573253	1	1	1	1	1	3	2	2	25	7	97	0	1
91573253	2	2	1	7	7	1	0	2	24	7	97	0	1
91573254	1	1	1	1	0	97	97	1	27	7	97	0	1
91573259	1	1	1	1	0	97	2	1	30	7	97	0	1
91573291	1	1	0	1	1	2	3	1	29	7	97	0	1
91573291	2	2	1	7	7	1	0	1	29	7	97	0	1
91573310	1	2	0	7	7	1	0	2	27	7	97	0	1
91573310	2	2	0	7	7	1	0	2	31	7	97	0	1
91573310	3	2	1	7	7	2	2	2	24	7	97	0	1
91573334	1	1	1	1	1	1	3	1	31	7	97	0	1
91573334	2	4	7	7	7	97	97	1	38	7	97	0	1
91573410	1	1	1	2	1	1	97	1	27	7	97	0	1
91573414	1	1	1	1	0	97	97	2	31	7	97	0	1
91573417	1	1	1	1	0	97	2	1	27	7	97	0	1
91573419	1	1	1	1	1	1	97	1	31	7	97	0	2
91573419	2	2	0	7	7	2	97	1	31	7	97	0	2
91573419	3	2	0	7	7	1	97	1	28	7	97	0	1
91573419	4	2	0	7	7	2	97	1	27	7	97	0	1
91573419	5	2	1	7	7	1	97	1	27	7	97	0	2
91573419	6	2	0	7	7	1	97	2	32	7	97	0	1
91573516	1	1	1	1	1	1	1	2	36	7	97	0	1
91573708	1	1	1	1	0	97	1	1	29	7	97	0	2
91573708	2	2	0	7	7	1	2	1	32	7	97	0	2
91573708	3	3	0	7	7	97	0	1	32	7	97	0	2
91573811	1	1	1	1	1	1	97	2	31	7	97	0	1
91573902	1	1	1	1	0	97	3	1	33	7	97	1	5
91573940	1	2	1	7	7	3	97	2	28	7	97	0	1
91573944	1	1	1	1	1	1	1	2	30	7	97	0	1
91573944	2	2	0	7	7	1	0	2	27	7	97	0	1
91573944	3	2	1	7	7	1	0	2	33	7	97	0	1
91573948	1	2	0	7	7	1	97	2	25	7	97	0	1
91573948	2	4	7	7	7	97	97	2	28	7	97	0	1
91573951	1	5	7	7	7	97	97	2	26	7	97	0	1
91573955	1	1	1	1	0	97	3	2	27	7	97	0	1
91573956	1	1	1	1	0	97	2	2	32	7	97	0	1
91573958	1	1	1	1	0	97	2	2	34	7	97	1	1
91574118	1	2	0	7	7	1	0	2	29	7	97	0	4
91574118	2	2	1	7	7	2	1	2	25	7	97	0	2
91574121	1	2	1	7	7	2	2	2	29	7	97	0	1
91574121	2	2	0	7	7	2	0	2	26	7	97	0	1
91574143	1	1	1	1	1	1	1	2	28	7	97	0	1
91574231	1	2	1	7	7	1	1	1	36	7	97	0	2
91574231	2	2	0	7	7	3	2	1	34	7	97	0	2
91574231	3	3	0	7	7	97	1	1	31	7	97	0	2
91574308	1	1	1	1	0	97	97	2	31	7	97	0	2
91574337	1	2	0	7	7	1	97	2	26	7	97	0	5
91574399	1	2	0	7	7	1	1	1	35	7	97	0	2
91574399	2	4	7	7	7	97	97	1	26	7	97	0	2
91574403	1	3	0	7	7	97	1	1	31	7	97	0	2
91574403	2	4	7	7	7	97	97	1	30	7	97	0	2
91574430	1	2	0	7	7	1	1	2	27	7	97	0	2
91574430	2	2	0	7	7	1	0	2	28	7	97	0	2
91574430	3	5	7	7	7	97	97	2	26	7	97	0	2
91574504	1	2	1	7	7	2	97	1	26	7	97	0	1
91574594	1	1	1	1	1	1	97	2	30	7	97	0	1
91574604	1	1	1	1	1	1	2	2	33	7	97	0	1
91574604	2	1	0	1	1	20	4	2	27	7	97	1	1
91574632	1	1	1	1	1	1	2	1	31	7	97	0	1
91574688	1	1	1	1	0	97	1	1	35	7	97	0	1
91574688	2	3	0	7	7	97	2	1	22	7	97	0	1
91574694	1	3	0	7	7	97	2	1	34	7	97	0	2
91574694	2	3	1	7	7	97	1	1	36	7	97	0	2
91574696	1	2	1	7	7	1	0	2	39	7	97	0	1
91574696	2	2	0	7	7	8	2	2	40	7	97	0	2
91574696	3	2	0	7	7	1	0	2	36	7	97	0	1
91574696	4	2	0	7	7	1	0	2	30	7	97	0	1
91574796	1	4	7	7	7	97	97	1	36	7	97	0	1
91574811	1	2	0	7	7	2	1	1	30	7	97	0	1
91574811	2	2	0	7	7	1	2	1	31	7	97	0	1
91574811	3	2	1	7	7	1	0	1	28	7	97	0	1
91574916	1	2	0	7	7	1	2	1	36	7	97	0	2
91574916	2	2	0	7	7	2	3	1	30	7	97	0	2
91574916	3	2	1	7	7	2	0	1	31	7	97	0	2
91574923	1	1	1	1	1	1	2	1	38	7	97	0	1
91574993	1	1	1	1	0	97	0	2	29	7	97	0	2
91574993	2	2	0	7	7	1	0	2	26	7	97	0	2
91574993	3	2	0	7	7	1	0	2	30	7	97	0	2
91574993	4	3	0	7	7	97	1	2	29	7	97	0	2
91574993	5	3	0	7	7	97	1	2	31	7	97	0	2
91575060	1	2	0	7	7	1	97	2	29	7	97	0	1
91575060	2	2	1	7	7	1	97	2	29	7	97	0	1
91575065	1	2	1	7	7	1	97	2	25	7	97	0	1
91575076	1	1	1	1	1	96	97	2	22	7	97	1	1
91575077	1	4	7	7	7	97	97	1	35	7	97	0	1
91575083	1	1	0	1	1	1	2	2	31	7	97	0	1
91575083	2	4	7	7	7	97	97	2	28	7	97	0	1
91575085	1	1	1	1	1	1	3	1	31	7	97	0	1
91575085	2	1	0	1	1	1	0	1	32	7	97	0	1
91575094	1	2	0	7	7	1	97	2	27	7	97	0	1
91575094	2	2	0	7	7	1	97	2	27	7	97	1	1
91575099	1	1	1	1	1	1	2	1	33	7	97	0	1
91575102	1	4	7	7	7	97	97	2	24	7	97	0	4
91575127	1	1	1	1	0	97	1	1	30	7	97	0	2
91575151	1	1	1	1	1	1	2	2	28	7	97	0	1
91575162	1	1	0	1	1	1	0	1	34	7	97	0	1
91575162	2	1	1	1	1	1	2	1	29	7	97	0	5
91575162	3	4	7	7	7	97	97	1	35	7	97	1	1
91575180	1	2	1	7	7	2	2	2	20	7	97	0	1
91575180	2	2	0	7	7	3	0	2	29	7	97	0	1
91575191	1	1	1	1	1	1	3	1	33	7	97	0	1
91575191	2	2	0	7	7	2	0	1	30	7	97	0	1
91575194	1	1	1	1	1	1	3	1	30	7	97	0	1
91575205	1	2	0	7	7	1	97	2	31	7	97	0	4
91575205	2	5	7	7	7	97	97	2	28	7	97	0	4
91575216	1	1	1	1	0	97	97	1	32	7	97	0	1
91575217	1	5	7	7	7	97	97	1	37	7	97	0	1
91575235	1	5	7	7	7	97	97	2	27	7	97	0	1
91575239	1	1	1	1	1	1	3	2	32	7	97	0	1
91575240	1	5	7	7	7	97	97	2	30	7	97	0	2
91575246	1	1	1	1	1	1	1	1	29	7	97	0	1
91575249	1	1	1	1	0	97	97	2	30	7	97	0	1
91575261	1	1	0	1	1	1	0	1	33	7	97	0	1
91575261	2	1	1	1	1	1	0	1	34	7	97	0	1
91575261	3	2	0	7	7	3	2	1	32	7	97	0	1
91575280	1	2	0	7	7	2	97	2	26	7	97	0	2
91575282	1	1	1	1	1	1	2	1	32	7	97	0	1
91575296	1	2	1	7	7	1	97	2	26	7	97	0	4
91575302	1	5	7	7	7	97	97	2	29	7	97	0	1
91575307	1	2	1	7	7	1	0	2	29	7	97	0	1
91575317	1	1	1	1	1	1	97	1	32	7	97	0	1
91575358	1	1	1	1	1	1	3	2	30	7	97	0	1
91575361	1	1	0	1	0	97	0	1	34	7	97	0	1
91575361	2	1	1	1	1	4	1	1	37	7	97	0	1
91575365	1	2	1	7	7	1	1	2	30	7	97	0	1
91575370	1	2	0	7	7	1	97	2	27	7	97	0	5
91575370	2	5	7	7	7	97	97	2	30	7	97	1	1
91575387	1	1	1	1	1	1	4	2	26	7	97	0	2
91575387	2	2	0	7	7	1	0	2	30	7	97	0	2
91575387	3	2	0	7	7	4	0	2	24	7	97	0	2
91575391	1	2	0	7	7	1	1	1	32	7	97	0	1
91575391	2	2	0	7	7	1	1	1	49	7	97	0	1
91575391	3	3	0	7	7	97	1	1	26	7	97	0	1
91575432	1	1	1	1	1	1	97	1	28	7	97	0	1
91575477	1	2	0	7	7	1	97	2	30	7	97	0	1
91575477	2	2	0	7	7	1	97	2	30	7	97	1	5
91575477	3	2	1	7	7	1	97	2	24	7	97	0	1
91575522	1	1	1	1	1	1	97	1	28	7	97	0	1
91575523	1	2	0	7	7	1	2	1	30	7	97	0	2
91575523	2	2	0	7	7	1	0	1	30	7	97	0	2
91575523	3	2	1	7	7	1	0	1	38	7	97	0	2
91575523	4	3	0	7	7	97	1	1	35	7	97	0	2
91575523	5	5	7	7	7	97	97	1	35	7	97	0	2
91575602	1	1	1	1	0	97	2	1	28	7	97	0	4
91575604	1	3	1	7	7	97	2	2	29	7	97	0	4
91575626	1	2	0	7	7	1	97	2	28	7	97	0	1
91575628	1	1	1	1	1	1	97	2	29	7	97	0	2
91575628	2	2	0	7	7	1	97	2	26	7	97	0	2
91575726	1	1	1	1	1	1	97	2	31	7	97	0	2
91575726	2	4	7	7	7	97	97	2	24	7	97	0	2
91575726	3	5	7	7	7	97	97	2	35	7	97	0	2
91575839	1	1	1	1	1	1	3	1	29	7	97	1	5
91575911	1	1	1	1	1	1	97	1	29	7	97	0	1
91575916	1	2	0	7	7	1	0	1	30	7	97	0	1
91575916	2	2	1	7	7	1	1	1	24	7	97	0	1
91575930	1	1	1	1	0	97	1	1	37	7	97	0	2
91575931	1	1	1	1	0	97	97	2	27	7	97	0	1
91575940	1	3	0	7	7	97	2	1	33	7	97	0	2
91575943	1	1	0	1	1	1	1	2	22	7	97	0	2
91575943	2	2	0	7	7	1	0	2	23	7	97	0	2
91575948	1	1	1	1	1	1	1	1	32	7	97	0	1
91575949	1	1	0	1	0	97	2	2	24	7	97	0	2
91575949	2	2	1	7	7	1	1	2	20	7	97	0	2
91575956	1	1	1	1	1	2	1	1	32	7	97	0	1
91575956	2	2	0	7	7	1	0	1	40	7	97	0	1
91575961	1	2	0	7	7	1	97	1	26	7	97	0	1
91575966	1	2	1	7	7	1	1	2	29	7	97	0	2
91575992	1	3	0	7	7	97	1	1	32	7	97	1	1
91575992	2	3	0	7	7	97	1	1	39	7	97	0	2
91575992	3	3	0	7	7	97	1	1	31	7	97	1	1
91575992	4	4	7	7	7	97	97	1	34	7	97	1	1
91576088	1	2	1	7	7	1	97	1	29	7	97	0	1
91576114	1	1	0	1	1	1	0	2	31	7	97	0	1
91576114	2	1	1	1	1	1	1	2	30	7	97	1	5
91576114	3	2	0	7	7	1	0	2	30	7	97	0	1
91576129	1	1	1	1	0	97	2	1	33	7	97	1	5
91576138	1	4	7	7	7	97	97	2	28	7	97	0	1
91576138	2	4	7	7	7	97	97	2	26	7	97	0	4
91576154	1	2	1	7	7	1	97	2	29	7	97	0	1
91576163	1	2	1	7	7	1	97	1	31	7	97	0	1
91576219	1	1	1	1	1	1	2	1	31	7	97	0	1
91576243	1	1	1	1	0	97	4	2	29	7	97	1	5
91576270	1	1	1	1	1	1	5	1	28	7	97	0	1
91576274	1	2	1	7	7	1	97	1	36	7	97	0	1
91576300	1	1	1	1	0	97	1	2	29	7	97	0	1
91576363	1	1	1	1	0	97	97	2	29	7	97	1	1
91576460	1	2	0	7	7	1	97	1	31	7	97	0	1
91576460	2	2	0	7	7	1	97	1	42	7	97	0	1
91576460	3	4	7	7	7	97	97	1	40	7	97	0	1
91576537	1	2	1	7	7	3	4	1	28	7	97	1	5
91576556	1	4	7	7	7	97	97	2	23	7	97	0	2
91576561	1	2	1	7	7	1	97	2	26	7	97	0	1
91576566	1	1	1	1	1	1	2	1	40	7	97	1	5
91576576	1	1	1	1	1	1	97	2	27	7	97	0	1
91576611	1	1	1	1	1	1	2	2	26	7	97	0	1
91576611	2	2	0	7	7	1	2	2	27	7	97	0	1
91576651	1	1	1	1	1	1	2	1	29	7	97	0	2
91576651	2	3	0	7	7	97	1	1	31	7	97	0	2
91576674	1	1	1	1	1	1	1	2	28	7	97	0	1
91576674	2	2	0	7	7	1	0	2	27	7	97	0	1
91576748	1	2	0	7	7	1	97	2	26	7	97	0	4
91576748	2	2	0	7	7	2	97	2	24	7	97	0	1
91576748	3	2	0	7	7	1	97	2	24	7	97	0	1
91576748	4	5	7	7	7	97	97	2	23	7	97	0	4
91576757	1	2	0	7	7	1	1	1	32	7	97	1	1
91576757	2	2	0	7	7	1	0	1	42	7	97	0	1
91576757	3	5	7	7	7	97	97	1	32	7	97	0	1
91576765	1	2	1	7	7	1	2	1	36	7	97	1	5
91576910	1	1	1	1	1	1	97	1	31	7	97	0	1
91576910	2	2	0	7	7	1	97	1	29	7	97	0	1
91576919	1	1	0	1	0	97	2	1	34	7	97	0	1
91576919	2	5	7	7	7	97	97	1	41	7	97	0	1
91576934	1	1	1	1	1	1	6	2	28	7	97	1	5
91576934	2	2	0	7	7	1	1	2	28	7	97	0	5
91577121	1	2	0	7	7	1	97	2	28	7	97	0	1
91577121	2	4	7	7	7	97	97	2	33	7	97	0	1
91577126	1	1	1	1	0	97	2	1	34	7	97	0	1
91577183	1	1	1	1	0	97	2	1	32	7	97	0	2
91577183	2	2	1	7	7	2	1	1	41	7	97	0	1
91577221	1	4	7	7	7	97	97	2	29	7	97	0	1
91577227	1	4	7	7	7	97	97	2	30	7	97	0	1
91577256	1	2	0	7	7	1	97	2	98	2	2	0	1
91577256	2	2	0	7	7	1	97	2	26	7	97	0	1
91577256	3	4	7	7	7	97	97	2	25	7	97	0	1
91577268	1	1	1	1	0	97	2	1	27	7	97	0	1
91577311	1	2	0	7	7	1	97	2	26	7	97	1	5
91577311	2	2	0	7	7	1	97	2	30	7	97	0	1
91577311	3	5	7	7	7	97	97	2	28	7	97	0	1
91577313	1	1	1	1	1	1	97	1	29	7	97	0	1
91577319	1	2	0	7	7	1	1	2	24	7	97	1	5
91577319	2	2	0	7	7	1	0	2	26	7	97	0	1
91577319	3	4	7	7	7	97	97	2	24	7	97	0	1
91577414	1	1	1	1	0	97	2	1	32	7	97	0	1
91577557	1	1	1	1	1	1	2	2	30	7	97	0	1
91577557	2	2	0	7	7	1	0	2	36	7	97	0	1
91577557	3	2	0	7	7	1	0	2	28	7	97	0	1
91577588	1	2	0	7	7	1	97	1	27	7	97	0	1
91577588	2	5	7	7	7	97	97	1	35	7	97	0	1
91577589	1	1	0	1	1	2	2	1	34	7	97	0	1
91577589	2	2	0	7	7	1	1	1	30	7	97	0	1
91577589	3	3	0	7	7	97	1	1	31	7	97	1	5
91577613	1	2	0	7	7	1	97	1	25	7	97	0	1
91577613	2	4	7	7	7	97	97	1	30	7	97	0	1
91577786	1	2	0	7	7	2	96	2	29	7	97	1	5
91577786	2	2	1	7	7	3	4	2	31	7	97	1	5
91577922	1	2	0	7	7	1	97	1	26	7	97	0	1
91577923	1	1	1	1	0	97	97	1	29	7	97	0	1
91577962	1	1	0	1	0	97	2	1	38	7	97	0	1
91577962	2	1	0	1	0	97	0	1	36	7	97	0	1
91577962	3	2	1	7	7	2	0	1	38	7	97	0	1
91578026	1	1	0	1	0	97	1	2	30	7	97	0	1
91578026	2	1	1	1	0	97	1	2	32	7	97	0	1
91578027	1	1	1	1	1	1	1	1	24	7	97	0	1
91578060	1	1	1	1	1	1	2	2	24	7	97	1	1
91578060	2	2	0	7	7	1	0	2	27	7	97	0	1
91578074	1	1	1	1	1	1	97	2	33	7	97	0	1
91578074	2	2	0	7	7	1	97	2	31	7	97	0	1
91578087	1	2	0	7	7	1	1	2	30	7	97	0	2
91578087	2	2	0	7	7	1	0	2	29	7	97	0	2
91578087	3	2	0	7	7	1	1	2	28	7	97	0	2
91578087	4	3	0	7	7	97	1	2	31	7	97	0	2
91578087	5	3	0	7	7	97	1	2	29	7	97	0	2
91578089	1	1	1	1	1	2	1	1	33	7	97	0	2
91578089	2	2	1	7	7	1	1	1	42	7	97	0	2
91578107	1	1	0	1	0	97	0	2	27	7	97	0	2
91578107	2	2	0	7	7	1	0	2	34	7	97	0	5
91578107	3	3	0	7	7	97	1	2	27	7	97	0	2
91578107	4	5	7	7	7	97	97	2	27	7	97	0	5
91578108	1	2	0	7	7	1	0	2	29	7	97	0	2
91578108	2	2	0	7	7	1	0	2	27	7	97	0	2
91578108	3	2	0	7	7	1	0	2	29	7	97	0	2
91578108	4	2	0	7	7	1	0	2	27	7	97	0	2
91578108	5	3	0	7	7	97	1	2	27	7	97	0	2
91578108	6	3	0	7	7	97	1	2	33	7	97	0	2
91578108	7	4	7	7	7	97	97	2	31	7	97	0	2
91578116	1	5	7	7	7	97	97	1	34	7	97	0	2
91578165	1	2	0	7	7	1	1	1	30	7	97	0	1
91578165	2	3	0	7	7	97	1	1	29	7	97	0	1
91578193	1	1	0	1	0	97	3	1	33	7	97	0	1
