AID	CLUSTER2	GSWGT4	GSWGT4_2	GSWGT134
92715259	222	4018.347775954	3309.815917735	3799.507282791
92715321	221	2119.233965424	1398.424948777	1828.039782238
92715352	222	 	1316.436800142	 
92715357	222	3779.362278977	3302.475610674	3601.92278909
92715399	228	5212.417396049	4252.067528239	4881.166186281
92715896	228	6747.637067374	5130.763969422	6321.119834938
92715931	227	9153.648399506	7467.155480288	8571.93038352
92715953	222	 	2084.939778766	2294.701736821
92715956	222	2877.754314275	2162.754455307	2601.054190043
92715980	223	 	4660.257694941	5604.696721054
92715984	223	5036.383857091	4108.466884236	4716.319649114
92715985	223	 	4108.466884236	 
92715998	228	5806.325728336	4978.132623942	5429.517567771
92716069	274	 	3364.03727045	 
92716164	274	 	3759.088660265	 
92716167	274	4272.250874472	3662.872606696	3994.998259169
92716332	277	5494.541262457	4326.699530278	5203.540288483
92716333	277	6606.014406666	5663.756628666	6177.309533102
92716339	277	 	4936.716116376	 
92716353	272	4128.524188187	3367.873734257	3866.154825187
92716360	274	4272.250874472	3662.872606696	3994.998259169
92716390	278	5788.090919758	4174.698120523	5520.983330093
92716883	273	7049.243023413	6043.764733641	6591.774320949
92716897	278	4361.564802295	3283.937651071	4053.288304017
92716901	276	4850.632354742	3956.93874068	4542.372729013
92716902	276	4850.632354742	3956.93874068	4542.372729013
92716936	277	5494.541262457	4326.699530278	5203.540288483
92716976	280	651.326774299	563.66967951	614.779608844
92716985	273	7128.667952618	5815.262903524	6675.638253745
92717166	294	1832.906787763	1479.728535137	1690.701053385
92717265	294	6793.008719596	5270.323542863	6592.819635347
92717368	294	7670.72303925	6576.599108894	7172.922679117
92717866	294	4844.044970793	3196.453742567	4178.447051167
92717911	295	8225.852120448	6254.768188624	7705.897113116
92717912	295	7232.73284861	6201.08224005	6763.356363712
92717915	295	7232.73284861	6201.08224005	6763.356363712
92717916	295	7603.396226026	5987.326204	7200.706428717
92717917	295	 	6254.768188624	7705.897113116
92717918	295	8225.852120448	6254.768188624	7705.897113116
92718020	251	 	7682.01001086	 
92718027	251	5988.330770598	4834.454200427	5523.727234499
92718100	256	1537.295373102	1241.077749125	1418.024595696
92718114	255	 	7177.880215009	 
92718115	255	5510.721255652	3636.375320229	4753.518416802
92718126	251	8358.284315102	6028.466778561	7972.567986852
92718190	258	9339.675930111	7101.696826582	8749.31626942
92718265	254	3752.697977415	3029.599932743	3461.545598395
92718269	254	6971.034697954	5027.903993752	6649.336870215
92718307	256	1746.824253254	1152.681892011	1506.80117421
92718324	251	 	1220.5897447	1595.571226796
92718344	259	7656.195744692	6245.597549521	7169.641443693
92718370	260	8336.205896202	6405.428474307	8012.759420701
92718390	258	4648.467524539	3985.427087274	4346.799898692
92718906	256	 	1366.623462195	 
92718922	251	12473.571519599	9484.646356014	11685.118739757
92718925	251	5565.158779353	4872.616376782	5362.841352322
92718929	251	 	7682.01001086	 
92718945	259	 	5308.739825055	 
92718978	260	8177.89679289	6641.104448413	7623.66407821
92719277	210	 	12675.52931184	13824.86451816
92719934	207	3644.919107827	2640.826738128	3492.458610886
92719939	207	 	2666.19339753	 
92719970	210	 	10256.701951449	 
92719971	210	8118.388856757	6622.634953524	7602.461998673
92719975	210	13025.141148485	10256.701951449	12335.305804767
92719979	210	14784.309202538	12675.52931184	13824.86451816
93316052	472	5308.280185988	4330.268298687	4970.936857588
93316956	472	5991.264254101	4717.846130506	5673.955920247
93374970	470	 	3082.792850759	 
93374973	470	4235.379407151	3220.495092144	3967.661643878
93374975	470	3260.18803103	2659.522177407	3053.001778032
93374978	470	3260.18803103	2659.522177407	3053.001778032
93500252	142	 	4553.953841041	 
93500376	150	 	1005.526524934	 
93500385	143	10351.859815572	7632.92940683	9637.760551163
93500455	142	 	446.098542953	 
93500514	145	7099.573778884	5634.332896558	6632.800149293
93500517	145	8718.755663128	6764.405160161	8461.815066693
93500915	145	6020.122569273	4770.706132637	5560.332474314
93503136	187	6384.177446342	4707.364341942	5943.779633823
93503201	186	4650.957122064	3485.172893141	4253.201834971
93503507	186	7763.164362017	6023.014189018	7534.384917052
93503804	186	 	4148.600998313	 
93504001	166	993.338764215	699.503388894	889.014952057
93504004	166	 	561.31299373	 
93504281	163	8493.798781542	6740.811685615	7935.359442822
93504600	166	6586.87463742	4854.385874945	5909.399738684
93504605	166	1681.825094492	1441.935702952	1572.681128084
93504704	166	 	881.762418106	 
93504823	161	8056.694731801	6250.748331911	7819.264984981
93504990	168	 	5595.021180114	6770.468666828
93504993	168	 	5436.895631012	 
93506053	172	1438.563955616	1023.697410842	1389.225173314
93506147	179	2709.137328684	2030.079343654	2477.448739074
93506150	172	6644.690380705	5273.330310448	6207.823838698
93506222	171	 	4821.470019476	 
93506226	171	 	4821.470019476	5762.816927212
93506242	179	2507.539888281	1987.124977142	2316.025182379
93506273	180	 	4853.226688678	5800.773788934
93506290	178	5530.493019827	4389.085841811	5166.881290349
93506340	179	 	2122.737338544	2568.699237386
93506487	173	7182.852133955	5268.526108296	6297.156534356
93506573	180	5135.97532896	4075.990426065	4798.301840318
93506722	171	6573.357615835	4821.470019476	5762.816927212
93506930	177	4984.093797788	3675.014615084	4640.277538859
93507256	192	7277.284538147	5337.791015561	6379.944766666
93507312	195	6356.228606136	5044.402530207	5938.327477223
93508228	151	 	6524.17228455	 
93508270	160	 	17141.87019066	 
93508287	153	4829.55275538	3636.298175114	4488.198750759
93508463	154	5515.555280177	3963.164724675	4957.652030743
93508564	154	 	520.150059705	 
93508623	151	 	4522.340378806	5405.285023099
93508767	154	4397.679494126	3556.21642615	4144.82576169
93508961	154	5369.111328268	4082.602259651	4806.08536529
93540151	142	6820.036406388	5002.40561778	5979.078508106
93540315	145	5815.159024606	4357.562125377	5317.839830595
93544901	166	6473.617714256	4558.683998507	5793.736386016
93544923	161	8004.137079027	6472.605335522	7543.922564063
93546224	171	6573.357615835	4821.470019476	5762.816927212
93546575	180	 	3110.541567153	 
93548877	160	25673.001668009	20223.355681548	24472.042477105
93570097	148	5862.59461728	4652.646868685	5477.14829986
93570194	148	 	5811.425030093	7032.336395028
93570198	148	 	4652.646868685	 
93570223	141	2338.892570755	1647.034565086	2093.254125946
93570226	141	1896.015632264	1427.560383497	1762.004770041
93570292	148	6580.109708817	4826.4225895	5768.736440192
93570295	148	5420.149993532	3996.540043252	5046.253399845
93570328	141	 	1907.798964179	 
93570335	147	5915.999653648	4336.518380794	5328.602768958
93570375	150	 	6058.970427711	 
93570384	143	1241.548341219	874.29113153	1111.156715924
93570396	148	 	4826.4225895	5768.736440192
93570432	147	5547.945845898	4396.524982009	5124.218501818
93570513	145	 	4937.838117418	6234.788621718
93570521	141	1166.577206622	765.895911427	1057.520677787
93570581	143	 	1415.980671094	1704.371041217
93570695	148	5521.856042781	4284.10577755	5359.127662737
93570696	148	 	3633.134910841	4872.401846931
93570721	141	2878.377602157	2233.175588033	2793.552188252
93570787	143	6947.1918821	5205.845634671	6353.059915488
93570929	141	2804.626523622	2101.633723764	2564.771586495
93570939	147	5801.945113797	4347.660343323	5305.755988877
93571010	135	3413.062463233	2708.659803184	3188.664829854
93571016	135	4009.136382977	3437.2878057	3748.958884056
93571060	134	7664.533157192	6037.571382393	7305.993409555
93571066	134	6153.063336503	4610.76913576	5626.846170943
93571114	135	3747.608291284	3057.138811639	3509.446285846
93571153	132	 	13361.618517513	17919.283577512
93571205	136	2937.454434128	2396.249890599	2750.778030262
93571216	135	3413.062463233	2708.659803184	3188.664829854
93571350	132	 	8114.280505709	 
93571366	134	 	4763.393314958	 
93571452	132	11258.365339851	8436.403233515	10295.536782109
93571469	134	 	4471.441673022	5263.831502483
93571506	136	4022.824690386	2950.688182791	3526.78244146
93571707	136	2553.39732448	1981.041183514	2478.149037129
93571765	134	 	8323.193746446	 
93571769	134	 	4471.441673022	5263.831502483
93571806	136	2747.112056128	2025.579245725	2557.608842842
93571857	132	12189.615294144	8987.995847534	11348.742690568
93571862	134	5634.265961635	4471.441673022	5263.831502483
93571911	135	 	3390.140285007	4546.521445359
93572076	120	5121.393522349	4058.499341762	4730.244341104
93572102	116	7355.787389707	5512.024760816	6726.711857896
93572115	115	 	3708.481674726	 
93572118	115	5920.359835408	4365.369072978	5511.957415087
93572140	119	5800.153173121	4346.317560987	5304.117297061
93572146	119	 	5081.134461243	 
93572164	114	5908.313595059	4688.930165193	5519.861405192
93572169	114	5908.313595059	4688.930165193	5519.861405192
93572199	118	3573.666451512	2836.117642578	3338.709634036
93572200	116	 	5575.49138349	6746.835891928
93572215	115	 	4926.749903258	 
93572225	111	2550.136169371	1880.339350165	2374.220885052
93572227	111	1661.803558224	1318.833319765	1552.545438977
93572276	120	6588.896003446	4734.406399525	5922.423399369
93572283	113	2032.594620998	1490.881007795	1781.96157468
93572284	113	1292.419145457	1043.386113063	1192.147044916
93572286	113	 	1174.99990652	 
93572287	113	2137.799854867	1683.419449606	2024.578057048
93572288	113	 	2315.958164158	 
93572322	111	 	1306.028089922	1751.515931459
93572342	119	6564.156773392	5209.41757891	6132.585051237
93572363	114	 	4192.364162881	 
93572365	114	5030.715394909	3769.742972745	4600.482736626
93572369	114	 	4673.707195969	5655.597558899
93572376	120	5021.420274387	3762.777717803	4591.98254567
93572380	113	 	555.426976972	 
93572383	113	1839.989885218	1348.740774994	1657.298135774
93572388	113	1919.994701437	1260.539022573	1740.50554604
93572389	113	1247.919198612	988.926006963	1152.608699494
93572390	118	4221.714995857	3275.397523006	4097.30160352
93572393	118	4444.139455464	3259.716936026	3896.146167241
93572443	119	 	1563.344695145	2158.608391764
93572448	119	 	4985.46874688	6032.856508242
93572462	114	 	4476.002171821	5138.23223778
93572668	114	5030.715394909	3769.742972745	4600.482736626
93572802	116	5708.409216721	4523.685779558	5272.426396501
93572804	116	 	5575.49138349	6746.835891928
93572808	116	6008.359271385	4768.327980166	5613.329407292
93572864	114	 	4213.984409394	 
93572910	115	6545.728265984	4801.20426037	5738.594468263
93572916	115	 	4926.749903258	 
93572948	119	 	4985.46874688	6032.856508242
93572964	114	 	4297.402483045	 
93572971	120	6280.492630399	4331.872521506	5999.106463518
93572975	120	 	1945.250105588	2390.273530226
93572986	113	 	868.87110363	 
93572988	113	2032.594620998	1490.881007795	1781.96157468
93572993	118	 	1969.469018556	2383.231064042
93573039	187	 	3906.236444293	4726.890319077
93573118	185	3497.428887909	2578.824315865	3256.16679195
93573138	187	 	4944.021790159	 
93573190	188	5868.239561416	4552.845784883	5695.303304089
93573223	181	3016.789178992	2171.713258925	3007.55365811
93573313	185	 	2034.098208516	 
93573327	181	 	4794.438382999	 
93573336	187	 	3038.155664396	 
93573610	185	 	1909.818414867	 
93573618	185	3324.707788462	2712.154640363	3113.42127908
93573631	187	1092.111725562	800.534626276	983.676454621
93573639	187	5434.21561119	4072.103966247	4969.475142975
93573694	188	5618.549183127	3956.549704742	5028.470057356
93573916	185	5290.555076276	4022.828894407	4956.139800728
93573933	187	 	4072.103966247	 
93573940	189	3833.341245136	2872.496272719	3505.509423111
93573942	189	3181.962460687	2595.709097552	2979.747473964
93573949	189	3690.424894907	2924.513990467	3408.566711233
93573950	182	5510.561807879	4190.117472656	5162.239936386
93573951	182	4005.976502694	3108.017838016	3887.920895716
93573959	182	4463.901623019	3537.46333291	4122.96873876
93573994	188	6482.43822577	5615.214127723	7530.57080407
93573999	188	 	5527.389620406	 
93574023	161	1681.945151025	1160.095618477	1606.588626178
93574088	163	 	7688.253356514	 
93574109	166	1096.631805291	780.374856009	1059.020354167
93574203	166	 	1420.481037491	1709.787989568
93574235	167	 	4761.558001061	 
93574247	169	 	4121.503267023	4987.382144108
93574299	168	 	6382.755632031	 
93574300	166	 	6569.719601856	8810.659308683
93574305	166	1092.043254412	956.146635985	1052.34279119
93574426	161	8416.115176944	6306.576412215	7696.359173919
93574434	167	 	4809.921091646	5820.428375973
93574441	169	 	6689.154477575	 
93574494	168	 	4989.728266509	 
93574504	166	993.338764215	699.503388894	889.014952057
93574520	161	8329.578121507	6141.80281832	7754.981313264
93574605	166	5351.248691641	3513.268963846	4850.991525692
93574632	167	2323.084953195	1712.063976294	2084.150431126
93574688	163	 	7390.081273518	8942.649562347
93574705	166	 	4558.683998507	 
93574791	168	8980.890687404	6622.047231	8361.364578292
93574818	165	1877.107256377	1310.932601779	1610.840420439
93574847	169	 	6689.154477575	 
93574885	163	 	8222.85604852	9950.38042505
93574894	168	8054.357188692	6382.755632031	7439.201331977
93574909	166	 	699.503388894	 
93574917	165	 	2787.878621816	3441.014115216
93574932	167	4742.159622935	3339.401266132	4244.121906548
93575016	125	 	5213.468305932	6308.756066245
93575070	130	 	2680.381753954	 
93575084	123	2829.608462445	2074.146353318	2548.657939618
93575117	125	5485.233992481	4255.692733808	5323.5848595
93575122	121	5727.541892288	4312.417978583	5322.717789395
93575124	121	 	7020.035618692	8449.794309382
93575154	122	 	4928.119658803	6824.834837899
93575158	122	 	5679.512641403	6872.710780461
93575181	123	 	2253.761178744	3121.179856402
93575184	123	3105.68254572	2210.036730407	2999.166186524
93575233	127	 	2884.171548062	3519.757583543
93575244	129	1024.959287341	827.462430145	945.438010461
93575248	129	1949.754716676	1436.927568421	1749.218050663
93575249	129	1119.261147036	979.977465365	1078.571196502
93575250	122	 	5500.282006578	 
93575275	130	3363.060771581	2761.160175172	3250.468859107
93575287	123	5010.25081499	3672.590605748	4512.785315913
93575290	128	1555.429805195	1171.124294242	1445.491634974
93575309	126	3617.807915983	2866.967941746	3341.495893081
93575329	121	2812.837191061	2028.777069616	2683.030978159
93575336	127	5144.081074843	3773.114765636	4509.780119317
93575354	122	5105.401081002	3764.460371288	4753.216717863
93575384	123	 	4401.613129498	5326.339761266
93575385	123	4764.100142009	3780.8644559	4450.876224028
93575389	123	5161.929056612	3868.067314376	4720.474852674
93575395	128	5532.665823271	4058.13648879	4850.449667024
93575398	128	3991.439080287	3167.668541111	3729.015086281
93575400	126	4104.291389898	3184.294976179	3983.338455969
93575403	126	3766.762936835	3072.764353528	3527.383646013
93575407	126	 	4573.150386771	6133.057796534
93575425	121	5727.541892288	4312.417978583	5322.717789395
93575621	121	 	3864.757637931	5352.21025331
93575624	121	 	2985.590005419	3593.660033685
93575625	121	5727.541892288	4312.417978583	5322.717789395
93575800	126	 	2973.486418421	 
93575809	126	2953.083575221	2343.613356571	2758.928041126
93575820	121	1287.85489699	1039.701338287	1187.936912823
93575835	127	5144.081074843	3773.114765636	4509.780119317
93575924	121	1287.85489699	1039.701338287	1187.936912823
93575946	129	1024.959287341	827.462430145	945.438010461
93575948	129	 	2465.503240623	2967.648083852
93575964	124	 	4694.584689827	5680.861166212
93575979	130	 	4174.594837053	 
93575980	123	7983.51616375	5855.802480728	6999.093123474
93575983	123	 	2910.885577007	3392.682582587
93575989	123	 	2910.885577007	 
93575998	128	 	3859.803105916	5176.386851459
93576009	176	5603.306240349	4347.298526379	5438.177533567
93576037	177	5428.940414305	4068.151022217	4964.651087091
93576040	179	2833.343545163	2429.205765735	2649.470469581
