AID	PTNR_ID	H4TR25	H4TR26	H4TR27Y	H4TR28Y	TSDURATN	H4TR29
92578902	1	2	8	9996	9996	998	7
92578902	2	2	8	9996	9996	998	7
92578902	3	4	8	9996	9917	998	7
92578907	1	2	8	1998	2000	24	7
92578907	2	2	8	2001	2004	36	7
92578907	3	2	8	2006	9917	25	7
92578907	4	3	8	2005	2005	5	7
92578930	1	1	1	1997	2005	99	1
92578930	2	2	8	2007	2007	2	7
92578930	3	2	8	2008	9917	5	7
92578935	1	4	8	2007	9917	3	7
92578984	1	2	8	1996	2001	64	7
92578984	2	2	8	2002	2008	72	7
92578995	1	2	8	1996	9917	150	7
92578995	1	1	1	1996	9917	147	7
92579175	1	2	8	1999	2004	65	7
92579175	1	1	1	2004	9917	46	7
92579179	1	2	8	1998	2006	106	7
92579179	1	1	1	2006	9917	18	7
92579232	1	3	8	1999	2001	23	7
92579232	2	5	8	2002	2003	8	7
92579235	1	3	8	1992	9998	998	7
92579235	2	4	8	2004	9917	44	7
92579238	1	2	8	2006	9917	22	7
92579238	1	1	1	2007	9917	10	7
92579238	2	2	8	2005	2006	17	7
92579261	1	1	1	2005	9917	40	7
92579267	1	2	8	2001	2007	73	7
92579291	1	3	8	2002	2007	56	7
92579291	2	4	8	2007	9917	13	7
92579292	1	2	8	1999	9917	105	7
92579292	1	1	1	2000	9917	91	7
92579297	1	2	8	1998	9917	115	7
92579297	1	1	1	1999	9917	109	7
92579297	2	2	8	1997	1998	8	7
92579299	1	2	8	1994	2001	81	7
92579299	1	1	1	1998	2001	30	1
92579299	2	2	8	2002	2004	21	7
92579299	2	1	1	2002	2004	18	1
92579299	3	2	8	2004	2005	19	7
92579299	3	1	1	2004	2005	12	1
92579299	4	2	8	2006	9917	28	7
92579299	4	1	1	2007	9917	6	7
92579335	1	2	8	2007	9917	12	7
92579335	2	3	8	2005	2006	3	7
92579371	1	2	8	1998	1999	11	7
92579371	1	1	1	1999	9917	104	7
92579371	2	3	8	1997	1997	12	7
92579376	1	2	8	1999	2003	84	7
92579376	2	4	8	2006	9917	22	7
92579934	1	2	8	2006	9917	17	7
92579935	1	4	8	2002	9917	79	7
92579937	1	2	8	2007	9917	19	7
92579937	2	2	8	1999	2001	21	7
92579942	1	2	8	2005	9917	34	7
92579942	1	1	1	2007	9917	11	7
92579943	1	2	8	1994	9917	120	7
92579943	1	1	1	1997	2002	61	1
92579943	2	2	8	2004	2007	42	7
92579943	2	1	1	2004	2008	40	1
92579943	3	2	8	9998	9998	9	7
92579949	1	2	8	1999	9917	102	7
92579949	1	1	1	2007	9917	5	7
92579960	1	2	8	9998	9998	3	7
92579960	2	2	8	9998	9998	6	7
92579960	3	2	8	2002	9917	68	7
92579962	1	2	8	2002	9917	75	7
92579962	1	1	1	2002	9917	74	7
92579963	1	2	8	2000	2007	80	7
92579963	1	1	1	2002	2007	58	1
92579965	1	3	8	1999	2004	65	7
92579965	2	4	8	2005	9917	33	7
92579968	1	2	8	2000	2001	9	7
92579968	2	2	8	2002	2002	5	7
92579968	3	2	8	2002	2003	15	7
92579968	4	4	8	2007	9917	8	7
92579970	1	2	8	2006	2007	2	7
92579970	1	1	1	2006	2007	6	1
92579970	2	2	8	2007	9917	15	7
92579970	3	2	8	2005	2005	1	7
92579970	4	3	8	1999	2000	14	7
92579970	5	3	8	2000	2002	26	7
92579970	6	3	8	1996	1997	15	7
92579979	1	2	8	1995	9917	148	7
92579979	1	1	1	2000	9917	99	7
92579982	1	1	1	1998	9917	119	7
92579984	1	2	8	2002	2002	9	7
92579984	2	2	8	2005	2005	3	7
92579984	3	4	8	2008	9917	2	7
92579987	1	2	8	2008	9917	7	7
92579987	2	2	8	2002	2004	25	7
92579987	3	3	8	2005	2006	15	7
92579992	1	2	8	1998	2004	66	7
92579992	2	5	8	2007	2007	2	7
92579993	1	2	8	2002	9917	79	7
92579993	1	1	1	2003	9917	62	7
92579994	1	2	8	2001	2008	82	7
92579994	1	1	1	2003	9917	57	7
92579996	1	5	8	2008	2008	1	7
92579998	1	5	8	2007	2007	3	7
92608078	1	2	8	2000	2003	43	7
92608078	1	1	1	2003	9917	58	7
92608972	1	2	8	9998	9998	12	7
92608972	2	2	8	2006	9917	25	7
92614170	1	2	8	1999	9917	104	7
92614170	1	1	1	2005	9917	35	7
92614372	1	2	8	9998	1999	60	7
92614372	2	2	8	9998	2006	48	7
92614372	3	2	8	2007	9917	12	7
92619168	1	4	8	2007	9917	2	7
92619265	1	2	8	2003	9917	53	7
92619368	1	1	1	2004	2005	12	1
92619368	2	2	8	9998	9998	998	7
92619368	3	2	8	9998	9998	998	7
92619368	4	2	8	9998	9998	998	7
92619368	5	2	8	9998	9998	998	7
92619368	6	2	8	9998	9998	998	7
92619368	7	4	8	2008	9917	1	7
92619869	1	2	8	2003	9917	53	7
92619869	1	1	1	2004	9917	43	7
92619969	1	2	8	1997	2000	42	7
92619969	2	2	8	2001	2001	6	7
92619969	3	2	8	2005	9917	36	7
92619969	4	2	8	2002	2004	27	7
92619969	5	3	8	2000	2000	3	7
92624977	1	2	8	2003	2003	8	7
92624977	3	4	8	2004	9917	42	7
92676153	1	2	8	2007	9917	8	7
92676351	1	1	1	2003	2005	20	1
92676351	2	5	8	2007	2007	4	7
92676421	1	2	8	2002	2003	11	7
92676421	1	1	1	2002	2003	13	2
92676421	2	2	8	2000	2000	3	7
92676421	3	2	8	2007	9917	15	7
92676457	1	2	8	1997	9917	125	7
92676556	1	1	1	2000	9917	94	7
92676556	2	2	8	1996	1997	16	7
92676556	3	5	8	2000	9917	94	7
92678179	1	2	8	1998	9917	103	7
92678476	1	2	8	2004	9917	50	7
92678476	1	1	1	2006	9917	20	7
92678476	2	2	8	2001	2002	4	7
92710091	1	2	8	2002	9917	71	7
92710091	1	1	1	2004	9917	45	7
92710098	1	2	8	2005	9917	37	7
92710098	1	1	1	2005	9917	34	7
92710098	2	2	8	2000	2002	18	7
92710191	1	1	1	2002	9917	67	7
92710199	1	2	8	2005	9917	39	7
92710199	1	1	1	2008	9917	5	7
92710210	1	5	8	2008	2008	1	7
92710291	1	2	8	2003	9917	69	7
92710291	1	1	1	2004	9917	53	7
92710392	1	2	8	2004	2006	30	7
92710392	2	2	8	2007	2008	18	7
92710398	1	2	8	2007	9917	7	7
92710398	1	1	1	2008	9917	1	7
92710581	1	2	8	2004	9917	50	7
92710581	1	1	1	2005	9917	40	7
92710581	2	2	8	1999	2001	33	7
92710581	3	2	8	1997	1999	34	7
92710936	1	1	1	2006	9917	28	7
92710999	1	2	8	2008	9917	1	7
92710999	2	3	8	2001	2002	12	7
92711067	1	2	8	2006	9917	14	7
92711067	1	1	1	2007	9917	7	7
92711067	2	2	8	2001	2001	2	7
92711067	3	2	8	2003	2004	8	7
92711076	1	2	8	1998	9917	114	7
92711076	1	1	1	2001	9917	87	7
92711076	2	2	8	1994	1998	47	7
92711076	3	2	8	1996	1996	2	7
92711076	5	3	8	2001	9917	87	7
92712148	1	2	8	2004	2004	6	7
92712148	2	4	8	2008	9917	3	7
92712217	1	2	8	2000	2002	22	7
92712217	2	2	8	2002	9917	65	7
92712242	1	2	8	2001	2004	35	7
92712276	1	2	8	2002	9917	72	7
92712276	1	1	1	2004	9917	53	7
92712276	2	2	8	2002	9917	72	7
92712276	2	1	1	2004	9917	53	7
92712276	3	2	8	1999	1999	8	7
92712276	4	2	8	1998	1998	3	7
92712276	5	2	8	9998	9998	12	7
92712276	6	2	8	1992	1993	7	7
92712276	7	3	8	2002	9917	72	7
92712276	8	3	8	1993	1997	48	7
92712391	1	2	8	2000	9917	95	7
92712391	1	1	1	2000	9917	94	7
92712919	1	1	1	1998	2002	50	1
92712919	2	2	8	2006	9917	17	7
92712919	3	2	8	2002	2002	2	7
92712996	1	2	8	2000	9917	89	7
92712996	1	1	1	2003	9917	58	7
92712998	1	2	8	1999	2000	19	7
92712998	2	2	8	2004	2004	5	7
92712998	3	3	8	2005	2007	25	7
92712998	4	3	8	2001	2002	9	7
92713132	1	2	8	2008	9917	2	7
92713191	1	4	8	2003	9917	63	7
92713198	1	2	8	2002	9917	70	7
92713198	1	1	1	2003	9917	60	7
92713293	1	1	1	1998	2002	54	1
92713293	2	2	8	2003	9917	59	7
92713293	2	1	1	2004	9917	50	7
92713391	1	1	1	2002	9917	73	7
92713399	1	2	8	2004	9917	47	7
92713399	1	1	1	2006	9917	23	7
92713936	1	2	8	2008	9917	1	7
92714112	1	2	8	2004	9917	45	7
92714112	1	1	1	2006	9917	25	7
92714112	2	2	8	2002	2003	11	7
92714112	3	3	8	1995	1999	53	7
92714199	1	2	8	2000	2002	24	7
92714199	2	2	8	2003	2003	3	7
92714199	3	2	8	2004	9917	45	7
92714212	1	2	8	2005	9917	36	7
92714212	2	3	8	9998	2000	998	7
92714212	3	3	8	9998	2004	998	7
92714249	1	4	8	2007	9917	13	7
92714330	1	2	8	2005	9917	29	7
92714330	1	1	1	2006	9917	18	7
92714331	1	2	8	2001	9917	88	7
92714687	1	3	8	1997	9917	128	7
92714880	1	2	8	2004	2007	33	7
92714895	1	2	8	2005	2008	36	7
92714895	2	2	8	2006	2007	6	7
92714895	3	2	8	2007	2007	2	7
92714895	4	2	8	2003	2004	17	7
92714895	5	2	8	1999	2001	28	7
92714895	6	3	8	2005	2005	1	7
92714895	7	3	8	2004	2004	1	7
92714917	1	2	8	2000	2004	48	7
92714917	2	3	8	1997	9917	135	7
92714927	1	1	1	2007	9917	8	7
92714932	1	2	8	2004	9917	56	7
92714932	1	1	1	2005	9917	45	7
92714942	1	2	8	2000	9917	92	7
92715259	1	2	8	2003	9917	58	7
92715259	1	1	1	2004	9917	39	7
92715259	2	2	8	1999	2001	30	7
92715321	1	2	8	2007	9917	14	7
92715352	1	2	8	1998	9917	128	7
92715352	1	1	1	2000	9917	96	7
92715357	1	2	8	2001	2005	48	7
92715357	2	2	8	2005	2007	27	7
92715357	3	5	8	2007	2007	2	7
92715399	1	4	8	2007	9917	14	7
92715896	1	5	8	2002	2005	42	7
92715931	1	2	8	2003	2005	31	7
92715931	1	1	1	2003	2005	24	1
92715931	2	2	8	2007	9917	6	7
92715953	1	4	8	2004	9917	43	7
92715956	1	1	1	2007	9917	13	7
92715956	2	2	8	1998	2003	54	7
92715956	3	2	8	1996	1999	32	7
92715956	4	2	8	2003	2004	12	7
92715956	5	2	8	2002	2002	1	7
92715956	6	2	8	2000	2000	1	7
92715956	7	2	8	2003	2003	2	7
92715956	8	2	8	2008	2008	1	7
92715956	9	2	8	2003	2003	1	7
92715956	10	2	8	2007	2007	2	7
92715956	11	2	8	2002	2002	1	7
92715956	12	2	8	2001	2001	1	7
92715956	13	2	8	2007	2007	3	7
92715956	14	2	8	1999	1999	1	7
92715956	15	2	8	2004	2004	1	7
92715956	16	2	8	1997	1997	1	7
92715956	17	2	8	2007	2007	1	7
92715956	18	2	8	1996	1996	1	7
92715956	19	2	8	2002	2002	1	7
92715956	20	2	8	2008	9917	1	7
92715956	21	2	8	2001	2001	1	7
92715956	22	4	8	2008	9917	1	7
92715956	23	4	8	2008	9917	1	7
92715956	24	4	8	2008	9917	1	7
92715956	25	4	8	2008	9917	1	7
92715956	26	4	8	2008	9917	1	7
92715956	27	4	8	2008	9917	1	7
92715980	1	1	1	2002	9917	71	7
92715980	2	1	1	2001	2001	3	3
92715984	1	1	1	2001	9917	75	7
92715985	1	2	8	9998	9998	2	7
92715985	2	2	8	1996	2004	97	7
92715985	3	2	8	9998	9998	1	7
92715985	4	2	8	2004	2005	6	7
92715985	5	2	8	2005	2006	22	7
92715985	6	2	8	2007	9917	18	7
92715998	1	1	1	2000	9917	95	7
92716069	1	2	8	2000	2002	21	7
92716069	2	2	8	2004	2007	33	7
92716069	3	4	8	2008	9917	2	7
92716164	1	1	1	2000	9917	103	7
92716167	1	2	8	2004	2004	6	7
92716167	2	2	8	2008	2008	2	7
92716167	3	2	8	2006	2007	11	7
92716332	1	4	8	2003	9917	67	7
92716339	1	2	8	2002	9917	77	7
92716339	1	1	1	2005	9917	36	7
92716339	2	2	8	1999	2000	14	7
92716339	3	2	8	2000	2001	8	7
92716339	4	2	8	1996	1998	24	7
92716353	1	2	8	2005	9917	36	7
92716353	1	1	1	2006	9917	17	7
92716360	1	2	8	1999	2000	17	7
92716360	1	1	1	2000	2001	8	2
92716360	2	2	8	2001	2004	37	7
92716360	3	2	8	2007	9917	7	7
92716390	1	2	8	2002	2007	18	7
92716883	1	2	8	2000	2001	12	7
92716883	2	2	8	2002	9917	77	7
92716897	1	2	8	2001	9917	89	7
92716897	1	1	1	2008	9917	7	7
92716897	2	2	8	1998	2000	28	7
92716901	1	5	8	2006	2007	6	7
92716902	1	2	8	9998	9998	998	7
92716902	2	2	8	9998	9998	998	7
92716902	3	2	8	2006	9917	25	7
92716936	1	4	8	2007	9917	12	7
92716976	1	2	8	2004	2005	18	7
92716976	2	3	8	1993	1993	3	7
92716976	3	4	8	2007	9917	7	7
92716985	1	2	8	2000	9917	92	7
92716985	1	1	1	2001	9917	84	7
92717166	1	2	8	2003	9917	63	7
92717166	2	3	8	1992	1996	51	7
92717265	1	2	8	2003	9917	56	7
92717265	1	1	1	2004	9917	49	7
92717368	1	2	8	1997	9917	136	7
92717368	1	1	1	2000	9917	103	7
92717866	1	2	8	2004	2007	48	7
92717866	2	4	8	2004	9917	50	7
92717911	1	2	8	2008	2008	1	7
92717912	1	5	8	2006	2008	23	7
92717915	1	2	8	2005	9917	30	7
92717916	1	1	1	2001	9917	82	7
92717917	1	4	8	2007	9917	9	7
92717918	1	2	8	2005	9917	28	7
92718020	1	2	8	1998	9917	127	7
92718020	1	1	1	2002	9917	70	7
92718027	1	2	8	2008	9917	1	7
92718100	1	2	8	2004	2004	40	7
92718100	1	1	1	2007	9917	11	7
92718114	1	4	8	2008	9917	8	7
92718115	1	2	8	2003	2003	1	7
92718115	2	4	8	2003	9917	3	7
92718115	3	5	8	2005	9917	33	7
92718126	1	2	8	2006	9917	36	7
92718126	1	1	1	2006	9917	25	7
92718126	2	2	8	2004	2006	3	7
92718126	3	3	8	1999	2001	15	7
92718126	4	3	8	1995	1997	26	7
92718190	1	2	8	2005	9917	32	7
92718190	1	1	1	2005	9917	30	7
92718190	2	2	8	9998	9998	12	7
92718265	1	2	8	2006	2007	22	7
92718265	2	3	8	1997	2001	56	7
92718269	1	2	8	2006	2008	18	7
92718269	2	2	8	2008	9917	2	7
92718307	1	2	8	2006	2007	13	7
92718324	1	2	8	2003	2007	42	7
92718344	1	2	8	2007	9917	7	7
92718344	2	3	8	2002	2005	36	7
92718370	1	2	8	1999	9917	105	7
92718370	1	1	1	2005	9917	36	7
92718390	1	3	8	1999	9917	112	7
92718906	1	2	8	2000	9917	84	7
92718906	2	3	8	1998	2000	20	7
92718922	1	1	1	2004	9917	34	7
92718925	1	2	8	2000	2000	8	7
92718925	2	3	8	1998	1999	8	7
92718925	3	3	8	2001	9917	84	7
92718929	1	2	8	2007	9917	7	7
92718929	2	2	8	2000	2002	24	7
92718929	3	2	8	2005	2006	12	7
92718929	4	2	8	2007	2007	1	7
92718929	5	3	8	1995	1998	36	7
92718929	6	3	8	2007	2007	3	7
92718945	1	2	8	2003	9917	59	7
92718945	1	1	1	2006	9917	19	7
92718945	2	2	8	2001	2003	36	7
92718978	1	3	8	1999	2006	81	7
92718978	2	5	8	2008	2008	1	7
92719277	1	4	8	2007	9917	6	7
92719934	1	5	8	2005	2005	6	7
92719939	1	2	8	2002	9917	78	7
92719939	1	1	1	2002	9917	76	7
92719970	1	4	8	2007	9917	12	7
92719971	1	2	8	2007	9917	8	7
92719975	1	2	8	2007	9917	14	7
93316052	1	2	8	2004	2007	39	7
93316052	2	2	8	1999	1999	4	7
93316052	3	4	8	2008	9917	1	7
93316052	4	4	8	2008	9917	1	7
93316052	5	4	8	2008	9917	1	7
93316956	1	2	8	2005	2005	2	7
93316956	2	2	8	2008	9917	2	7
93374970	1	2	8	2005	2006	18	7
93374970	1	1	1	2007	9917	12	7
93374973	1	2	8	2003	2006	41	7
93374973	2	2	8	2006	2008	19	7
93374973	3	4	8	2008	9917	3	7
93374973	4	4	8	2008	9917	1	7
93374975	1	2	8	2006	9917	30	7
93374975	1	1	1	2008	9917	3	7
93374975	2	2	8	2005	2005	4	7
93374975	3	2	8	2001	2002	13	7
93374978	1	1	1	2004	9917	39	7
93500252	1	1	1	1997	9917	129	7
93500376	1	1	1	2001	9917	79	7
93500385	1	5	8	2007	2008	7	7
93500455	1	3	8	2007	9917	4	7
93500455	2	3	8	2006	2007	11	7
93500455	3	4	8	1995	9917	2	7
93500514	1	1	1	2000	9917	90	7
93500517	1	2	8	1999	2003	44	7
93500517	2	3	8	2003	2005	17	7
93500517	3	4	8	2007	9917	14	7
93500915	1	4	8	2000	9917	89	7
93503136	1	2	8	2003	9917	61	7
93503136	1	1	1	2003	9917	60	7
93503201	1	2	8	2000	9917	94	7
93503201	1	1	1	2000	9917	93	7
93503507	1	2	8	2003	2003	2	7
93503507	2	5	8	2006	2008	24	7
93503804	1	2	8	2006	2007	6	7
93503804	1	1	1	2006	9917	22	7
93503804	2	2	8	2000	2002	12	7
93503804	3	2	8	2007	9917	8	7
93504001	1	2	8	2000	9917	91	7
93504001	1	1	1	2001	9917	76	7
93504004	1	5	8	2005	2005	1	7
93504281	1	2	8	2004	9917	39	7
93504281	1	1	1	2005	9917	30	7
93504281	2	2	8	2003	2004	9	7
93504600	1	2	8	1998	1999	4	7
93504600	2	2	8	2008	9917	1	7
93504605	1	1	1	2002	9917	64	7
93504704	1	3	8	2001	2005	54	7
93504704	2	5	8	2008	2008	0	7
93504823	1	2	8	1998	2003	66	7
93504823	1	1	1	1999	2003	54	1
93504823	2	2	8	2003	9917	55	7
93504823	2	1	1	2004	9917	45	7
93504823	3	2	8	1998	1999	3	7
93504823	4	2	8	1998	1998	3	7
93504990	1	2	8	1998	9917	129	7
93504990	1	1	1	2003	9917	67	7
93504993	1	2	8	2002	2002	8	7
93504993	2	2	8	1998	1998	5	7
93504993	3	2	8	2005	2006	12	7
93504993	4	2	8	1997	1998	12	7
93504993	5	2	8	2006	2006	3	7
93504993	6	3	8	1999	2000	12	7
93504993	7	3	8	2001	2002	15	7
93504993	8	3	8	2001	2002	15	7
93506053	1	2	8	2002	2003	3	7
93506053	2	3	8	2005	2008	33	7
93506147	1	2	8	2006	2006	9	7
93506150	1	1	1	1998	9917	112	7
93506222	1	2	8	9998	2007	96	7
93506222	1	1	1	2000	2007	88	1
93506222	2	2	8	9998	9998	18	7
93506222	3	4	8	2008	9917	4	7
93506226	1	1	1	2005	9917	46	7
93506242	1	2	8	1998	9917	121	7
93506242	1	1	1	2004	9917	50	7
93506242	2	2	8	9998	9998	6	7
93506273	1	2	8	2004	9917	54	7
93506273	1	1	1	2004	9917	46	7
93506273	2	2	8	1998	1998	3	7
93506290	1	1	1	2007	9917	10	7
93506340	1	2	8	1994	9917	120	7
93506340	1	1	1	2004	9917	48	7
93506487	1	2	8	2004	9917	47	7
93506487	1	1	1	2006	9917	21	7
93506573	1	2	8	2005	9917	28	7
93506573	1	1	1	2007	9917	10	7
93506573	2	2	8	1998	2002	54	7
93506722	1	2	8	2007	9917	3	7
93506930	1	2	8	2007	2007	998	7
93506930	2	4	8	9996	9917	998	7
93506930	3	4	8	9996	9917	998	7
93507256	1	2	8	2003	2004	12	7
93507312	1	2	8	2003	9917	61	7
93507312	1	1	1	2003	9917	57	7
93508228	1	2	8	1997	1999	17	7
93508228	1	1	1	1999	9917	109	7
93508270	1	2	8	2000	9917	101	7
93508270	1	1	1	2000	9917	91	7
93508270	2	3	8	1993	1995	21	7
93508287	1	2	8	2001	9917	85	7
93508287	1	1	1	2003	9917	62	7
93508287	2	2	8	9998	9998	998	7
93508287	3	3	8	9998	9998	998	7
93508463	1	2	8	1997	2007	117	7
93508463	1	1	1	1998	2007	105	1
93508463	2	2	8	1996	1996	3	7
93508463	3	2	8	2007	9917	14	7
93508564	1	3	8	1999	2001	20	7
93508564	2	3	8	2000	2000	6	7
93508623	1	2	8	2000	9917	96	7
93508767	1	1	1	1999	9917	101	7
93508961	1	2	8	1998	9917	112	7
93508961	1	1	1	1999	9917	105	7
93540151	1	2	8	2002	9917	69	7
93540151	1	1	1	2007	9917	10	7
93540315	1	2	8	2004	9917	41	7
93544901	1	4	8	2005	9917	30	7
93544923	1	2	8	1999	2003	43	7
93544923	1	1	1	2000	2003	32	1
93544923	2	2	8	2004	2005	14	7
93544923	3	3	8	2006	2006	2	7
93544923	4	4	8	2007	9917	20	7
93546224	1	5	8	2006	2007	9	7
93546575	1	2	8	1997	2003	60	7
93546575	2	2	8	1999	2001	48	7
93546575	3	2	8	2004	2005	15	7
93546575	4	3	8	2006	2006	1	7
93546575	5	4	8	2007	9917	9	7
93548877	1	1	1	2002	9917	67	7
93548877	2	3	8	1995	1996	2	7
93570097	1	1	1	2005	9917	39	7
93570194	1	2	8	1998	2006	102	7
93570194	1	1	1	1998	2008	120	1
93570194	2	4	8	2007	9917	8	7
93570198	1	2	8	1997	9917	139	7
93570198	1	1	1	2001	9917	91	7
93570223	1	2	8	1999	2003	43	7
93570226	1	2	8	1998	1998	2	7
93570226	2	3	8	2000	2001	18	7
93570226	3	3	8	2002	2004	21	7
93570226	4	3	8	2006	9917	21	7
93570292	1	1	1	2002	9917	67	7
93570295	1	2	8	2006	9917	16	7
93570295	1	1	1	2007	9917	9	7
93570295	2	2	8	1999	2001	24	7
93570335	1	5	8	2008	2008	1	7
93570375	1	1	1	1999	9917	109	7
93570384	1	2	8	1999	9917	108	7
93570384	1	1	1	2001	9917	81	7
93570384	2	3	8	1994	1996	21	7
93570396	1	2	8	2004	9917	54	7
93570432	1	2	8	2001	9917	88	7
93570432	1	1	1	2002	9917	76	7
93570513	1	1	1	2000	9917	98	7
93570521	1	2	8	2005	9917	41	7
93570581	1	2	8	2004	9917	46	7
93570581	1	1	1	2006	9917	16	7
93570581	2	2	8	2002	2002	3	7
93570581	3	2	8	2001	2001	3	7
93570695	1	2	8	2002	9917	74	7
93570695	1	1	1	2005	9917	34	7
93570695	2	2	8	1998	1999	13	7
93570695	3	3	8	1994	1994	3	7
93570695	4	3	8	9996	9996	998	7
93570696	1	2	8	1996	9917	141	7
93570696	1	1	1	1996	9917	139	7
93570721	1	5	8	2007	2007	3	7
93570787	1	1	1	2003	9917	58	7
93570929	1	2	8	2007	9917	10	7
93570929	2	2	8	2001	2005	47	7
93570929	3	2	8	2005	2006	12	7
93570939	1	1	1	1999	9917	105	7
93571010	1	2	8	2003	9917	55	7
93571010	1	1	1	2005	9917	31	7
93571010	2	2	8	1998	1998	12	7
93571016	1	2	8	2007	9917	10	7
93571060	1	2	8	1993	9917	175	7
93571060	1	1	1	1995	9917	152	7
93571066	1	2	8	1997	1997	3	7
93571066	2	2	8	2006	2007	7	7
93571066	3	2	8	2007	2007	3	7
93571066	4	2	8	2007	9917	6	7
93571153	1	2	8	2004	9917	44	7
93571153	1	1	1	2006	9917	24	7
93571205	1	2	8	2000	9917	85	7
93571216	1	1	1	2005	9917	36	7
93571350	1	1	1	2002	9917	68	7
93571366	1	2	8	2001	2004	39	7
93571366	2	2	8	2005	2006	12	7
93571366	3	5	8	2007	9917	15	7
93571452	1	4	8	2003	9917	55	7
93571469	1	2	8	2005	2005	7	7
93571506	1	2	8	2008	9917	2	7
93571707	1	2	8	2002	9917	76	7
93571707	1	1	1	2004	9917	52	7
93571765	1	2	8	2003	2003	1	7
93571765	2	2	8	2006	9917	9	7
93571769	1	2	8	1998	9917	115	7
93571769	1	1	1	2005	9917	36	7
93571806	1	1	1	2002	9917	77	7
93571857	1	2	8	2004	2006	20	7
93571862	1	2	8	2002	2005	64	7
93571862	1	1	1	2003	9917	62	7
93571911	1	2	8	2003	2003	2	7
93571911	2	3	8	1994	1994	1	7
93571911	3	4	8	2006	9917	27	7
93572076	1	2	8	2001	2002	7	7
93572076	1	1	1	2001	2002	7	1
93572076	2	3	8	2007	2007	1	7
93572102	1	1	1	2001	9917	80	7
93572102	2	2	8	1995	1996	11	7
93572115	1	2	8	1999	9917	116	7
93572115	1	1	1	2000	9917	94	7
93572140	1	2	8	2005	9917	40	7
93572140	1	1	1	2006	9917	28	7
93572140	2	2	8	9998	9998	3	7
93572140	3	2	8	9998	9998	6	7
93572140	4	2	8	9998	9998	10	7
93572140	5	2	8	1996	1998	19	7
93572146	1	2	8	2008	9917	12	7
93572164	1	2	8	2001	9917	78	7
93572164	1	1	1	2002	9917	66	7
93572169	1	2	8	2002	9917	72	7
93572169	1	1	1	2004	9917	41	7
93572199	1	2	8	2001	9917	82	7
93572199	1	1	1	2002	9917	75	7
93572199	2	2	8	1996	2000	45	7
93572200	1	1	1	2002	9917	72	7
93572200	2	2	8	1997	1997	3	7
93572215	1	1	1	1999	9917	107	7
93572215	2	2	8	1995	1995	3	7
93572215	3	2	8	1995	1995	1	7
93572225	1	2	8	2002	2003	17	7
93572225	2	2	8	2003	2004	8	7
93572225	3	2	8	2006	9917	21	7
93572276	1	2	8	1995	9917	148	7
93572276	1	1	1	1995	9917	146	7
93572276	1	1	2	2005	9917	26	7
93572276	2	2	8	1995	1995	1	7
93572276	3	3	8	9996	9996	998	7
93572283	1	2	8	2004	9917	45	7
93572283	1	1	1	2005	9917	34	7
93572284	1	2	8	1999	2004	58	7
93572284	2	2	8	2005	2007	29	7
93572284	3	4	8	2007	9917	5	7
93572286	1	2	8	1998	9917	127	7
93572286	1	1	1	1999	9917	113	7
93572287	1	2	8	1998	9917	114	7
93572287	1	1	1	2007	9917	6	7
93572288	1	2	8	2001	9917	82	7
93572288	1	1	1	2001	9917	79	7
93572288	2	2	8	1998	1999	12	7
93572322	1	2	8	1998	9917	122	7
93572322	1	1	1	1999	9917	110	7
93572342	1	2	8	2005	9917	35	7
93572342	1	1	1	2006	9917	15	7
93572342	2	2	8	2003	2003	3	7
93572342	3	2	8	1999	2003	51	7
93572363	1	2	8	2001	9917	78	7
93572363	1	1	1	2003	9917	56	7
93572363	2	2	8	1999	1999	6	7
93572365	1	1	1	1998	9917	113	7
93572369	1	2	8	1995	1997	24	7
93572369	1	1	1	1997	2002	54	1
93572369	2	2	8	2002	2003	5	7
93572369	3	2	8	2003	9917	51	7
93572376	1	1	1	1999	2006	83	1
93572376	2	5	8	2007	2008	3	7
93572380	1	2	8	1998	1998	3	7
93572380	2	5	8	2000	2000	1	7
93572383	1	3	8	1996	9917	145	7
93572388	1	2	8	2007	2007	5	7
93572388	2	3	8	2004	2006	27	7
93572389	1	1	1	2000	2007	87	1
93572389	2	5	8	2007	2007	1	7
93572390	1	2	8	1998	2003	60	7
93572390	1	1	1	1999	2003	44	1
93572390	2	2	8	2003	2005	48	7
93572390	3	2	8	1997	1998	24	7
93572393	1	2	8	2002	2002	4	7
93572393	2	4	8	2008	9917	1	7
93572443	1	4	8	2006	9917	18	7
93572448	1	2	8	2002	2002	5	7
93572462	1	2	8	2000	9917	98	7
93572462	1	1	1	2002	9917	74	7
93572462	2	2	8	2000	9917	98	7
93572668	1	2	8	1997	2001	66	7
93572668	2	2	8	2005	2008	33	7
93572668	3	2	8	2008	2008	3	7
93572802	1	1	1	2002	9917	70	7
93572804	1	2	8	2000	9917	96	7
93572804	1	1	1	2001	9917	79	7
93572804	2	2	8	1996	1998	17	7
93572808	1	2	8	1999	9917	104	7
93572808	1	1	1	2001	9917	83	7
93572864	1	2	8	9998	9998	8	7
93572864	2	2	8	2001	2001	10	7
93572864	3	5	8	2007	9917	12	7
93572910	1	2	8	2003	9917	55	7
93572910	1	1	1	2005	9917	30	7
93572910	2	2	8	1999	2000	14	7
93572910	2	1	1	1999	2000	11	1
93572916	1	2	8	1996	9917	140	7
