AID	PTNR_ID	H4TR25	H4TR26	H4TR27Y	H4TR28Y	TSDURATN	H4TR29
97573419	1	2	8	2006	9917	26	7
97573419	2	2	8	2003	2004	12	7
97573496	1	5	8	2004	2007	35	7
97573612	1	2	8	1999	9917	110	7
97573612	2	2	8	1998	1998	11	7
97573612	3	2	8	1996	1997	12	7
97573612	4	2	8	1995	1996	5	7
97573616	1	2	8	2008	9917	3	7
97573616	2	2	8	2002	2005	35	7
97573616	3	2	8	1998	1999	6	7
97573910	1	1	1	1999	9917	105	7
97573916	1	2	8	2007	9917	8	7
97573916	2	2	8	2001	2003	24	7
97573916	3	2	8	2000	2001	6	7
97573933	1	2	8	2008	9917	5	7
97573942	1	2	8	1998	2002	45	7
97573942	2	2	8	2003	9917	62	7
97573943	1	2	8	1995	1997	15	7
97573943	1	1	1	2001	9917	82	7
97573946	1	2	8	1999	2000	24	7
97573946	2	2	8	2004	9917	43	7
97573949	1	2	8	1999	9917	104	7
97573949	1	1	1	2002	9917	69	7
97573952	1	2	8	2003	2008	59	7
97573952	1	1	1	2005	2008	38	1
97573952	2	2	8	2000	2001	12	7
97573952	3	4	8	2008	9917	1	7
97573953	1	1	1	1999	9917	115	7
97573954	1	2	8	2001	9917	78	7
97573954	1	1	1	2002	9917	65	7
97573954	2	2	8	2000	2001	12	7
97573957	1	1	1	2001	9917	81	7
97574003	1	2	8	2006	9917	30	7
97574031	5	3	8	9996	9996	998	7
97574031	6	3	8	9996	9996	998	7
97574044	1	5	8	2006	2006	3	7
97574089	1	2	8	1999	2001	103	7
97574089	1	1	1	2001	9917	82	7
97574091	1	2	8	9996	9996	998	7
97574091	2	2	8	9996	9996	998	7
97574091	3	2	8	9996	9996	998	7
97574091	4	2	8	9996	9996	998	7
97574091	5	2	8	9996	9996	998	7
97574091	6	3	8	9996	9996	998	7
97574102	1	2	8	2008	9917	3	7
97574126	1	1	1	2005	9917	32	7
97574126	2	3	8	1993	1995	24	7
97574127	1	5	8	2001	2004	31	7
97574142	1	2	8	2006	9917	27	7
97574300	1	2	8	2003	2003	3	7
97574300	2	5	8	2008	2008	1	7
97574303	1	2	8	2002	9917	73	7
97574303	1	1	1	2004	9917	47	7
97574303	2	2	8	2000	2001	19	7
97574410	1	1	1	2001	9917	88	7
97574410	2	3	8	1994	1998	52	7
97574413	1	2	8	2000	9917	102	7
97574413	1	1	1	2001	9917	84	7
97574413	2	2	8	1998	1999	9	7
97574419	1	2	8	1999	9917	100	7
97574419	1	1	1	2002	9917	66	7
97574490	1	2	8	2000	9917	87	7
97574490	1	1	1	2006	9917	18	7
97574490	2	2	8	1998	1999	18	7
97574498	1	2	8	2003	2004	6	7
97574498	2	3	8	2004	2005	4	7
97574498	3	4	8	2007	9917	6	7
97574533	1	1	1	2000	9917	91	7
97574533	2	3	8	1993	1997	55	7
97574611	1	2	8	2001	9917	82	7
97574611	1	1	1	2001	9917	80	7
97574611	2	2	8	1990	1996	72	7
97574611	3	2	8	1996	1998	36	7
97574649	1	2	8	1994	2000	39	7
97574649	1	1	1	1994	2000	75	1
97574649	2	2	8	2002	9917	72	7
97574649	3	2	8	2002	2003	144	7
97574649	4	3	8	2000	2000	1	7
97574703	1	4	8	2004	9917	47	7
97574707	1	4	8	2008	9917	1	7
97574739	1	1	1	1997	2007	120	1
97574739	2	2	8	2003	2003	4	7
97574739	3	2	8	2008	2008	1	7
97574800	1	2	8	2003	9917	58	7
97574800	1	1	1	2004	9917	42	7
97574800	2	3	8	1997	2001	45	7
97574815	1	2	8	1999	2003	48	7
97574815	1	1	1	2002	2003	12	1
97574815	2	2	8	2005	2006	7	7
97574815	3	2	8	2006	2008	24	7
97574815	4	3	8	2007	2007	7	7
97574835	1	2	8	2002	2006	12	7
97574835	2	2	8	2004	2006	30	7
97574835	3	2	8	2002	2003	3	7
97574835	4	2	8	1997	1998	12	7
97574835	5	3	8	2000	2000	4	7
97574835	6	3	8	1997	1997	3	7
97574839	1	3	8	1996	1997	17	7
97574839	2	4	8	2008	9917	0	7
97575003	1	2	8	1999	2000	18	7
97575003	2	2	8	2003	2003	3	7
97575003	3	2	8	2005	9917	33	7
97575003	4	3	8	1996	1998	21	7
97575020	1	2	8	2000	2007	88	7
97575020	2	3	8	2007	9917	998	7
97575092	1	2	8	2006	9917	25	7
97575092	1	1	1	2007	9917	6	7
97575092	2	3	8	2002	2004	29	7
97575092	3	3	8	1995	2001	76	7
97575092	4	3	8	2002	2003	13	7
97575096	1	2	8	2000	2001	9	7
97575096	2	2	8	2003	2004	14	7
97575096	3	4	8	2005	9917	29	7
97575130	1	1	1	1999	9917	105	7
97575153	1	2	8	1999	2003	59	7
97575153	2	2	8	1996	1998	33	7
97575153	3	2	8	2003	2007	55	7
97575153	4	4	8	2003	9917	60	7
97575154	1	2	8	2001	2002	15	7
97575154	2	2	8	2002	2003	15	7
97575154	3	2	8	2003	2004	15	7
97575154	4	2	8	2004	2005	15	7
97575154	5	4	8	2006	9917	27	7
97575177	1	2	8	2005	2006	10	7
97575177	1	1	1	2006	9917	21	7
97575194	1	4	8	2008	9917	3	7
97575199	1	2	8	2004	2007	36	7
97575199	2	4	8	2008	9917	1	7
97575219	1	2	8	2005	9917	29	7
97575219	1	1	1	2007	9917	6	7
97575221	1	2	8	1999	9917	108	7
97575221	1	1	1	2000	9917	96	7
97575221	2	3	8	1990	1996	79	7
97575240	1	2	8	2007	9917	8	7
97575254	1	4	8	2007	9917	14	7
97575260	1	4	8	2008	9917	2	7
97575262	1	2	8	2004	9917	41	7
97575262	1	1	1	2005	9917	27	7
97575267	1	2	8	2006	9917	18	7
97575267	1	1	1	2006	9917	17	7
97575287	1	1	1	2001	2004	42	1
97575287	2	2	8	2004	9917	46	7
97575287	2	1	1	2004	9917	39	7
97575296	1	4	8	2007	9917	15	7
97575303	1	2	8	2003	2006	38	7
97575303	2	2	8	2001	2002	18	7
97575303	3	4	8	2007	9917	6	7
97575312	1	2	8	2004	9917	42	7
97575312	1	1	1	2007	9917	6	7
97575331	1	5	8	2003	2004	15	7
97575333	1	2	8	1997	1999	132	7
97575335	1	2	8	2007	9917	18	7
97575335	2	2	8	2005	2005	1	7
97575339	1	2	8	2006	9917	32	7
97575339	1	1	1	2007	9917	14	7
97575339	2	2	8	2001	2001	6	7
97575351	1	2	8	2007	9917	9	7
97575355	1	2	8	2006	9917	32	7
97575355	2	2	8	2004	2005	12	7
97575355	3	2	8	2001	2003	24	7
97575356	1	2	8	1997	2000	36	7
97575356	2	2	8	2004	2005	2	7
97575356	3	5	8	2007	2008	5	7
97575366	1	2	8	1998	2005	80	7
97575366	1	1	1	1998	2005	75	1
97575366	2	2	8	2006	9917	38	7
97575366	2	1	1	2007	9917	11	7
97575398	1	1	1	1999	9917	99	7
97575409	1	2	8	2007	9917	12	7
97575433	1	4	8	2007	9917	10	7
97575463	1	3	8	2000	2002	23	7
97575463	2	5	8	9998	9998	998	7
97575471	1	2	8	2003	9917	66	7
97575471	1	1	1	2007	9917	14	7
97575471	2	2	8	2002	2003	5	7
97575800	1	2	8	1999	2001	15	7
97575800	2	2	8	2003	2004	12	7
97575800	3	2	8	2005	2007	12	7
97575820	1	5	8	2007	2008	1	7
97575830	1	2	8	2000	2002	26	7
97575830	1	1	1	2000	2002	24	1
97575830	2	2	8	2004	9917	52	7
97575830	2	1	1	2006	9917	22	7
97575900	1	1	1	2006	9917	23	7
97575918	1	1	1	2005	9917	39	7
97575922	1	2	8	2004	2007	42	7
97575940	1	5	8	2006	2008	27	7
97575942	1	3	8	2005	9917	29	7
97575942	2	5	8	2003	2005	29	7
97575946	1	1	1	1999	9917	106	7
97575956	1	2	8	2007	2008	18	7
97575956	1	1	1	2008	9917	3	7
97575956	2	2	8	2002	2004	28	7
97575956	3	2	8	2005	2006	3	7
97575956	4	2	8	1999	2001	17	7
97575956	5	2	8	2002	2002	3	7
97575956	6	2	8	2006	2006	1	7
97575964	1	2	8	2004	9917	47	7
97575964	2	2	8	2002	2003	12	7
97575994	1	2	8	2000	9917	94	7
97575994	1	1	1	2002	9917	78	7
97575997	1	4	8	2007	9917	4	7
97576012	1	2	8	2008	9917	4	7
97576012	1	1	1	2008	9917	2	7
97576051	1	2	8	1998	1999	96	7
97576051	1	1	1	2000	9917	97	7
97576061	1	1	1	1999	9917	104	7
97576148	1	3	8	2004	2005	6	7
97576169	1	2	8	2001	2005	52	7
97576169	1	1	1	2005	9917	30	7
97576210	1	2	8	2003	2006	36	7
97576210	2	2	8	2007	9917	10	7
97576261	1	2	8	2004	2005	17	7
97576261	1	1	1	2005	9917	36	7
97576289	1	2	8	1998	1999	12	7
97576289	2	2	8	2001	2003	24	7
97576289	3	2	8	2003	2006	40	7
97576289	4	2	8	2007	9917	11	7
97576289	5	3	8	9998	9998	998	7
97576315	1	2	8	2001	2006	63	7
97576315	1	1	1	2001	2006	59	1
97576315	2	5	8	2008	9917	0	7
97576367	1	2	8	2003	9917	66	7
97576367	1	1	1	2004	9917	55	7
97576367	2	2	8	2001	2001	3	7
97576406	1	2	8	2007	9917	21	7
97576406	1	1	1	2008	9917	4	7
97576406	2	3	8	2004	2006	23	7
97576411	1	2	8	9998	2005	120	7
97576411	1	1	1	2000	2005	60	1
97576411	2	4	8	2006	9917	20	7
97576452	1	1	1	2005	2008	31	2
97576452	2	2	8	1998	2000	15	7
97576452	3	2	8	2002	2003	7	7
97576452	4	4	8	2007	9917	14	7
97576452	5	4	8	2008	9917	1	7
97576452	6	4	8	2007	9917	14	7
97576507	1	2	8	2004	9917	55	7
97576507	1	1	1	2008	9917	3	7
97576507	2	2	8	1999	2000	6	7
97576535	1	2	8	9998	9998	12	7
97576535	2	2	8	9998	9998	4	7
97576535	3	4	8	9998	9917	998	7
97576566	1	2	8	2000	2000	1	7
97576566	1	1	1	2000	9917	96	7
97576575	1	2	8	1999	2001	26	7
97576575	2	2	8	2008	9917	1	7
97576575	3	4	8	2007	9917	5	7
97576575	4	4	8	2007	9917	5	7
97576575	5	4	8	2007	9917	5	7
97576575	6	4	8	2008	9917	1	7
97576575	7	4	8	2008	9917	1	7
97576575	8	4	8	1998	9917	121	7
97576594	1	2	8	2002	2007	61	7
97576594	2	2	8	1999	2001	28	7
97576594	3	4	8	2008	9917	1	7
97576617	1	1	1	1995	1997	24	1
97576617	2	2	8	2005	9917	32	7
97576617	2	1	1	2007	9917	7	7
97576617	3	2	8	1999	2002	30	7
97576619	1	1	1	2005	9917	34	7
97576622	1	5	8	2003	2003	6	7
97576635	1	2	8	2007	9917	8	7
97576663	1	1	1	2006	9917	20	7
97576673	1	2	8	2003	2005	18	7
97576673	2	3	8	1997	2006	113	7
97576673	3	4	8	1997	9917	138	7
97576866	1	2	8	2002	9917	65	7
97576866	1	1	1	2003	9917	54	7
97576866	2	2	8	1997	1998	9	7
97576913	1	2	8	1997	9917	133	7
97576913	1	1	1	2006	9917	24	7
97576951	1	2	8	2001	2001	3	7
97576951	1	1	1	2001	2003	18	1
97576951	2	2	8	2003	2005	12	7
97576951	2	1	1	2005	9917	44	7
97576951	3	2	8	2000	2001	9	7
97576951	4	2	8	2000	2001	6	7
97576951	5	2	8	2008	9917	2	7
97576951	6	2	8	1997	2000	48	7
97577053	1	1	1	2000	9917	90	7
97577068	1	2	8	1997	2001	50	7
97577068	2	2	8	2002	2004	27	7
97577068	3	2	8	2004	2005	2	7
97577068	4	2	8	2008	2008	5	7
97577122	1	2	8	1996	1998	21	7
97577122	2	2	8	1999	9917	107	7
97577123	1	2	8	2007	2007	4	7
97577127	1	2	8	2005	2006	18	7
97577167	1	1	1	2003	9917	62	7
97577220	1	2	8	2008	9917	6	7
97577220	1	1	1	2008	9917	5	7
97577226	1	2	8	2002	9917	73	7
97577226	1	1	1	2004	9917	48	7
97577227	1	4	8	2007	9917	6	7
97577229	1	5	8	2008	2008	8	7
97577281	1	2	8	2000	2000	100	7
97577281	1	1	1	2003	9917	64	7
97577322	1	2	8	2006	9917	14	7
97577322	2	2	8	2000	2000	4	7
97577327	1	2	8	2008	9917	1	7
97577511	1	2	8	2002	9917	65	7
97577511	1	1	1	2004	9917	46	7
97577588	1	2	8	2006	9917	66	7
97577588	2	4	8	2004	9917	26	7
97577588	3	5	8	2000	2001	11	7
97577717	1	2	8	1999	2007	86	7
97577717	1	1	1	2003	2007	48	1
97577717	2	2	8	1997	1999	24	7
97577717	3	2	8	9998	9998	998	7
97577717	4	2	8	9998	9998	998	7
97577717	5	4	8	2007	9917	14	7
97577865	1	1	1	2000	2005	56	1
97577865	2	1	1	2005	9917	42	7
97577918	1	2	8	2007	9917	14	7
97577918	1	1	1	2007	9917	8	7
97577918	2	1	1	2001	2004	36	1
97577922	1	2	8	2004	9917	40	7
97577922	1	1	1	2007	9917	8	7
97577927	1	2	8	2005	2007	25	7
97577927	2	5	8	2007	9917	3	7
97577961	1	3	8	2007	9917	14	7
97578005	1	2	8	9998	2007	102	7
97578005	1	1	1	1998	2007	102	1
97578005	2	2	8	2007	9917	6	7
97578005	3	3	8	9998	9998	48	7
97578005	4	3	8	1999	9998	998	7
97578112	1	3	8	2004	2007	37	7
97578112	2	4	8	2008	9917	1	7
97578122	1	1	1	1999	2004	59	1
97578122	2	2	8	2005	9917	27	7
97578122	3	3	8	1997	2000	39	7
97578132	1	3	8	2003	2005	25	7
97578132	2	4	8	2007	9917	8	7
97578149	1	2	8	2001	9917	85	7
97578149	1	1	1	2003	9917	61	7
97578149	2	2	8	1997	2000	45	7
97578211	1	3	8	2001	9917	84	7
97578211	2	5	8	2005	9917	38	7
97578219	1	1	1	2007	9917	13	7
97578219	2	3	8	1995	2000	55	7
97578245	1	2	8	2004	9917	49	7
97578263	1	2	8	1998	2006	99	7
97578263	2	4	8	2007	9917	4	7
97578290	1	1	1	1999	9917	105	7
97578298	1	1	1	1998	9917	121	7
97578314	1	2	8	2007	9917	14	7
97578317	1	2	8	2003	9917	63	7
97578317	1	1	1	2003	9917	57	7
97578366	1	2	8	1997	9917	133	7
97578366	1	1	1	1998	9917	118	7
97578366	2	3	8	1995	1995	5	7
97578394	1	1	1	1999	1999	5	1
97578394	2	2	8	2006	2007	9	7
97578394	3	4	8	2008	9917	1	7
97578442	1	2	8	2001	9917	81	7
97578442	1	1	1	2002	9917	69	7
97578442	2	2	8	1999	2000	12	7
97578442	3	4	8	2007	9917	5	7
97578482	1	2	8	2006	2007	3	7
97578482	2	3	8	2007	9917	14	7
97578485	1	2	8	1997	2006	100	7
97578485	2	4	8	2004	9917	47	7
97578496	1	1	1	1998	9917	122	7
97578532	1	1	1	1997	9917	127	7
97578541	1	2	8	1998	9917	124	7
97578580	1	2	8	2005	2006	12	7
97578580	1	1	1	2005	2006	12	1
97578580	2	2	8	2002	2004	36	7
97578580	3	2	8	2007	9917	5	7
97578585	1	2	8	2005	2006	5	7
97578585	1	1	1	2006	9917	26	7
97578608	1	2	8	1998	9917	126	7
97578608	1	1	1	2005	9917	35	7
97578608	2	2	8	1998	9917	126	7
97578608	3	3	8	1998	9917	126	7
97578690	1	2	8	2004	9917	43	7
97578690	1	1	1	2007	9917	10	7
97578690	2	2	8	2001	2003	24	7
97578812	1	2	8	2007	9917	12	7
97578823	1	4	8	2004	9917	49	7
97578883	1	2	8	2001	9917	81	7
97578883	1	1	1	2005	9917	38	7
97578883	2	2	8	2001	9917	81	7
97578889	1	1	1	2007	9917	11	7
97578889	2	3	8	2005	2005	10	7
97578889	3	3	8	2002	2003	13	7
97578911	1	2	8	1999	2003	48	7
97578911	2	2	8	2003	2008	60	7
97578980	1	2	8	1996	1998	4	7
97579237	1	2	8	2006	2007	2	7
97579237	2	3	8	1996	1998	31	7
97579238	1	2	8	1998	1999	6	7
97579238	2	2	8	2001	2001	998	7
97579238	3	2	8	2004	9917	48	7
97579238	4	3	8	2004	2004	11	7
97579238	5	3	8	1997	1998	7	7
97579238	6	3	8	1996	1997	12	7
97579238	7	3	8	1999	1999	1	7
97579238	8	3	8	1995	1999	54	7
97579238	9	3	8	2000	2000	3	7
97579238	10	3	8	2000	2000	2	7
97579238	11	3	8	2001	2001	3	7
97579263	1	1	1	1997	9917	126	7
97579268	1	2	8	2002	9917	67	7
97579268	1	1	1	2006	9917	21	7
97579274	1	2	8	1996	9917	140	7
97579274	1	1	1	2001	9917	79	7
97579293	1	4	8	2007	9917	7	7
97579293	2	4	8	2006	9917	14	7
97579295	1	2	8	1999	9917	104	7
97579295	1	1	1	2001	9917	82	7
97579295	2	2	8	1996	1998	6	7
97579298	1	2	8	1996	9917	145	7
97579298	1	1	1	1997	9917	135	7
97579298	2	2	8	1993	1994	15	7
97579299	1	2	8	2001	9917	84	7
97579299	1	1	1	2005	9917	29	7
97579299	2	2	8	2000	2001	3	7
97579299	3	2	8	1998	2000	5	7
97579299	4	2	8	1999	1999	2	7
97579299	5	2	8	2002	2003	1	7
97579338	1	1	1	2004	9917	45	7
97579376	1	2	8	2005	2006	6	7
97579935	1	2	8	2002	9917	36	7
97579946	1	2	8	2003	9917	53	7
97579946	1	1	1	2005	9917	31	7
97579948	1	4	8	2005	9917	29	7
97579960	1	2	8	2003	2004	16	7
97579963	1	2	8	2003	2004	11	7
97579963	2	2	8	2006	2007	7	7
97579967	1	2	8	9998	2002	60	7
97579967	1	1	1	2000	2001	12	1
97579967	2	2	8	2002	9917	68	7
97579967	2	1	1	2003	9917	56	7
97579973	1	4	8	2008	9917	1	7
97579986	1	1	1	2003	9917	57	7
97579987	1	1	1	1997	9917	127	7
97579992	1	2	8	1994	9917	166	7
97590354	1	4	8	2008	9917	4	7
97606524	1	2	8	2005	9917	34	7
97606524	1	1	1	2007	9917	15	7
97608170	1	5	8	2006	2007	6	7
97608178	1	2	8	2001	9917	91	7
97608870	1	1	1	2004	2007	33	1
97608870	2	2	8	2007	9917	9	7
97608972	1	2	8	1997	9917	129	7
97608972	1	1	1	2000	9917	90	7
97614378	1	1	1	2006	9917	19	7
97614777	1	2	8	1999	2004	57	7
97614777	1	1	1	2004	9917	50	7
97614777	2	2	8	1996	1997	15	7
97614777	3	3	8	1991	1996	52	7
97614875	1	2	8	2007	9917	3	7
97619466	1	2	8	2001	2002	12	7
97619466	2	2	8	2004	9917	53	7
97619960	1	1	1	2004	9917	49	7
97619969	1	2	8	2003	2004	10	7
97619969	2	5	8	2006	2008	26	7
97646125	1	2	8	2005	9917	41	7
97646225	1	2	8	2007	9917	8	7
97646225	1	1	1	2008	9917	1	7
97646225	2	2	8	2001	2001	5	7
97646225	3	2	8	2005	2006	18	7
97646225	4	3	8	2002	2003	6	7
97646225	5	3	8	2003	2004	3	7
97676929	1	4	8	2007	9917	12	7
97676956	1	5	8	2008	2008	1	7
97678071	1	2	8	2004	9917	44	7
97678071	1	1	1	2004	9917	44	7
97678273	1	2	8	1995	1998	36	7
97678273	2	2	8	9998	9998	6	7
97678273	3	2	8	9998	9998	8	7
97678273	4	2	8	2005	9917	36	7
97678274	1	2	8	2000	9917	95	7
97678274	1	1	1	2001	9917	84	7
97678371	1	2	8	2005	9917	37	7
97678371	1	1	1	2008	9917	1	7
97678577	1	2	8	2000	9917	94	7
97678577	1	1	1	2004	9917	50	7
97678775	1	4	8	2003	9917	56	7
97710039	1	2	8	2005	9917	34	7
97710039	1	1	1	2005	9917	32	7
97710114	1	2	8	2003	9917	54	7
97710114	1	1	1	2004	9917	51	7
97710114	2	2	8	1996	2003	84	7
97710114	3	2	8	2001	2002	5	7
97710115	1	2	8	2007	2008	5	7
97710183	1	2	8	1997	2001	36	7
97710183	2	2	8	2000	2001	6	7
97710183	3	2	8	2001	2001	1	7
97710183	4	2	8	2002	2002	6	7
97710183	5	2	8	2002	2002	2	7
97710183	6	2	8	2003	2003	6	7
97710183	7	2	8	2003	2003	3	7
97710183	8	3	8	2003	2003	2	7
97710183	9	3	8	2005	2007	29	7
97710183	10	4	8	2007	9917	8	7
97710198	1	2	8	2007	9917	11	7
97710215	1	1	1	2001	9917	85	7
97710255	1	2	8	2003	9917	63	7
97710455	1	2	8	2006	9917	14	7
97710486	1	2	8	2000	2004	42	7
97710486	2	5	8	2007	9917	6	7
97710575	1	2	8	1997	1998	9	7
97710575	2	2	8	2000	9917	97	7
97710575	3	3	8	1999	1999	1	7
97710657	1	2	8	2006	9917	31	7
97710686	1	4	8	2007	9917	3	7
97711063	1	1	1	2002	2004	30	1
97711063	2	2	8	2006	9917	26	7
97711063	2	1	1	2008	9917	2	7
97711063	3	2	8	2004	2006	20	7
97711065	1	2	8	1998	9917	111	7
97711065	1	1	1	1998	9917	120	7
97711071	1	2	8	1995	1996	23	7
97711071	2	2	8	1998	1999	23	7
97711071	3	3	8	1995	1995	11	7
97711071	4	3	8	1997	1997	11	7
97711071	5	4	8	1998	9917	128	7
97711072	1	5	8	2001	2002	4	7
97712240	1	2	8	1997	9917	130	7
97712240	1	1	1	2001	9917	83	7
97712279	1	2	8	2006	9917	28	7
97712290	1	2	8	2002	9917	72	7
97712290	1	1	1	2002	9917	68	7
97712972	1	2	8	2002	9917	77	7
97712972	1	1	1	2003	9917	62	7
97712972	2	2	8	1999	2001	25	7
97712990	1	2	8	2001	2005	46	7
97712994	1	1	1	2001	9917	79	7
97712995	1	1	1	2006	9917	22	7
97712998	1	1	1	2006	9917	21	7
97712998	2	2	8	2003	2003	2	7
97712999	1	2	8	2000	9917	102	7
97712999	1	1	1	2000	9917	98	7
97713039	1	2	8	2004	2006	27	7
97713039	2	4	8	2007	9917	18	7
97713236	1	2	8	2003	9917	54	7
97713236	1	1	1	2003	9917	54	7
97713295	1	2	8	2007	9917	5	7
97713295	1	1	1	2002	9917	73	7
97713393	1	2	8	1998	2006	100	7
97713393	2	2	8	2007	9917	12	7
97713404	1	2	8	1998	9917	113	7
97713404	1	1	1	2002	9917	72	7
97713404	2	2	8	9996	9996	998	7
97713404	3	2	8	9996	9996	998	7
97713404	4	2	8	9996	9996	998	7
97713404	5	2	8	9996	9996	998	7
97713404	6	2	8	9996	9996	998	7
97713507	1	2	8	2005	9917	35	7
97713507	1	1	1	2006	9917	18	7
97713507	2	2	8	2002	2003	3	7
97713507	3	3	8	1999	2000	9	7
97713607	1	2	8	1998	2003	62	7
97713607	2	5	8	2005	9917	30	7
97713994	1	2	8	2002	2007	60	7
97714011	1	2	8	2001	9917	77	7
97714011	1	1	1	2005	9917	27	7
97714018	1	2	8	2000	9917	104	7
97714018	1	1	1	2005	9917	38	7
97714021	1	2	8	2004	9917	48	7
97714021	1	1	1	2004	9917	47	7
97714029	1	2	8	1999	2006	84	7
97714029	2	2	8	9998	9998	2	7
97714029	3	2	8	2007	9917	12	7
97714046	1	2	8	1995	2001	60	7
97714046	1	1	1	1998	2002	49	1
97714046	2	2	8	2002	9917	72	7
97714046	2	1	1	2006	9917	25	7
97714097	1	2	8	2004	9917	57	7
97714097	2	3	8	2002	2002	8	7
97714119	1	2	8	2000	2002	30	7
97714119	2	5	8	2001	2001	3	7
97714214	1	2	8	2001	2003	20	7
97714214	2	2	8	2008	2008	5	7
97714214	3	3	8	1996	1997	8	7
97714214	4	4	8	2008	9917	7	7
97714234	1	2	8	1999	2002	36	7
97714234	2	2	8	2003	2007	48	7
97714480	1	2	8	2004	9917	43	7
97714489	1	2	8	1998	9917	113	7
97714489	1	1	1	2000	9917	89	7
97714894	1	1	1	1998	9917	121	7
97714915	1	2	8	2002	9917	72	7
97714915	2	2	8	1999	2002	27	7
97714933	1	2	8	2000	2000	4	7
97714981	1	2	8	2007	2007	3	7
97714991	1	2	8	2005	9917	31	7
97715120	1	1	1	2005	9917	35	7
97715124	1	1	1	2002	9917	74	7
97715250	1	1	1	2005	9917	33	7
97715351	1	4	8	2006	9917	19	7
97715354	1	1	1	1998	9917	124	7
97715355	1	2	8	2006	2008	25	7
97715355	2	2	8	2001	2003	22	7
97715355	3	2	8	2004	2005	12	7
97715363	1	5	8	2007	2008	3	7
97715898	1	2	8	2007	2008	8	7
97715898	2	2	8	2005	2005	2	7
97715898	3	2	8	2000	2001	11	7
97715952	1	2	8	1999	2007	84	7
97715953	1	2	8	2004	9917	51	7
97715953	2	3	8	1998	1999	11	7
97715983	1	1	1	2005	9917	37	7
97715984	1	2	8	2004	9917	50	7
97715984	1	1	1	2005	9917	38	7
97715984	2	2	8	2002	2003	15	7
97715986	1	2	8	2006	9917	30	7
97715986	2	2	8	2003	2004	5	7
97715987	1	1	1	2006	9917	25	7
97715989	1	2	8	2001	2006	68	7
97716065	1	2	8	9998	9998	12	7
97716065	2	2	8	9998	9998	24	7
97716065	3	2	8	2004	9917	50	7
97716090	1	4	8	1996	9917	136	7
97716098	1	2	8	2005	2005	8	7
97716098	2	2	8	2004	2005	17	7
97716098	3	3	8	2001	2001	4	7
97716153	1	4	8	2005	9917	34	7
97716160	1	2	8	2003	2007	48	7
97716160	2	2	8	2001	2002	12	7
97716160	3	4	8	2008	9917	3	7
97716160	4	4	8	2008	9917	1	7
97716162	1	2	8	2003	2005	22	7
97716162	1	1	1	2005	9917	36	7
97716186	1	2	8	1998	9917	123	7
97716186	1	1	1	2008	9917	6	7
97716316	1	2	8	2008	2008	3	7
97716318	1	2	8	2004	2006	22	7
97716318	1	1	1	2005	9917	38	7
97716318	2	2	8	2003	2004	12	7
97716318	3	4	8	2007	9917	4	7
97716335	1	2	8	2005	2006	12	7
97716335	2	2	8	2000	2003	42	7
97716335	3	5	8	9998	2007	2	7
97716338	1	2	8	2005	9917	29	7
97716880	1	2	8	2003	2004	18	7
97716880	2	2	8	2005	2006	6	7
97716880	3	2	8	2007	9917	13	7
97716884	1	2	8	2001	9917	80	7
97716884	1	1	1	2003	9917	55	7
97716908	1	2	8	2005	9917	32	7
97716908	1	1	1	2006	9917	20	7
97716931	1	3	8	1996	1998	29	7
97716931	2	4	8	2003	9917	59	7
97716973	1	2	8	2004	2006	24	7
97716975	1	2	8	2006	9917	18	7
97716975	2	2	8	2000	2001	2	7
97716976	1	2	8	2002	9917	73	7
97716976	1	1	1	2004	9917	44	7
97716977	1	2	8	2006	9917	22	7
97717059	1	2	8	2006	2007	4	7
97717162	1	2	8	2006	2006	2	7
97717867	1	2	8	2006	9917	20	7
97717867	2	3	8	2002	2003	18	7
97717958	1	2	8	2006	9917	23	7
97717958	1	1	1	2007	9917	6	7
97717964	1	1	1	2004	2006	17	1
97717964	2	2	8	2006	2007	11	7
97718040	1	2	8	2001	9917	85	7
97718048	1	2	8	2007	9917	19	7
97718048	1	1	1	2008	9917	5	7
97718048	2	2	8	2001	2006	55	7
97718109	1	5	8	9996	9996	998	7
97718125	1	1	1	2003	9917	62	7
97718145	1	2	8	2006	9917	24	7
97718145	1	1	1	2007	9917	18	7
97718147	1	2	8	2003	2005	18	7
97718147	2	2	8	2005	2006	8	7
97718185	1	2	8	2002	9917	74	7
97718185	1	1	1	2006	9917	21	7
97718185	2	2	8	2000	2000	4	7
97718185	3	3	8	2001	2002	10	7
97718185	4	4	8	2004	9917	54	7
97718192	1	3	8	2004	2005	11	7
97718192	2	3	8	2006	2007	14	7
97718212	1	2	8	2002	2003	12	7
97718212	2	2	8	2007	2007	12	7
97718215	1	2	8	1999	9996	998	7
97718215	1	1	1	2000	2008	104	6
97718215	2	5	8	9996	9996	998	7
97718277	1	2	8	2007	9917	18	7
97718277	1	1	1	2008	9917	1	7
97718289	1	2	8	1999	1999	5	7
97718289	1	1	1	1999	2004	9	1
97718289	2	2	8	2006	2007	12	7
97718289	4	4	8	2008	9917	9	7
97718300	1	2	8	2002	9917	73	7
97718300	1	1	1	2007	9917	9	7
97718314	1	2	8	2001	9917	99	7
97718314	1	1	1	2006	9917	15	7
97718375	1	5	8	2007	2007	1	7
97718886	1	2	8	2007	9917	9	7
97718886	2	3	8	9998	2002	12	7
97718888	1	5	8	2004	2005	16	7
